bounds,benchmark,engine,unit,main_median,after_median,change_percent,p,main_samples,after_samples,measurement,status
signals,BenchmarkExec/isa_simd_i8x16.popcnt,wago,ns/op,4888.5,4888.5,0,0.5887445887445888,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.popcnt,wago,calls/batch,425,422.5,-0.588235294117645,0.2532467532467532,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.popcnt,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.popcnt,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.popcnt,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.popcnt,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.narrow_i16x8_s,wago,ns/op,3470.5,3437,-0.9652787782740258,0.3939393939393939,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.narrow_i16x8_s,wago,calls/batch,575,584.5,1.6521739130434865,0.7294372294372294,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.narrow_i16x8_s,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.narrow_i16x8_s,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.narrow_i16x8_s,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.narrow_i16x8_s,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.narrow_i16x8_u,wago,ns/op,3484,3481,-0.086107921928813,0.6991341991341992,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.narrow_i16x8_u,wago,calls/batch,580,576,-0.6896551724137945,0.9372294372294372,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.narrow_i16x8_u,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.narrow_i16x8_u,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.narrow_i16x8_u,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.narrow_i16x8_u,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.swizzle,wago,ns/op,6938,6795,-2.0611127125972906,0.6991341991341992,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.swizzle,wago,calls/batch,291,297.5,2.2336769759450092,0.5086580086580087,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.swizzle,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.swizzle,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.swizzle,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.swizzle,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.shl,wago,ns/op,2085,2000.5,-4.052757793764982,0.3939393939393939,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.shl,wago,calls/batch,994,1019,2.515090543259557,1,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.shl,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.shl,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.shl,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.shl,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.shr_s,wago,ns/op,3581.5,3536,-1.2704174228675091,0.48484848484848486,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.shr_s,wago,calls/batch,567.5,571.5,0.7048458149779835,0.5887445887445888,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.shr_s,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.shr_s,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.shr_s,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.shr_s,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.shr_u,wago,ns/op,2040,2046.5,0.318627450980391,0.6991341991341992,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.shr_u,wago,calls/batch,992.5,976.5,-1.6120906801007528,0.4155844155844156,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.shr_u,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.shr_u,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.shr_u,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.shr_u,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.add,wago,ns/op,1762,1748.5,-0.766174801362085,0.6991341991341992,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.add,wago,calls/batch,1123,1151.5,2.5378450578806833,0.329004329004329,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.add,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.add,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.add,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.add,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.add_sat_s,wago,ns/op,3556,3475.5,-2.263779527559051,0.6991341991341992,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.add_sat_s,wago,calls/batch,578,588.5,1.8166089965397925,0.512987012987013,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.add_sat_s,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.add_sat_s,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.add_sat_s,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.add_sat_s,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.add_sat_u,wago,ns/op,3541,3434,-3.0217452696978286,0.24025974025974026,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.add_sat_u,wago,calls/batch,570,586,2.807017543859658,0.24025974025974026,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.add_sat_u,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.add_sat_u,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.add_sat_u,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.add_sat_u,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.sub,wago,ns/op,1796,1748,-2.6726057906458767,0.3939393939393939,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.sub,wago,calls/batch,1119,1118,-0.08936550491510653,1,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.sub,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.sub,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.sub,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.sub,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.sub_sat_s,wago,ns/op,3509,3466.5,-1.2111712738671954,0.7380952380952381,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.sub_sat_s,wago,calls/batch,582,582,0,0.6601731601731602,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.sub_sat_s,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.sub_sat_s,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.sub_sat_s,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.sub_sat_s,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.sub_sat_u,wago,ns/op,3540,3497,-1.214689265536728,0.6991341991341992,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.sub_sat_u,wago,calls/batch,578.5,579,0.08643042350906516,0.9372294372294372,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.sub_sat_u,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.sub_sat_u,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.sub_sat_u,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.sub_sat_u,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.min_s,wago,ns/op,1786.5,1795.5,0.5037783375314797,0.5887445887445888,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.min_s,wago,calls/batch,1129,1130.5,0.13286093888396078,0.7272727272727273,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.min_s,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
