run,bounds,benchmark,unit,main_median,after_median,change_percent,p,samples_each,pre_fix_median,after_vs_pre_fix_percent,benchtime
compact-rss-explicit,explicit,BenchmarkCompileCompact/lua,ns/op,19035308.5,15123794.5,-20.548729220753103,0.0021645021645021645,6,15358704,-1.529487774489302,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/lua,B/op,813944,810704,-0.3980617831202182,0.0021645021645021645,6,810704,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/lua,allocs/op,761,761,0,1,6,761,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/sqlite3,ns/op,77228894,62713012,-18.795921122475225,0.0021645021645021645,6,62739649.5,-0.04245720244261397,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/sqlite3,B/op,2249168,2234888,-0.634901439109925,0.0021645021645021645,6,2234888,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/sqlite3,allocs/op,2150,2152,0.09302325581395099,0.0021645021645021645,6,2152,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/ruby,ns/op,818015024.5,650005848.5,-20.538641830288284,0.0021645021645021645,6,653404875,-0.5202021946958957,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/ruby,B/op,15186152,13858576,-8.742017069235185,0.0021645021645021645,6,13853112,0.03944240110091979,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/ruby,allocs/op,4487,4488,0.02228660574994379,0.4588744588744589,6,4482,0.1338688085676054,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/esbuild,ns/op,418254166.5,342806277.5,-18.038765670012758,0.0021645021645021645,6,336650683,1.8284812153492647,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/esbuild,B/op,18441704,18329272,-0.6096616668394672,0.0021645021645021645,6,18329272,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/esbuild,allocs/op,9214,9212,-0.021706099413931756,0.0021645021645021645,6,9212,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_i32,ns/op,352512.5,298014.5,-15.459877309315273,0.09307359307359307,6,310507.5,-4.023413283093003,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_i32,B/op,30904,30840,-0.20709293295366749,0.0021645021645021645,6,30840,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_i32,allocs/op,43,43,0,1,6,43,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_i64,ns/op,349657,259010.5,-25.924405917799444,0.025974025974025976,6,256987,0.7873939148672848,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_i64,B/op,30904,30840,-0.20709293295366749,0.0021645021645021645,6,30840,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_i64,allocs/op,43,43,0,1,6,43,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_f32,ns/op,332760,226955,-31.796189445846856,0.06493506493506493,6,189954.5,19.47861198339602,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_f32,B/op,34496,30368,-11.966604823747684,0.0021645021645021645,6,30368,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_f32,allocs/op,69,69,0,1,6,69,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_f64,ns/op,232239.5,172111,-25.890729182589524,0.17965367965367965,6,184519.5,-6.724763507379983,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_f64,B/op,34528,30400,-11.955514365152919,0.0021645021645021645,6,30400,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_f64,allocs/op,70,70,0,1,6,70,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_mem,ns/op,216459.5,132591,-38.745585201850695,0.015151515151515152,6,149818.5,-11.49891368555953,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_mem,B/op,28592,25760,-9.904868494683827,0.0021645021645021645,6,25760,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_mem,allocs/op,39,39,0,1,6,39,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_bulk_mem,ns/op,86939.5,77672,-10.659711638553249,0.04112554112554113,6,78799,-1.430221195700454,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_bulk_mem,B/op,13984,13568,-2.9748283752860427,0.0021645021645021645,6,13568,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_bulk_mem,allocs/op,41,41,0,1,6,41,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_ctl,ns/op,170478,130952.5,-23.185103063151846,0.0021645021645021645,6,134845,-2.88664763246691,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_ctl,B/op,61712,61696,-0.025926886180971387,0.0021645021645021645,6,61696,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_ctl,allocs/op,43,43,0,1,6,43,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_call,ns/op,80322,65183,-18.847887253803442,0.008658008658008658,6,65239,-0.08583822560125354,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_call,B/op,20936,20296,-3.0569354222392042,0.0021645021645021645,6,20296,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_call,allocs/op,65,65,0,1,6,65,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_var,ns/op,64066.5,51282,-19.955046709278644,0.3939393939393939,6,53311,-3.805968749413813,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_var,B/op,25664,24896,-2.9925187032418976,0.0021645021645021645,6,24896,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_var,allocs/op,37,37,0,1,6,37,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_cvt,ns/op,178843.5,123403.5,-30.999169665098258,0.06493506493506493,6,133338,-7.4506142285020065,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_cvt,B/op,26232,23512,-10.369014943580357,0.0021645021645021645,6,23512,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_cvt,allocs/op,52,52,0,1,6,52,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_v128,ns/op,119587,92695.5,-22.48697600909798,0.17965367965367965,6,99623.5,-6.954182497101591,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_v128,B/op,33080,33064,-0.04836759371221744,0.0021645021645021645,6,33064,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_v128,allocs/op,57,57,0,1,6,57,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_i8x16,ns/op,391571,252327.5,-35.560217687213814,0.0021645021645021645,6,256310,-1.5537825289688278,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_i8x16,B/op,46328,39288,-15.195993783457084,0.0021645021645021645,6,39288,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_i8x16,allocs/op,66,66,0,1,6,66,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_i16x8,ns/op,545121.5,386732,-29.05581599698416,0.0021645021645021645,6,412120,-6.160341648063672,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_i16x8,B/op,42816,36544,-14.648729446935727,0.0021645021645021645,6,36544,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_i16x8,allocs/op,51,51,0,1,6,51,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_i32x4,ns/op,498127.5,440464,-11.576052315923135,0.015151515151515152,6,365968,20.3558781095615,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_i32x4,B/op,39736,31016,-21.94483591705255,0.0021645021645021645,6,31016,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_i32x4,allocs/op,52,51,-1.9230769230769273,0.5454545454545454,6,51,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_i64x2,ns/op,393229,203605,-48.22228269023901,0.004329004329004329,6,195826,3.972404073003588,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_i64x2,B/op,37920,34160,-9.915611814345993,0.0021645021645021645,6,29264,16.730453799890643,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_i64x2,allocs/op,49,50,2.0408163265306145,0.5454545454545454,6,48,4.166666666666674,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_f32x4,ns/op,375180,197984.5,-47.229463191001656,0.0021645021645021645,6,291707.5,-32.129101925730396,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_f32x4,B/op,35752,29544,-17.36406354889237,0.0021645021645021645,6,29544,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_f32x4,allocs/op,50,50,0,1,6,50,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_f64x2,ns/op,440689.5,289668.5,-34.269253068203355,0.0021645021645021645,6,204827.5,41.42070766864801,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_f64x2,B/op,35704,29496,-17.387407573381132,0.0021645021645021645,6,29496,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_f64x2,allocs/op,49,49,0,1,6,49,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_reduce,ns/op,105775,116856,10.476010399432756,0.8181818181818182,6,115508.5,1.166580814398932,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_reduce,B/op,28552,25704,-9.974782852339592,0.0021645021645021645,6,25704,0,1x
compact-rss-explicit,explicit,BenchmarkCompileCompact/isa_simd_reduce,allocs/op,38,38,0,1,6,38,0,1x
compact-signals,signals,BenchmarkCompileWorkers/json-as/p2,ns/op,681594.5,533552,-21.720025616403895,0.0021645021645021645,6,520948,2.4194353371161714,500ms
compact-signals,signals,BenchmarkCompileWorkers/json-as/p2,code-B,57470,57470,0,1,6,57470,0,500ms
compact-signals,signals,BenchmarkCompileWorkers/json-as/p2,B/op,433600.5,437265.5,0.845248102804308,0.0021645021645021645,6,438110.5,-0.1928737156493665,500ms
compact-signals,signals,BenchmarkCompileWorkers/json-as/p2,allocs/op,264,248.5,-5.871212121212121,0.0021645021645021645,6,284,-12.5,500ms
compact-signals,signals,BenchmarkCompileWorkers/json-as/p4,ns/op,521059.5,352502,-32.34899277337809,0.0021645021645021645,6,345795,1.9395884845067268,500ms
compact-signals,signals,BenchmarkCompileWorkers/json-as/p4,code-B,57470,57470,0,1,6,57470,0,500ms
compact-signals,signals,BenchmarkCompileWorkers/json-as/p4,B/op,551462.5,558130.5,1.2091484008432074,0.0021645021645021645,6,559151,-0.18250883929386008,500ms
compact-signals,signals,BenchmarkCompileWorkers/json-as/p4,allocs/op,402,392,-2.487562189054726,0.0021645021645021645,6,441,-11.111111111111116,500ms
compact-signals,signals,BenchmarkExec/coremark.coremark_run,ns/op,32637907,32855179,0.665704452188054,0.06493506493506493,6,32650667.5,0.6263623860063516,500ms
compact-signals,signals,BenchmarkExec/coremark.coremark_run,calls/batch,1,1,0,1,6,1,0,500ms
compact-signals,signals,BenchmarkExec/coremark.coremark_run,B/op,0,0,0,1,6,0,NaN,500ms
compact-signals,signals,BenchmarkExec/coremark.coremark_run,allocs/op,0,0,0,1,6,0,NaN,500ms
compact-signals,signals,BenchmarkExec/coremark.coremark_run,B/call,0,0,0,1,6,0,NaN,500ms
compact-signals,signals,BenchmarkExec/coremark.coremark_run,allocs/call,0,0,0,1,6,0,NaN,500ms
compact-signals,signals,BenchmarkCompileWorkers/json-as/p8,ns/op,498846,329876,-33.872176984480184,0.0021645021645021645,6,323003.5,2.1276859229079514,500ms
compact-signals,signals,BenchmarkCompileWorkers/json-as/p8,code-B,57470,57470,0,1,6,57470,0,500ms
compact-signals,signals,BenchmarkCompileWorkers/json-as/p8,B/op,749502.5,759406,1.3213431576278856,0.0021645021645021645,6,759961,-0.07303006338482687,500ms
compact-signals,signals,BenchmarkCompileWorkers/json-as/p8,allocs/op,628.5,620,-1.352426412092278,0.0021645021645021645,6,693,-10.533910533910529,500ms
compact-signals,signals,BenchmarkCompileWorkers/lua/p4,ns/op,7944330.5,4578294,-42.37029791245468,0.0021645021645021645,6,4520386,1.2810410438400588,500ms
compact-signals,signals,BenchmarkCompileWorkers/lua/p4,code-B,889172,889172,0,1,6,889172,0,500ms
compact-signals,signals,BenchmarkCompileWorkers/lua/p4,B/op,4394012,4419492.5,0.5798914522764154,0.0021645021645021645,6,4430553.5,-0.24965278040317562,500ms
compact-signals,signals,BenchmarkCompileWorkers/lua/p4,allocs/op,1488,1469.5,-1.2432795698924748,0.0021645021645021645,6,1546.5,-4.978984804397024,500ms
compact-signals,signals,BenchmarkCompileWorkers/lua/p8,ns/op,6828178,3542063,-48.1257957832968,0.0021645021645021645,6,3445639,2.798435935975885,500ms
compact-signals,signals,BenchmarkCompileWorkers/lua/p8,code-B,889172,889172,0,1,6,889172,0,500ms
compact-signals,signals,BenchmarkCompileWorkers/lua/p8,B/op,5281609.5,5333888,0.9898213792594923,0.0021645021645021645,6,5336778,-0.05415252423840444,500ms
compact-signals,signals,BenchmarkCompileWorkers/lua/p8,allocs/op,2211,2173,-1.7186793306196324,0.0021645021645021645,6,2323.5,-6.47729718097697,500ms
compact-signals,signals,BenchmarkCompileWorkers/esbuild/p2,ns/op,266672343,179576693,-32.66017353738104,0.0021645021645021645,6,176612741.5,1.678220650914919,500ms
compact-signals,signals,BenchmarkCompileWorkers/esbuild/p2,code-B,26612624,26612624,0,1,6,26612624,0,500ms
compact-signals,signals,BenchmarkCompileWorkers/esbuild/p2,B/op,112686316,113120125,0.3849704342095972,0.17965367965367965,6,113391278.5,-0.23913082521598295,500ms
compact-signals,signals,BenchmarkCompileWorkers/esbuild/p2,allocs/op,14650,14797.5,1.0068259385665579,0.8181818181818182,6,14860,-0.42059219380887747,500ms
compact-signals,signals,BenchmarkCompileFull/many_funcs,ns/op,437379,392557.5,-10.247748520162148,0.0021645021645021645,6,386197.5,1.6468257821451449,500ms
compact-signals,signals,BenchmarkCompileFull/many_funcs,code-B,7817,7817,0,1,6,7817,0,500ms
compact-signals,signals,BenchmarkCompileFull/many_funcs,B/op,159042,161535.5,1.5678248512971393,0.0021645021645021645,6,161536,-0.0003095285261545122,500ms
compact-signals,signals,BenchmarkCompileFull/many_funcs,allocs/op,83,85,2.4096385542168752,0.0021645021645021645,6,85,0,500ms
compact-signals,signals,BenchmarkCompileFull/json-as,ns/op,1736043.5,1218056,-29.83724198155173,0.0021645021645021645,6,1203331,1.2236865833257893,500ms
compact-signals,signals,BenchmarkCompileFull/json-as,code-B,55821,55821,0,1,6,55821,0,500ms
compact-signals,signals,BenchmarkCompileFull/json-as,B/op,214695.5,215645.5,0.4424871504060457,0.0021645021645021645,6,215646,-0.00023186147667386692,500ms
compact-signals,signals,BenchmarkCompileFull/json-as,allocs/op,404,406,0.4950495049504955,0.0021645021645021645,6,406,0,500ms
compact-signals,signals,BenchmarkValidate/tiny,ns/op,692.75,713.0999999999999,2.937567665102847,0.30952380952380953,6,696.8499999999999,2.3319222214249757,500ms
compact-signals,signals,BenchmarkValidate/tiny,B/op,1560,1560,0,1,6,1560,0,500ms
compact-signals,signals,BenchmarkValidate/tiny,allocs/op,11,11,0,1,6,11,0,500ms
compact-signals,signals,BenchmarkPluginInstantiate/ruby,ns/op,1954820.5,1783403.5,-8.768938119893877,0.0021645021645021645,6,1833712.5,-2.743559854666422,500ms
compact-signals,signals,BenchmarkPluginInstantiate/ruby,B/op,295362.5,79514.5,-73.07901307715096,0.0021645021645021645,6,79441,0.09252149393890186,500ms
compact-signals,signals,BenchmarkPluginInstantiate/ruby,allocs/op,9183.5,543.5,-94.0817771002341,0.0021645021645021645,6,541,0.46210720887245316,500ms
compact-memory-signals,signals,BenchmarkCompileWorkers/json-as/p2,ns/op,917111,753070,-17.8867116412299,0.06493506493506493,6,762794.5,-1.2748518768816552,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/json-as/p2,code-B,57470,57470,0,1,6,57470,0,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/json-as/p2,B/op,432452,435124,0.6178720412901351,0.06493506493506493,6,436532,-0.3225422191271199,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/json-as/p2,allocs/op,265.5,247,-6.9679849340866244,0.0021645021645021645,6,285.5,-13.485113835376527,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/json-as/p4,ns/op,846007,700966.5,-17.144125285015377,0.015151515151515152,6,633769.5,10.60275068459433,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/json-as/p4,code-B,57470,57470,0,1,6,57470,0,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/json-as/p4,B/op,559320,571084,2.103268254308799,0.06493506493506493,6,572536,-0.25360850671398705,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/json-as/p4,allocs/op,405,398.5,-1.6049382716049387,0.030303030303030304,6,457,-12.800875273522971,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/json-as/p8,ns/op,1043691,681350,-34.71726785035034,0.015151515151515152,6,739926,-7.916467322407916,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/json-as/p8,code-B,57470,57470,0,1,6,57470,0,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/json-as/p8,B/op,740840,769204,3.8286269639868253,0.48484848484848486,6,753888,2.031601511099801,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/json-as/p8,allocs/op,585,635.5,8.632478632478623,0.06493506493506493,6,678.5,-6.33750921149595,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/lua/p4,ns/op,7657071,4418945.5,-42.28934928251286,0.0021645021645021645,6,4442670,-0.53401445527127,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/lua/p4,code-B,889172,889172,0,1,6,889172,0,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/lua/p4,B/op,4421032,4443796,0.5149024028778815,0.5887445887445888,6,4452888,-0.20418209485618677,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/lua/p4,allocs/op,1493,1477,-1.0716677829872734,0.29004329004329005,6,1559.5,-5.29015710163514,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/lua/p8,ns/op,6895555.5,3323136.5,-51.807559231449886,0.0021645021645021645,6,3285915.5,1.1327436752405884,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/lua/p8,code-B,889172,889172,0,1,6,889172,0,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/lua/p8,B/op,5292120,5464524,3.257749257386444,0.17965367965367965,6,5335176,2.4244373568931943,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/lua/p8,allocs/op,2227,2193.5,-1.504265828468787,0.24025974025974026,6,2358.5,-6.99597201611194,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/esbuild/p2,ns/op,255712736,175645011,-31.31159059672335,0.0021645021645021645,6,169303674.5,3.745539793349262,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/esbuild/p2,code-B,26612624,26612624,0,1,6,26612624,0,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/esbuild/p2,B/op,111807604,113541712,1.5509750123971822,0.008658008658008658,6,113561884,-0.017763002241144576,1x
compact-memory-signals,signals,BenchmarkCompileWorkers/esbuild/p2,allocs/op,14221.5,15241,7.168723411735756,0.24025974025974026,6,14832.5,2.7540873082757544,1x
compact-memory-signals,signals,BenchmarkCompileFull/many_funcs,ns/op,870934,826816,-5.065596244950821,0.0021645021645021645,6,761206,8.619217399757751,1x
compact-memory-signals,signals,BenchmarkCompileFull/many_funcs,code-B,7817,7817,0,1,6,7817,0,1x
compact-memory-signals,signals,BenchmarkCompileFull/many_funcs,B/op,166968,169464,1.4948972258157278,0.0021645021645021645,6,169464,0,1x
compact-memory-signals,signals,BenchmarkCompileFull/many_funcs,allocs/op,99,101,2.020202020202011,0.0021645021645021645,6,101,0,1x
compact-memory-signals,signals,BenchmarkCompileFull/json-as,ns/op,2013116.5,1683041.5,-16.396219493506713,0.0021645021645021645,6,1625377.5,3.547729681258671,1x
compact-memory-signals,signals,BenchmarkCompileFull/json-as,code-B,55821,55821,0,1,6,55821,0,1x
compact-memory-signals,signals,BenchmarkCompileFull/json-as,B/op,222616,223576,0.4312358500736746,0.0021645021645021645,6,223576,0,1x
compact-memory-signals,signals,BenchmarkCompileFull/json-as,allocs/op,421,423,0.47505938242280443,0.0021645021645021645,6,423,0,1x
compact-instantiate-signals,signals,BenchmarkPluginInstantiate/ruby,ns/op,1713647,1560652.5,-8.928005592750432,0.004329004329004329,6,1550265,0.6700467339454841,128x
compact-instantiate-signals,signals,BenchmarkPluginInstantiate/ruby,B/op,302068.5,86629,-71.32140557522548,0.0021645021645021645,6,86629,0,128x
compact-instantiate-signals,signals,BenchmarkPluginInstantiate/ruby,allocs/op,9405,779,-91.71717171717172,0.0021645021645021645,6,779,0,128x
compact-rss-signals,signals,BenchmarkCompileCompact/tiny,ns/op,118614,130021.5,9.617330163387127,0.30952380952380953,6,127922,1.6412345022748243,1x
compact-rss-signals,signals,BenchmarkCompileCompact/tiny,B/op,10784,10784,0,1,6,10784,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/tiny,allocs/op,27,27,0,1,6,27,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/fib_iter,ns/op,53972.5,56221,4.166010468294035,0.8181818181818182,6,56492.5,-0.4805947692171575,1x
compact-rss-signals,signals,BenchmarkCompileCompact/fib_iter,B/op,13184,12672,-3.8834951456310662,0.0021645021645021645,6,12672,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/fib_iter,allocs/op,28,28,0,1,6,28,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/fib_rec,ns/op,57554,54307.5,-5.640789519407862,0.48484848484848486,6,53165.5,2.1480095174502223,1x
compact-rss-signals,signals,BenchmarkCompileCompact/fib_rec,B/op,13264,12496,-5.79010856453559,0.0021645021645021645,6,12496,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/fib_rec,allocs/op,37,37,0,1,6,37,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/arith,ns/op,52118.5,43322,-16.87788405268763,0.09307359307359307,6,47204,-8.223879332259976,1x
compact-rss-signals,signals,BenchmarkCompileCompact/arith,B/op,27456,12864,-53.14685314685315,0.0021645021645021645,6,12864,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/arith,allocs/op,27,27,0,1,6,27,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/float,ns/op,42741,50029.5,17.052712851828456,0.3939393939393939,6,44714.5,11.886524505473606,1x
compact-rss-signals,signals,BenchmarkCompileCompact/float,B/op,28048,13456,-52.02509982886481,0.0021645021645021645,6,13456,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/float,allocs/op,41,41,0,1,6,41,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/memory,ns/op,47720.5,45766.5,-4.09467629215955,0.5887445887445888,6,51222,-10.650696966147354,1x
compact-rss-signals,signals,BenchmarkCompileCompact/memory,B/op,13584,12688,-6.595995288574796,0.0021645021645021645,6,12688,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/memory,allocs/op,34,34,0,1,6,34,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/memory_tree,ns/op,56061,54343,-3.0645190060826555,0.6991341991341992,6,53085,2.3697843081849967,1x
compact-rss-signals,signals,BenchmarkCompileCompact/memory_tree,B/op,28448,16928,-40.4949381327334,0.0021645021645021645,6,16928,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/memory_tree,allocs/op,51,51,0,1,6,51,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/globals,ns/op,46408,41900,-9.713842440958453,0.5887445887445888,6,48928,-14.36396337475474,1x
compact-rss-signals,signals,BenchmarkCompileCompact/globals,B/op,13672,12904,-5.617320070216502,0.0021645021645021645,6,12904,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/globals,allocs/op,40,40,0,1,6,40,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/dispatch,ns/op,49083.5,47650.5,-2.9195147045341097,0.8181818181818182,6,55320,-13.86388286334056,1x
compact-rss-signals,signals,BenchmarkCompileCompact/dispatch,B/op,11304,11288,-0.14154281670205604,0.0021645021645021645,6,11288,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/dispatch,allocs/op,43,43,0,1,6,43,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/branches,ns/op,32130.5,31715.5,-1.2916076625013595,0.9372294372294372,6,36804.5,-13.82711353231263,1x
compact-rss-signals,signals,BenchmarkCompileCompact/branches,B/op,13248,12224,-7.729468599033817,0.0021645021645021645,6,12224,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/branches,allocs/op,25,25,0,1,6,25,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/many_funcs,ns/op,342198,335506,-1.9555929608004674,0.24025974025974026,6,319459.5,5.02301543701158,1x
compact-rss-signals,signals,BenchmarkCompileCompact/many_funcs,B/op,53224,52968,-0.48098602134375446,0.0021645021645021645,6,52968,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/many_funcs,allocs/op,39,39,0,1,6,39,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/linked_list,ns/op,42961.5,40246,-6.320775578133908,0.13203463203463203,6,62498.5,-35.6048545165084,1x
compact-rss-signals,signals,BenchmarkCompileCompact/linked_list,B/op,16816,14896,-11.41769743101808,0.0021645021645021645,6,14896,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/linked_list,allocs/op,38,38,0,1,6,38,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/mandelbrot,ns/op,47605.5,52890.5,11.101658421821003,0.5887445887445888,6,53150.5,-0.4891769597651918,1x
compact-rss-signals,signals,BenchmarkCompileCompact/mandelbrot,B/op,30256,22064,-27.07562136435748,0.0021645021645021645,6,22064,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/mandelbrot,allocs/op,58,58,0,1,6,58,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/sieve,ns/op,62508.5,58000,-7.212619083804606,0.6991341991341992,6,43703,32.71400132714002,1x
compact-rss-signals,signals,BenchmarkCompileCompact/sieve,B/op,20928,17600,-15.902140672782872,0.0021645021645021645,6,17600,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/sieve,allocs/op,39,39,0,1,6,39,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/nbody,ns/op,183893,144844.5,-21.234359111004764,0.30952380952380953,6,167948.5,-13.756598004745502,1x
compact-rss-signals,signals,BenchmarkCompileCompact/nbody,B/op,74160,74160,0,1,6,74160,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/nbody,allocs/op,92,92,0,1,6,92,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/spectralnorm,ns/op,101858,110269,8.25757427006224,0.9372294372294372,6,127932.5,-13.806890352334234,1x
compact-rss-signals,signals,BenchmarkCompileCompact/spectralnorm,B/op,63992,63992,0,1,6,63992,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/spectralnorm,allocs/op,81,81,0,1,6,81,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/fannkuch,ns/op,164426.5,184895,12.448419202500816,0.6991341991341992,6,179675,2.9052455823013856,1x
compact-rss-signals,signals,BenchmarkCompileCompact/fannkuch,B/op,69296,69296,0,1,6,69296,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/fannkuch,allocs/op,71,71,0,1,6,71,0,1x
