run,bounds,benchmark,unit,main_median,after_median,change_percent,p,samples_each,pre_fix_median,after_vs_pre_fix_percent,benchtime
compact-rss-signals,signals,BenchmarkCompileCompact/matmul,ns/op,152314,107053,-29.715587536273745,0.04112554112554113,6,117798,-9.121547055128264,1x
compact-rss-signals,signals,BenchmarkCompileCompact/matmul,B/op,64824,64824,0,1,6,64824,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/matmul,allocs/op,78,78,0,1,6,78,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/quicksort,ns/op,109497,97599.5,-10.865594491173269,0.17965367965367965,6,90321,8.058480309119687,1x
compact-rss-signals,signals,BenchmarkCompileCompact/quicksort,B/op,30024,30024,0,1,6,30024,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/quicksort,allocs/op,72,72,0,1,6,72,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/crc32,ns/op,68449.5,66225.5,-3.249110658222487,0.30952380952380953,6,81700,-18.940636474908203,1x
compact-rss-signals,signals,BenchmarkCompileCompact/crc32,B/op,28592,28592,0,1,6,28592,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/crc32,allocs/op,47,47,0,1,6,47,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/sha256,ns/op,121890.5,112894,-7.380804902761085,0.09307359307359307,6,131724.5,-14.295366465615732,1x
compact-rss-signals,signals,BenchmarkCompileCompact/sha256,B/op,65944,65944,0,1,6,65944,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/sha256,allocs/op,57,57,0,1,6,57,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/raytrace,ns/op,295440,231168,-21.754670999187653,0.09307359307359307,6,235656.5,-1.9046790561686233,1x
compact-rss-signals,signals,BenchmarkCompileCompact/raytrace,B/op,145840,145840,0,1,6,145840,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/raytrace,allocs/op,119,119,0,1,6,119,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/regexmatch,ns/op,48112655.5,41648553,-13.435347587497015,0.06493506493506493,6,41547595.5,0.24299240132921174,1x
compact-rss-signals,signals,BenchmarkCompileCompact/regexmatch,B/op,1397320,1395352,-0.1408410385595249,0.0021645021645021645,6,1395352,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/regexmatch,allocs/op,1947,1949,0.10272213662043672,0.0021645021645021645,6,1949,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/wasm3,ns/op,12167177,10575629.5,-13.0806636576422,0.04112554112554113,6,10464228.5,1.0645887558743627,1x
compact-rss-signals,signals,BenchmarkCompileCompact/wasm3,B/op,505536,502904,-0.520635523483981,0.0021645021645021645,6,502904,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/wasm3,allocs/op,837,839,0.2389486260454099,0.0021645021645021645,6,839,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/json-as,ns/op,1399520,1249796.5,-10.698203669829653,0.3939393939393939,6,1233776.5,1.2984523534043557,1x
compact-rss-signals,signals,BenchmarkCompileCompact/json-as,B/op,136240,136784,0.39929536112741637,0.0021645021645021645,6,136784,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/json-as,allocs/op,148,148,0,1,6,148,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/blake-as,ns/op,451590,442102.5,-2.1009101175845313,0.3939393939393939,6,472405,-6.4145172045173116,1x
compact-rss-signals,signals,BenchmarkCompileCompact/blake-as,B/op,133816,133616,-0.14945895856998126,0.0021645021645021645,6,133616,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/blake-as,allocs/op,97,93,-4.123711340206182,0.0021645021645021645,6,93,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/utf-as,ns/op,259155.5,233512,-9.895024415843,0.6991341991341992,6,231854,0.7151051955109677,1x
compact-rss-signals,signals,BenchmarkCompileCompact/utf-as,B/op,121896,121880,-0.01312594342718354,0.0021645021645021645,6,121880,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/utf-as,allocs/op,72,72,0,1,6,72,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/xjb-mulhi,ns/op,55906,64552.5,15.466139591457084,1,6,65799.5,-1.8951511789603304,1x
compact-rss-signals,signals,BenchmarkCompileCompact/xjb-mulhi,B/op,28544,17024,-40.35874439461884,0.0021645021645021645,6,17024,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/xjb-mulhi,allocs/op,31,31,0,1,6,31,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/swar-pack-parse,ns/op,58676,67834,15.607744222510057,0.8181818181818182,6,75107,-9.683518180728823,1x
compact-rss-signals,signals,BenchmarkCompileCompact/swar-pack-parse,B/op,26200,14680,-43.969465648854964,0.0021645021645021645,6,14680,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/swar-pack-parse,allocs/op,28,28,0,1,6,28,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/json-as-simd,ns/op,1384055.5,1259465,-9.001842772923485,0.24025974025974026,6,1214766,3.6796387123116725,1x
compact-rss-signals,signals,BenchmarkCompileCompact/json-as-simd,B/op,144456,145128,0.4651935537464791,0.0021645021645021645,6,145128,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/json-as-simd,allocs/op,183,183,0,1,6,183,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/blake-as-simd,ns/op,1174980,1009296.5,-14.100963420653967,0.06493506493506493,6,962031.5,4.913040789204937,1x
compact-rss-signals,signals,BenchmarkCompileCompact/blake-as-simd,B/op,284648,284800,0.05339928613585787,0.0021645021645021645,6,284800,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/blake-as-simd,allocs/op,139,138,-0.7194244604316502,0.0021645021645021645,6,138,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/utf-as-simd,ns/op,735342.5,606889.5,-17.46845857542574,0.13203463203463203,6,643088,-5.628856392904236,1x
compact-rss-signals,signals,BenchmarkCompileCompact/utf-as-simd,B/op,146712,146608,-0.07088718032608465,0.0021645021645021645,6,146608,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/utf-as-simd,allocs/op,137,135,-1.4598540145985384,0.0021645021645021645,6,135,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/coremark,ns/op,791719,611603.5,-22.749927688990667,0.04112554112554113,6,576336.5,6.119168228977334,1x
compact-rss-signals,signals,BenchmarkCompileCompact/coremark,B/op,131216,131200,-0.012193634922574859,0.0021645021645021645,6,131200,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/coremark,allocs/op,96,96,0,1,6,96,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/blake3,ns/op,882000.5,954317.5,8.199201701132818,0.8181818181818182,6,899048,6.147558306119372,1x
compact-rss-signals,signals,BenchmarkCompileCompact/blake3,B/op,139296,139264,-0.02297266253158403,0.0021645021645021645,6,139264,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/blake3,allocs/op,109,109,0,1,6,109,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/qoi,ns/op,343265,220107,-35.878402983117994,0.025974025974025976,6,313333.5,-29.753122471743364,1x
compact-rss-signals,signals,BenchmarkCompileCompact/qoi,B/op,68064,68032,-0.04701457451810054,0.0021645021645021645,6,68032,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/qoi,allocs/op,92,92,0,1,6,92,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/lz4,ns/op,304717.5,272802,-10.473799502818181,0.3939393939393939,6,266880,2.218974820143882,1x
compact-rss-signals,signals,BenchmarkCompileCompact/lz4,B/op,64064,64048,-0.024975024975026905,0.0021645021645021645,6,64048,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/lz4,allocs/op,68,68,0,1,6,68,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/zlib,ns/op,1017135.5,957433,-5.869670265171156,0.8181818181818182,6,868800,10.201772559852662,1x
compact-rss-signals,signals,BenchmarkCompileCompact/zlib,B/op,301256,301240,-0.0053110975383074965,0.0021645021645021645,6,301240,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/zlib,allocs/op,175,175,0,1,6,175,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/zstd,ns/op,3229044.5,2960522,-8.315850091257648,0.015151515151515152,6,2732084,8.361309535138739,1x
compact-rss-signals,signals,BenchmarkCompileCompact/zstd,B/op,1007208,1007200,-0.0007942748667555399,0.0021645021645021645,6,1007200,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/zstd,allocs/op,228,230,0.8771929824561431,0.0021645021645021645,6,230,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/lua,ns/op,17372842,15449790,-11.06930000284352,0.0021645021645021645,6,15091365.5,2.375030278075241,1x
compact-rss-signals,signals,BenchmarkCompileCompact/lua,B/op,813944,810704,-0.3980617831202182,0.0021645021645021645,6,810704,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/lua,allocs/op,761,761,0,1,6,761,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/sqlite3,ns/op,72196190.5,63618136,-11.881588821504375,0.0021645021645021645,6,62787674,1.3226513216590963,1x
compact-rss-signals,signals,BenchmarkCompileCompact/sqlite3,B/op,2249168,2234888,-0.634901439109925,0.0021645021645021645,6,2234888,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/sqlite3,allocs/op,2150,2152,0.09302325581395099,0.0021645021645021645,6,2152,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/ruby,ns/op,804565514,663663719,-17.512780817498474,0.0021645021645021645,6,646516278,2.652282948396234,1x
compact-rss-signals,signals,BenchmarkCompileCompact/ruby,B/op,15186152,13853000,-8.778734731484317,0.0021645021645021645,6,13853000,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/ruby,allocs/op,4487,4481,-0.13371963449966273,0.23376623376623376,6,4481,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/esbuild,ns/op,410804181,345842696,-15.8132482590288,0.0021645021645021645,6,336852938,2.668748580129643,1x
compact-rss-signals,signals,BenchmarkCompileCompact/esbuild,B/op,18441704,18329272,-0.6096616668394672,0.0021645021645021645,6,18329272,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/esbuild,allocs/op,9214,9212,-0.021706099413931756,0.0021645021645021645,6,9212,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_i32,ns/op,368463,312111,-15.293801548595109,0.24025974025974026,6,333692,-6.4673411409323585,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_i32,B/op,30904,30840,-0.20709293295366749,0.0021645021645021645,6,30840,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_i32,allocs/op,43,43,0,1,6,43,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_i64,ns/op,279284,360338,29.02207072370777,0.5887445887445888,6,260143,38.515355016279514,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_i64,B/op,30904,30840,-0.20709293295366749,0.0021645021645021645,6,30840,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_i64,allocs/op,43,43,0,1,6,43,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_f32,ns/op,232736,214701.5,-7.7489086346762,0.3939393939393939,6,227551,-5.6468659772973995,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_f32,B/op,34496,30368,-11.966604823747684,0.0021645021645021645,6,30368,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_f32,allocs/op,69,69,0,1,6,69,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_f64,ns/op,202889.5,177065.5,-12.728110621791666,0.17965367965367965,6,169696,4.342765887233635,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_f64,B/op,34528,30400,-11.955514365152919,0.0021645021645021645,6,30400,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_f64,allocs/op,70,70,0,1,6,70,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_mem,ns/op,191903.5,184374,-3.923586594303907,0.3939393939393939,6,129685.5,42.17009611714493,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_mem,B/op,28592,25760,-9.904868494683827,0.0021645021645021645,6,25760,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_mem,allocs/op,39,39,0,1,6,39,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_bulk_mem,ns/op,84219.5,87065,3.378671210349138,0.8181818181818182,6,79465.5,9.56326959498146,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_bulk_mem,B/op,13984,13568,-2.9748283752860427,0.0021645021645021645,6,13568,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_bulk_mem,allocs/op,41,41,0,1,6,41,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_ctl,ns/op,146618,149653.5,2.070346069377571,1,6,132511,12.936661862034104,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_ctl,B/op,61712,61696,-0.025926886180971387,0.0021645021645021645,6,61696,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_ctl,allocs/op,43,43,0,1,6,43,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_call,ns/op,83303,95270.5,14.366229307467915,0.48484848484848486,6,70103,35.900746045105066,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_call,B/op,20936,20296,-3.0569354222392042,0.0021645021645021645,6,20296,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_call,allocs/op,65,65,0,1,6,65,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_var,ns/op,64402,53501.5,-16.925716592652407,0.17965367965367965,6,58711.5,-8.873900343203633,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_var,B/op,25664,24896,-2.9925187032418976,0.0021645021645021645,6,24896,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_var,allocs/op,37,37,0,1,6,37,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_cvt,ns/op,133037,122151.5,-8.1823101843848,0.3939393939393939,6,150445,-18.80654059623118,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_cvt,B/op,26232,23512,-10.369014943580357,0.0021645021645021645,6,23512,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_cvt,allocs/op,52,52,0,1,6,52,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_v128,ns/op,137129.5,102555,-25.213028560594186,0.06493506493506493,6,105114,-2.434499686055136,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_v128,B/op,33080,33064,-0.04836759371221744,0.0021645021645021645,6,33064,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_v128,allocs/op,57,57,0,1,6,57,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_i8x16,ns/op,329033,289698.5,-11.954575984779648,0.30952380952380953,6,325711.5,-11.056717371047686,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_i8x16,B/op,46328,39288,-15.195993783457084,0.0021645021645021645,6,39288,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_i8x16,allocs/op,66,66,0,1,6,66,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_i16x8,ns/op,423477,339117,-19.920798532151686,0.06493506493506493,6,338275.5,0.24876173414865033,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_i16x8,B/op,42816,36544,-14.648729446935727,0.0021645021645021645,6,36544,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_i16x8,allocs/op,51,51,0,1,6,51,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_i32x4,ns/op,528866.5,321519,-39.20601891025429,0.004329004329004329,6,401224.5,-19.86556154970597,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_i32x4,B/op,37288,31016,-16.820424801544732,0.0021645021645021645,6,31016,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_i32x4,allocs/op,51,51,0,1,6,51,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_i64x2,ns/op,322761,295094,-8.571977407431508,0.5887445887445888,6,246011,19.951546882049985,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_i64x2,B/op,40368,34160,-15.378517637732859,0.0021645021645021645,6,34160,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_i64x2,allocs/op,50,50,0,1,6,50,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_f32x4,ns/op,264165.5,266645,0.9386161326895515,0.3939393939393939,6,221785,20.226796221565934,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_f32x4,B/op,35752,29544,-17.36406354889237,0.0021645021645021645,6,29544,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_f32x4,allocs/op,50,50,0,1,6,50,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_f64x2,ns/op,355674,229569,-35.45522022976096,0.025974025974025976,6,208314.5,10.203082358645222,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_f64x2,B/op,35704,29496,-17.387407573381132,0.0021645021645021645,6,29496,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_f64x2,allocs/op,49,49,0,1,6,49,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_reduce,ns/op,97409.5,106121,8.943172893814255,0.8181818181818182,6,84666,25.340750714572557,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_reduce,B/op,28552,25704,-9.974782852339592,0.0021645021645021645,6,25704,0,1x
compact-rss-signals,signals,BenchmarkCompileCompact/isa_simd_reduce,allocs/op,38,38,0,1,6,38,0,1x
