bounds	benchmark	unit	base_median	candidate_median	delta_percent	p	base_n	candidate_n	status
explicit	BenchmarkCompileFullWorkers/esbuild/p8	code-B	26629248	26629248	0	1	6	6	paired
explicit	BenchmarkCompileFullWorkers/esbuild/p8	B/op	197809328	199643792	0.9273900369349608	0.30952380952380953	6	6	paired
explicit	BenchmarkCompileFullWorkers/esbuild/p8	allocs/op	34558.5	34913.5	1.0272436593023349	0.17965367965367965	6	6	paired
explicit	BenchmarkCompileFullWorkers/esbuild/auto	ns/op	397415582.5	192179813	-51.64260752156089	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileFullWorkers/esbuild/auto	code-B	26629248	26629248	0	1	6	6	paired
explicit	BenchmarkCompileFullWorkers/esbuild/auto	B/op	186680952	188884336	1.1802939595036976	0.13203463203463203	6	6	paired
explicit	BenchmarkCompileFullWorkers/esbuild/auto	allocs/op	27493	28397.5	3.2899283453970085	0.48484848484848486	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/many_funcs/p1	ns/op	75174	65042	-13.478064224332886	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/many_funcs/p1	B/op	159019.5	161507.5	1.5645879907810079	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/many_funcs/p1	allocs/op	83	85	2.4096385542168752	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/many_funcs/auto	ns/op	84292.5	68598.5	-18.61850105288133	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/many_funcs/auto	B/op	304217.5	306515	0.755216251530566	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/many_funcs/auto	allocs/op	134	144	7.462686567164178	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/json-as/p1	ns/op	263720	199016.5	-24.534923403609888	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/json-as/p1	B/op	217338	218303.5	0.4442389273849878	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/json-as/p1	allocs/op	404	406	0.4950495049504955	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/json-as/auto	ns/op	284217.5	208860	-26.514025350303903	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/json-as/auto	B/op	713304.5	721236.5	1.1120075647917504	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/json-as/auto	allocs/op	507	516	1.775147928994092	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/esbuild/p1	ns/op	704948281.5	461073912.5	-34.59464692659159	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/esbuild/p1	B/op	83045320	82973904	-0.0859964173778871	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/esbuild/p1	allocs/op	19653.5	19653	-0.0025440761187600636	0.4696969696969697	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/esbuild/auto	ns/op	402591881	194996095.5	-51.564821671105676	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/esbuild/auto	B/op	187544944	186183316	-0.7260275702233754	0.3939393939393939	6	6	paired
explicit	BenchmarkCompileMultiModuleThroughput/esbuild/auto	allocs/op	27977	27579	-1.4225971333595488	0.17965367965367965	6	6	paired
explicit	BenchmarkCompileWorkers/tiny/p1	ns/op	6155	5948.5	-3.3549959382615735	0.3939393939393939	6	6	paired
explicit	BenchmarkCompileWorkers/tiny/p1	code-B	96	96	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/tiny/p1	B/op	8124	8124	0	0.7662337662337663	6	6	paired
explicit	BenchmarkCompileWorkers/tiny/p1	allocs/op	21	21	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/tiny/p2	ns/op	12016.5	12103.5	0.7240044938209955	0.8181818181818182	6	6	paired
explicit	BenchmarkCompileWorkers/tiny/p2	code-B	96	96	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/tiny/p2	B/op	17643.5	17688.5	0.2550514353728106	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/tiny/p2	allocs/op	41	44	7.317073170731714	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/tiny/p4	ns/op	12404.5	12385	-0.1572010157604109	0.9372294372294372	6	6	paired
explicit	BenchmarkCompileWorkers/tiny/p4	code-B	96	96	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/tiny/p4	B/op	17642	17687.5	0.2579072667497906	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/tiny/p4	allocs/op	41	44	7.317073170731714	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/tiny/p8	ns/op	12016	12008.5	-0.06241677762982567	0.5887445887445888	6	6	paired
explicit	BenchmarkCompileWorkers/tiny/p8	code-B	96	96	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/tiny/p8	B/op	17639.5	17689	0.2806201989852264	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/tiny/p8	allocs/op	41	44	7.317073170731714	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/fib_rec/p1	ns/op	7720	7228.5	-6.366580310880831	0.025974025974025976	6	6	paired
explicit	BenchmarkCompileWorkers/fib_rec/p1	code-B	163	163	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/fib_rec/p1	B/op	10753.5	10020	-6.821035011856602	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/fib_rec/p1	allocs/op	32	32	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/fib_rec/p2	ns/op	7712	7129.5	-7.553163900414939	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/fib_rec/p2	code-B	163	163	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/fib_rec/p2	B/op	10696	9928	-7.18025430067315	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/fib_rec/p2	allocs/op	32	32	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/fib_rec/p4	ns/op	7658	7039.5	-8.076521284930793	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/fib_rec/p4	code-B	163	163	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/fib_rec/p4	B/op	10701	9955	-6.9713110924212724	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/fib_rec/p4	allocs/op	32	32	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/fib_rec/p8	ns/op	7685	6977	-9.212752114508781	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/fib_rec/p8	code-B	163	163	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/fib_rec/p8	B/op	11034.5	10080.5	-8.645611491232042	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/fib_rec/p8	allocs/op	32	32	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/many_funcs/p1	ns/op	309356.5	278322.5	-10.031791800075318	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/many_funcs/p1	code-B	7817	7817	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/many_funcs/p1	B/op	68320	68064	-0.37470725995316645	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/many_funcs/p1	allocs/op	34	34	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/many_funcs/p2	ns/op	225820.5	206177.5	-8.698501686073678	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/many_funcs/p2	code-B	7817	7817	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/many_funcs/p2	B/op	144356	144127	-0.15863559533375593	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/many_funcs/p2	allocs/op	60	60	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/many_funcs/p4	ns/op	180264.5	165551.5	-8.16189543698288	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/many_funcs/p4	code-B	7817	7817	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/many_funcs/p4	B/op	191626	191410.5	-0.11245864339911593	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/many_funcs/p4	allocs/op	88	88	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/many_funcs/p8	ns/op	168112.5	153476	-8.706372220982972	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/many_funcs/p8	code-B	7817	7817	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/many_funcs/p8	B/op	286291.5	286040	-0.0878475260355227	0.015151515151515152	6	6	paired
explicit	BenchmarkCompileWorkers/many_funcs/p8	allocs/op	143	143.5	0.34965034965035446	0.18181818181818182	6	6	paired
explicit	BenchmarkCompileWorkers/json-as/p1	ns/op	947163	794864	-16.079492125431415	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/json-as/p1	code-B	57638	57638	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/json-as/p1	B/op	133256	133800	0.4082367773308615	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/json-as/p1	allocs/op	136	136	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/json-as/p2	ns/op	675469.5	509949	-24.504511306580092	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/json-as/p2	code-B	57638	57638	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/json-as/p2	B/op	433465.5	437210.5	0.8639672592167136	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/json-as/p2	allocs/op	264	248.5	-5.871212121212121	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/json-as/p4	ns/op	538171	352561	-34.4890378708626	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/json-as/p4	code-B	57638	57638	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/json-as/p4	B/op	550902.5	558435	1.3673018365318645	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/json-as/p4	allocs/op	401.5	392	-2.3661270236612686	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/json-as/p8	ns/op	467730	307303	-34.299061424326005	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/json-as/p8	code-B	57638	57638	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/json-as/p8	B/op	747866.5	756266.5	1.1231951157058218	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/json-as/p8	allocs/op	628.5	619	-1.511535401750197	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/blake-as/p1	ns/op	290550	229885	-20.879366718292893	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/blake-as/p1	code-B	10669	10669	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/blake-as/p1	B/op	131352	131152	-0.15226262257140855	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/blake-as/p1	allocs/op	93	89	-4.3010752688172005	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/blake-as/p2	ns/op	251600.5	194770.5	-22.587395494047115	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/blake-as/p2	code-B	10669	10669	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/blake-as/p2	B/op	227576	227712	0.059760255914498295	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/blake-as/p2	allocs/op	131	124	-5.343511450381677	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/blake-as/p4	ns/op	252109.5	200021	-20.661061959188366	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/blake-as/p4	code-B	10669	10669	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/blake-as/p4	B/op	287872	288560.5	0.2391687972432166	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/blake-as/p4	allocs/op	186	179	-3.7634408602150504	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/blake-as/p8	ns/op	257601	209598	-18.634632629531723	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/blake-as/p8	code-B	10669	10669	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/blake-as/p8	B/op	335048.5	336286.5	0.3694987442116604	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/blake-as/p8	allocs/op	210.5	206	-2.137767220902609	0.006493506493506494	6	6	paired
explicit	BenchmarkCompileWorkers/lua/p1	ns/op	16317201.5	13487289	-17.343124064503346	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/lua/p1	code-B	890004	890004	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/lua/p1	B/op	745920	742680	-0.4343629343629307	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/lua/p1	allocs/op	754	754	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/lua/p2	ns/op	10496953.5	7663338.5	-26.994641826316556	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/lua/p2	code-B	890004	890004	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/lua/p2	B/op	3892031	3908775	0.4302124006720476	0.015151515151515152	6	6	paired
explicit	BenchmarkCompileWorkers/lua/p2	allocs/op	1055.5	1045.5	-0.9474182851729074	0.004329004329004329	6	6	paired
explicit	BenchmarkCompileWorkers/lua/p4	ns/op	7843603.5	4428277	-43.54282441737398	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/lua/p4	code-B	890004	890004	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/lua/p4	B/op	4389147	4407838	0.42584584202807196	0.48484848484848486	6	6	paired
explicit	BenchmarkCompileWorkers/lua/p4	allocs/op	1489	1469.5	-1.3096037609133693	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/lua/p8	ns/op	6787245	3266841.5	-51.86793021321612	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/lua/p8	code-B	890004	890004	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/lua/p8	B/op	5317202.5	5339521.5	0.4197507994100347	0.17965367965367965	6	6	paired
explicit	BenchmarkCompileWorkers/lua/p8	allocs/op	2212.5	2173.5	-1.7627118644067852	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/sqlite3/p1	ns/op	63667381	53414482.5	-16.10384837409913	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/sqlite3/p1	code-B	3636329	3636329	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/sqlite3/p1	B/op	2140768	2126488	-0.6670503296013375	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/sqlite3/p1	allocs/op	2528	2530	0.07911392405062223	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/sqlite3/p2	ns/op	39965144	28747775	-28.067880851373882	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/sqlite3/p2	code-B	3636329	3636329	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/sqlite3/p2	B/op	12376773	12447062	0.5679105530981277	0.13203463203463203	6	6	paired
explicit	BenchmarkCompileWorkers/sqlite3/p2	allocs/op	2926.5	2923.5	-0.1025115325474113	1	6	6	paired
explicit	BenchmarkCompileWorkers/sqlite3/p4	ns/op	28847643	16258111.5	-43.64145625346237	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/sqlite3/p4	code-B	3636329	3636329	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/sqlite3/p4	B/op	14016470	14137782.5	0.8654996586159092	0.9372294372294372	6	6	paired
explicit	BenchmarkCompileWorkers/sqlite3/p4	allocs/op	3564.5	3576.5	0.3366531070276402	0.29004329004329005	6	6	paired
explicit	BenchmarkCompileWorkers/sqlite3/p8	ns/op	22702800	10871691.5	-52.112992670507595	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/sqlite3/p8	code-B	3636329	3636329	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/sqlite3/p8	B/op	17202871.5	16997597	-1.1932571838370154	0.48484848484848486	6	6	paired
explicit	BenchmarkCompileWorkers/sqlite3/p8	allocs/op	4493.5	4513.5	0.4450873483921258	0.10173160173160173	6	6	paired
explicit	BenchmarkCompileWorkers/ruby/p1	ns/op	681670908	517173471.5	-24.131503129953146	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/ruby/p1	code-B	35172218	35172218	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/ruby/p1	B/op	15347728	14014576	-8.686315003758216	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/ruby/p1	allocs/op	11021	11015	-0.05444152073315056	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/ruby/p2	ns/op	425908245	280452686.5	-34.151853176732935	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/ruby/p2	code-B	35172218	35172218	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/ruby/p2	B/op	129807580	129065056	-0.5720189837912448	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/ruby/p2	allocs/op	11674	11686.5	0.107075552509861	1	6	6	paired
explicit	BenchmarkCompileWorkers/ruby/p4	ns/op	293464458	154987438	-47.1869816684922	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/ruby/p4	code-B	35172218	35172218	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/ruby/p4	B/op	133851112	133436408	-0.30982484478724315	0.48484848484848486	6	6	paired
explicit	BenchmarkCompileWorkers/ruby/p4	allocs/op	12684.5	12648.5	-0.28381095037249837	0.17965367965367965	6	6	paired
explicit	BenchmarkCompileWorkers/ruby/p8	ns/op	229647233	92511447	-59.715845128427915	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/ruby/p8	code-B	35172218	35172218	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/ruby/p8	B/op	139173356	139598690	0.30561453156305873	0.24025974025974026	6	6	paired
explicit	BenchmarkCompileWorkers/ruby/p8	allocs/op	14244.5	14287.5	0.30187089753939134	0.24025974025974026	6	6	paired
explicit	BenchmarkCompileWorkers/esbuild/p1	ns/op	408342624.5	320459213	-21.521978413987497	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/esbuild/p1	code-B	26622496	26622496	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/esbuild/p1	B/op	18796312	18683880	-0.5981598943452293	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/esbuild/p1	allocs/op	11041	11039	-0.018114301240834685	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/esbuild/p2	ns/op	259470808	174341418	-32.80885069737786	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/esbuild/p2	code-B	26622496	26622496	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/esbuild/p2	B/op	112583656	112157128	-0.378854280589358	0.8181818181818182	6	6	paired
explicit	BenchmarkCompileWorkers/esbuild/p2	allocs/op	15172.5	14476	-4.590542099192618	0.13203463203463203	6	6	paired
explicit	BenchmarkCompileWorkers/esbuild/p4	ns/op	182281531	96722802	-46.93768399388746	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/esbuild/p4	code-B	26622496	26622496	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/esbuild/p4	B/op	121502012	121292554	-0.17239056090692095	0.9372294372294372	6	6	paired
explicit	BenchmarkCompileWorkers/esbuild/p4	allocs/op	19615.5	19437	-0.9099946470903064	0.5887445887445888	6	6	paired
explicit	BenchmarkCompileWorkers/esbuild/p8	ns/op	146883939	59882176.5	-59.23163764010986	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompileWorkers/esbuild/p8	code-B	26622496	26622496	0	1	6	6	paired
explicit	BenchmarkCompileWorkers/esbuild/p8	B/op	133945696	132857678	-0.8122829120242869	0.3939393939393939	6	6	paired
explicit	BenchmarkCompileWorkers/esbuild/p8	allocs/op	25614.5	25821	0.8061839973452445	1	6	6	paired
explicit	BenchmarkCompile_wago	ns/op	10572	10224	-3.291713961407494	0.17965367965367965	6	6	paired
explicit	BenchmarkCompile_wago	B/op	12404	11615	-6.360851338277973	0.0021645021645021645	6	6	paired
explicit	BenchmarkCompile_wago	allocs/op	49	49	0	1	6	6	paired
explicit	BenchmarkCompile_wazero	ns/op	69860.5	71233	1.964629511669691	0.3939393939393939	6	6	paired
explicit	BenchmarkCompile_wazero	B/op	299289	299290	0.00033412521007747387	0.4199134199134199	6	6	paired
explicit	BenchmarkCompile_wazero	allocs/op	272	272	0	1	6	6	paired
explicit	BenchmarkDecode/tiny	ns/op	585.5999999999999	555.75	-5.097336065573755	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/tiny	B/op	1546	1546	0	1	6	6	paired
explicit	BenchmarkDecode/tiny	allocs/op	15	15	0	1	6	6	paired
explicit	BenchmarkDecode/fib_iter	ns/op	626.4	585.4	-6.54533844189017	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/fib_iter	B/op	1232	1232	0	1	6	6	paired
explicit	BenchmarkDecode/fib_iter	allocs/op	15	15	0	1	6	6	paired
explicit	BenchmarkDecode/fib_rec	ns/op	534.3	501.15	-6.204379562043794	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/fib_rec	B/op	1208	1208	0	1	6	6	paired
explicit	BenchmarkDecode/fib_rec	allocs/op	14	14	0	1	6	6	paired
explicit	BenchmarkDecode/arith	ns/op	643.9000000000001	594.5	-7.671998757571064	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/arith	B/op	1232	1232	0	1	6	6	paired
explicit	BenchmarkDecode/arith	allocs/op	15	15	0	1	6	6	paired
explicit	BenchmarkDecode/float	ns/op	604.7	569.3499999999999	-5.8458739871010685	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/float	B/op	1232	1232	0	1	6	6	paired
explicit	BenchmarkDecode/float	allocs/op	15	15	0	1	6	6	paired
explicit	BenchmarkDecode/memory	ns/op	962.3	882.0999999999999	-8.33419931414321	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/memory	B/op	1640	1640	0	1	6	6	paired
explicit	BenchmarkDecode/memory	allocs/op	19	19	0	1	6	6	paired
explicit	BenchmarkDecode/memory_tree	ns/op	1178	1064	-9.677419354838712	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/memory_tree	B/op	1656	1656	0	1	6	6	paired
explicit	BenchmarkDecode/memory_tree	allocs/op	18	18	0	1	6	6	paired
explicit	BenchmarkDecode/globals	ns/op	810.45	769.55	-5.0465790610155	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/globals	B/op	1656	1656	0	1	6	6	paired
explicit	BenchmarkDecode/globals	allocs/op	18	18	0	1	6	6	paired
explicit	BenchmarkDecode/dispatch	ns/op	1016	962.5	-5.265748031496065	0.008658008658008658	6	6	paired
explicit	BenchmarkDecode/dispatch	B/op	2312	2312	0	1	6	6	paired
explicit	BenchmarkDecode/dispatch	allocs/op	21	21	0	1	6	6	paired
explicit	BenchmarkDecode/branches	ns/op	556.3499999999999	521.5	-6.264042419340332	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/branches	B/op	1208	1208	0	1	6	6	paired
explicit	BenchmarkDecode/branches	allocs/op	14	14	0	1	6	6	paired
explicit	BenchmarkDecode/many_funcs	ns/op	16521	14722.5	-10.886144906482652	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/many_funcs	B/op	36531	36531	0	1	6	6	paired
explicit	BenchmarkDecode/many_funcs	allocs/op	13	13	0	1	6	6	paired
explicit	BenchmarkDecode/linked_list	ns/op	898.05	810.15	-9.787873726407215	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/linked_list	B/op	1264	1264	0	1	6	6	paired
explicit	BenchmarkDecode/linked_list	allocs/op	16	16	0	1	6	6	paired
explicit	BenchmarkDecode/mandelbrot	ns/op	1123.5	1025	-8.767245215843344	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/mandelbrot	B/op	1272	1272	0	1	6	6	paired
explicit	BenchmarkDecode/mandelbrot	allocs/op	16	16	0	1	6	6	paired
explicit	BenchmarkDecode/sieve	ns/op	1104.5	976.05	-11.629696695337266	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/sieve	B/op	1280	1280	0	1	6	6	paired
explicit	BenchmarkDecode/sieve	allocs/op	17	17	0	1	6	6	paired
explicit	BenchmarkDecode/nbody	ns/op	5890.5	5194	-11.824123588829472	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/nbody	B/op	2056	2056	0	1	6	6	paired
explicit	BenchmarkDecode/nbody	allocs/op	28	28	0	1	6	6	paired
explicit	BenchmarkDecode/spectralnorm	ns/op	4581.5	3989	-12.93244570555495	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/spectralnorm	B/op	2040	2040	0	1	6	6	paired
explicit	BenchmarkDecode/spectralnorm	allocs/op	27	27	0	1	6	6	paired
explicit	BenchmarkDecode/fannkuch	ns/op	7735.5	6602.5	-14.646758451295971	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/fannkuch	B/op	3616	3616	0	1	6	6	paired
explicit	BenchmarkDecode/fannkuch	allocs/op	41	41	0	1	6	6	paired
explicit	BenchmarkDecode/matmul	ns/op	3548	3105	-12.4859075535513	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/matmul	B/op	2056	2056	0	1	6	6	paired
explicit	BenchmarkDecode/matmul	allocs/op	28	28	0	1	6	6	paired
explicit	BenchmarkDecode/quicksort	ns/op	4375	3980	-9.02857142857143	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/quicksort	B/op	3944	3944	0	1	6	6	paired
explicit	BenchmarkDecode/quicksort	allocs/op	43	43	0	1	6	6	paired
explicit	BenchmarkDecode/crc32	ns/op	2616.5	2361	-9.764953181731318	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/crc32	B/op	2120	2120	0	1	6	6	paired
explicit	BenchmarkDecode/crc32	allocs/op	30	30	0	1	6	6	paired
explicit	BenchmarkDecode/sha256	ns/op	6182.5	5637	-8.823291548726242	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/sha256	B/op	4048	4048	0	1	6	6	paired
explicit	BenchmarkDecode/sha256	allocs/op	43	43	0	1	6	6	paired
explicit	BenchmarkDecode/raytrace	ns/op	14267	13023	-8.719422443400859	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/raytrace	B/op	2464	2464	0	1	6	6	paired
explicit	BenchmarkDecode/raytrace	allocs/op	30	30	0	1	6	6	paired
explicit	BenchmarkDecode/regexmatch	ns/op	3061114.5	2761839.5	-9.77666794234584	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/regexmatch	B/op	379952	379952	0	1	6	6	paired
explicit	BenchmarkDecode/regexmatch	allocs/op	1950	1950	0	1	6	6	paired
explicit	BenchmarkDecode/wasm3	ns/op	648666	578566.5	-10.806717170315693	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/wasm3	B/op	185328	185328	0	1	6	6	paired
explicit	BenchmarkDecode/wasm3	allocs/op	1430	1430	0	1	6	6	paired
explicit	BenchmarkDecode/json-as	ns/op	67166	59928	-10.776285620700953	0.0021645021645021645	6	6	paired
explicit	BenchmarkDecode/json-as	B/op	25048	25048	0	1	6	6	paired
explicit	BenchmarkDecode/json-as	allocs/op	82	82	0	1	6	6	paired
