bounds	benchmark	unit	base_median	candidate_median	delta_percent	p	base_n	candidate_n	status
explicit	BenchmarkWazeroExec/isa_simd_i16x8.sub	B/op	9724	9800	0.7815713698066551	0.5844155844155844	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.sub	allocs/op	1215.5	1225	0.7815713698066551	0.5844155844155844	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.sub	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.sub	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.mul	ns/op	4878	4898	0.41000410004099486	0.24025974025974026	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.mul	calls/batch	406.5	410.5	0.9840098400984099	0.5064935064935064	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.mul	B/op	3252	3284	0.9840098400984099	0.5064935064935064	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.mul	allocs/op	406.5	410.5	0.9840098400984099	0.5064935064935064	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.mul	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.mul	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.add_sat_s	ns/op	3251	3267.5	0.5075361427253178	0.16017316017316016	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.add_sat_s	calls/batch	612.5	616.5	0.6530612244898037	0.8961038961038961	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.add_sat_s	B/op	4900	4932	0.6530612244898037	0.8961038961038961	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.add_sat_s	allocs/op	612.5	616.5	0.6530612244898037	0.8961038961038961	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.add_sat_s	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.add_sat_s	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.add_sat_u	ns/op	3258.5	3253.5	-0.1534448365812513	0.5151515151515151	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.add_sat_u	calls/batch	613.5	614.5	0.16299918500406463	0.9653679653679653	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.add_sat_u	B/op	4908	4916	0.16299918500406463	0.9653679653679653	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.add_sat_u	allocs/op	613.5	614.5	0.16299918500406463	0.9653679653679653	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.add_sat_u	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.add_sat_u	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.sub_sat_s	ns/op	3295.5	3256	-1.1986041571840356	0.17965367965367965	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.sub_sat_s	calls/batch	613	614.5	0.2446982055464897	0.79004329004329	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.sub_sat_s	B/op	4904	4916	0.2446982055464897	0.79004329004329	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.sub_sat_s	allocs/op	613	614.5	0.2446982055464897	0.79004329004329	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.sub_sat_s	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.sub_sat_s	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.sub_sat_u	ns/op	3311	3255	-1.6913319238900604	0.25757575757575757	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.sub_sat_u	calls/batch	594.5	614.5	3.3641715727502186	0.08008658008658008	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.sub_sat_u	B/op	4756	4916	3.3641715727502186	0.08008658008658008	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.sub_sat_u	allocs/op	594.5	614.5	3.3641715727502186	0.08008658008658008	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.sub_sat_u	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.sub_sat_u	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.min_s	ns/op	1638.5	1657	1.129081476960625	0.19480519480519481	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.min_s	calls/batch	1201	1222.5	1.7901748542880958	0.8679653679653679	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.min_s	B/op	9608	9780	1.7901748542880958	0.8679653679653679	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.min_s	allocs/op	1201	1222.5	1.7901748542880958	0.8679653679653679	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.min_s	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.min_s	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.min_u	ns/op	1642.5	1650	0.45662100456620447	0.45454545454545453	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.min_u	calls/batch	1212.5	1209.5	-0.24742268041236803	0.9372294372294372	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.min_u	B/op	9700	9676	-0.24742268041236803	0.9372294372294372	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.min_u	allocs/op	1212.5	1209.5	-0.24742268041236803	0.9372294372294372	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.min_u	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.min_u	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.max_s	ns/op	1634	1634.5	0.03059975520196545	0.8354978354978355	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.max_s	calls/batch	1222	1222	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.max_s	B/op	9776	9776	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.max_s	allocs/op	1222	1222	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.max_s	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.max_s	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.max_u	ns/op	1633	1639	0.3674219228414044	0.0367965367965368	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.max_u	calls/batch	1229.5	1220	-0.7726718178121206	0.33116883116883117	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.max_u	B/op	9836	9760	-0.7726718178121206	0.33116883116883117	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.max_u	allocs/op	1229.5	1220	-0.7726718178121206	0.33116883116883117	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.max_u	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.max_u	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.avgr_u	ns/op	3257.5	3270.5	0.39907904834997066	0.5584415584415584	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.avgr_u	calls/batch	614.5	611.5	-0.4882017900732283	0.7402597402597403	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.avgr_u	B/op	4916	4892	-0.4882017900732283	0.7402597402597403	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.avgr_u	allocs/op	614.5	611.5	-0.4882017900732283	0.7402597402597403	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.avgr_u	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.avgr_u	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.q15mulr_sat_s	ns/op	8143.5	8119	-0.30085344139497705	0.17965367965367965	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.q15mulr_sat_s	calls/batch	244	248	1.6393442622950838	0.09956709956709957	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.q15mulr_sat_s	B/op	1952	1984	1.6393442622950838	0.09956709956709957	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.q15mulr_sat_s	allocs/op	244	248	1.6393442622950838	0.09956709956709957	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.q15mulr_sat_s	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.q15mulr_sat_s	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_low_s	ns/op	8446	8110	-3.9782145394269497	0.015151515151515152	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_low_s	calls/batch	245	247.5	1.0204081632652962	0.1341991341991342	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_low_s	B/op	1960	1980	1.0204081632652962	0.1341991341991342	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_low_s	allocs/op	245	247.5	1.0204081632652962	0.1341991341991342	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_low_s	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_low_s	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_high_s	ns/op	11488.5	11433	-0.48309178743961567	0.9372294372294372	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_high_s	calls/batch	170.5	171.5	0.5865102639296182	0.8268398268398268	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_high_s	B/op	1364	1372	0.5865102639296182	0.8268398268398268	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_high_s	allocs/op	170.5	171.5	0.5865102639296182	0.8268398268398268	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_high_s	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_high_s	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_low_u	ns/op	8102	8196	1.1602073562083426	0.015151515151515152	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_low_u	calls/batch	248	245.5	-1.008064516129037	0.14502164502164502	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_low_u	B/op	1984	1964	-1.008064516129037	0.14502164502164502	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_low_u	allocs/op	248	245.5	-1.008064516129037	0.14502164502164502	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_low_u	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_low_u	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_high_u	ns/op	11359.5	11428.5	0.6074211012808695	0.19696969696969696	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_high_u	calls/batch	176.5	176	-0.283286118980175	0.9783549783549783	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_high_u	B/op	1412	1408	-0.283286118980175	0.9783549783549783	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_high_u	allocs/op	176.5	176	-0.283286118980175	0.9783549783549783	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_high_u	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.extmul_high_u	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.eq	ns/op	1637	1647.5	0.641417226634089	0.4199134199134199	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.eq	calls/batch	1226.5	1218	-0.6930289441500204	0.3874458874458874	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.eq	B/op	9812	9744	-0.6930289441500204	0.3874458874458874	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.eq	allocs/op	1226.5	1218	-0.6930289441500204	0.3874458874458874	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.eq	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.eq	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ne	ns/op	3267	3260.5	-0.1989592898683834	0.6666666666666666	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ne	calls/batch	612	614.5	0.40849673202614234	0.2857142857142857	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ne	B/op	4896	4916	0.40849673202614234	0.2857142857142857	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ne	allocs/op	612	614.5	0.40849673202614234	0.2857142857142857	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ne	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ne	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.lt_s	ns/op	2102	2093.5	-0.4043767840152257	0.36796536796536794	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.lt_s	calls/batch	950	950	0	0.9761904761904762	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.lt_s	B/op	7600	7600	0	0.9761904761904762	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.lt_s	allocs/op	950	950	0	0.9761904761904762	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.lt_s	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.lt_s	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.lt_u	ns/op	5491	5365.5	-2.285558186122749	0.09307359307359307	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.lt_u	calls/batch	376	372	-1.0638297872340385	0.10606060606060606	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.lt_u	B/op	3008	2976	-1.0638297872340385	0.10606060606060606	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.lt_u	allocs/op	376	372	-1.0638297872340385	0.10606060606060606	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.lt_u	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.lt_u	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.gt_s	ns/op	1663.5	1688	1.4727983168019154	0.5887445887445888	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.gt_s	calls/batch	1188.5	1212	1.9772822885990804	0.8333333333333334	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.gt_s	B/op	9508	9696	1.9772822885990804	0.8333333333333334	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.gt_s	allocs/op	1188.5	1212	1.9772822885990804	0.8333333333333334	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.gt_s	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.gt_s	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.gt_u	ns/op	4890	4916.5	0.5419222903885412	0.17965367965367965	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.gt_u	calls/batch	411	405	-1.4598540145985384	0.16017316017316016	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.gt_u	B/op	3288	3240	-1.4598540145985384	0.16017316017316016	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.gt_u	allocs/op	411	405	-1.4598540145985384	0.16017316017316016	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.gt_u	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.gt_u	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.le_s	ns/op	3715	3743	0.753701211305513	0.025974025974025976	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.le_s	calls/batch	538	535	-0.5576208178438624	0.3181818181818182	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.le_s	B/op	4304	4280	-0.5576208178438624	0.3181818181818182	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.le_s	allocs/op	538	535	-0.5576208178438624	0.3181818181818182	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.le_s	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.le_s	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.le_u	ns/op	3717.5	3738	0.5514458641560083	0.7012987012987013	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.le_u	calls/batch	540	534	-1.1111111111111072	0.1645021645021645	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.le_u	B/op	4320	4272	-1.1111111111111072	0.1645021645021645	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.le_u	allocs/op	540	534	-1.1111111111111072	0.1645021645021645	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.le_u	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.le_u	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ge_s	ns/op	3289.5	3260	-0.8967928256573998	0.09307359307359307	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ge_s	calls/batch	611.5	613	0.24529844644316512	0.5714285714285714	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ge_s	B/op	4892	4904	0.24529844644316512	0.5714285714285714	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ge_s	allocs/op	611.5	613	0.24529844644316512	0.5714285714285714	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ge_s	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ge_s	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ge_u	ns/op	3291.5	3257	-1.048154336928453	0.17965367965367965	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ge_u	calls/batch	604.5	615	1.7369727047146455	0.0367965367965368	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ge_u	B/op	4836	4920	1.7369727047146455	0.0367965367965368	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ge_u	allocs/op	604.5	615	1.7369727047146455	0.0367965367965368	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ge_u	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i16x8.ge_u	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.abs	ns/op	1658	1637.5	-1.2364294330518666	0.2878787878787879	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.abs	calls/batch	1210.5	1221.5	0.9087154068566639	0.5606060606060606	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.abs	B/op	9684	9772	0.9087154068566639	0.5606060606060606	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.abs	allocs/op	1210.5	1221.5	0.9087154068566639	0.5606060606060606	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.abs	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.abs	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.neg	ns/op	1327	1310	-1.2810851544837965	0.7380952380952381	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.neg	calls/batch	1556.5	1564	0.48185030517184924	0.3939393939393939	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.neg	B/op	12452	12512	0.48185030517184924	0.3939393939393939	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.neg	allocs/op	1556.5	1564	0.48185030517184924	0.3939393939393939	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.neg	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.neg	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extadd_pairwise_s	ns/op	2466.5	2488.5	0.8919521589296542	0.9372294372294372	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extadd_pairwise_s	calls/batch	798	814.5	2.0676691729323293	0.46320346320346323	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extadd_pairwise_s	B/op	6384	6516	2.0676691729323293	0.46320346320346323	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extadd_pairwise_s	allocs/op	798	814.5	2.0676691729323293	0.46320346320346323	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extadd_pairwise_s	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extadd_pairwise_s	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extadd_pairwise_u	ns/op	4390.5	4405.5	0.3416467372736598	0.41774891774891776	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extadd_pairwise_u	calls/batch	463.5	457.5	-1.2944983818770184	0.10173160173160173	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extadd_pairwise_u	B/op	3708	3660	-1.2944983818770184	0.10173160173160173	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extadd_pairwise_u	allocs/op	463.5	457.5	-1.2944983818770184	0.10173160173160173	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extadd_pairwise_u	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extadd_pairwise_u	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f32x4_s	ns/op	7427.5	7609.5	2.450353416358131	0.24025974025974026	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f32x4_s	calls/batch	268.5	268	-0.18621973929237035	0.4588744588744589	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f32x4_s	B/op	2148	2144	-0.18621973929237035	0.4588744588744589	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f32x4_s	allocs/op	268.5	268	-0.18621973929237035	0.4588744588744589	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f32x4_s	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f32x4_s	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f32x4_u	ns/op	9955	9969	0.1406328478151586	0.45454545454545453	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f32x4_u	calls/batch	200.5	201	0.24937655860348684	0.8528138528138528	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f32x4_u	B/op	1604	1608	0.24937655860348684	0.8528138528138528	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f32x4_u	allocs/op	200.5	201	0.24937655860348684	0.8528138528138528	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f32x4_u	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f32x4_u	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f64x2_s_zero	ns/op	6536	6519	-0.2600979192166508	0.22077922077922077	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f64x2_s_zero	calls/batch	307	306.5	-0.16286644951140072	0.9718614718614719	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f64x2_s_zero	B/op	2456	2452	-0.16286644951140072	0.9718614718614719	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f64x2_s_zero	allocs/op	307	306.5	-0.16286644951140072	0.9718614718614719	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f64x2_s_zero	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f64x2_s_zero	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f64x2_u_zero	ns/op	10511.5	9805.5	-6.716453408172008	0.0021645021645021645	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f64x2_u_zero	calls/batch	201.5	212.5	5.459057071960305	0.047619047619047616	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f64x2_u_zero	B/op	1612	1700	5.459057071960305	0.047619047619047616	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f64x2_u_zero	allocs/op	201.5	212.5	5.459057071960305	0.047619047619047616	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f64x2_u_zero	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f64x2_u_zero	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extend_low_s	ns/op	1659.5	1639	-1.2353118409159425	0.5064935064935064	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extend_low_s	calls/batch	1227.5	1216	-0.9368635437881911	0.23160173160173161	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extend_low_s	B/op	9820	9728	-0.9368635437881911	0.23160173160173161	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extend_low_s	allocs/op	1227.5	1216	-0.9368635437881911	0.23160173160173161	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extend_low_s	B/call	8	8	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extend_low_s	allocs/call	1	1	0	1	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extend_high_s	ns/op	3303.5	3361	1.7405781746632432	0.30952380952380953	6	6	paired
explicit	BenchmarkWazeroExec/isa_simd_i32x4.extend_high_s	calls/batch	613	612.5	-0.08156606851549286	0.7337662337662337	6	6	paired
