run,bounds,benchmark,unit,main,after,absolute_change,change_percent,p,samples_each
"fixed-rss","signals","BenchmarkCompileCompact/sqlite3","allocs/op",2150,2152,2,0.09302325581395099,0.0021645021645021645,6
"full","explicit","BenchmarkCompileWorkers/ruby/p2","allocs/op",11672,11673.5,1.5,0.012851267991775828,1,6
"full","explicit","BenchmarkCompileCommuteSelfUpdate/blake-as-simd/off","allocs/op",248,249,1,0.40322580645162365,0.0021645021645021645,6
"full","explicit","BenchmarkCompileCommuteSelfUpdate/blake-as-simd/on","allocs/op",248,249,1,0.40322580645162365,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/blake-as-simd","allocs/op",249,250,1,0.40160642570281624,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/lua","allocs/op",2538,2539,1,0.03940110323088497,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/sqlite3","allocs/op",7917,7918,1,0.012631047113798033,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFullWorkers/many_funcs/p2","allocs/op",116,117,1,0.8620689655172376,0.0021645021645021645,6
"full","signals","BenchmarkCompileCommuteSelfUpdate/blake-as-simd/off","allocs/op",248,249,1,0.40322580645162365,0.0021645021645021645,6
"full","signals","BenchmarkCompileCommuteSelfUpdate/blake-as-simd/on","allocs/op",248,249,1,0.40322580645162365,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/blake-as-simd","allocs/op",249,250,1,0.40160642570281624,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/lua","allocs/op",2529,2530,1,0.03954132068011429,0.0021645021645021645,6
"full","signals","BenchmarkCompileFullWorkers/many_funcs/p2","allocs/op",116,117,1,0.8620689655172376,0.0021645021645021645,6
"confirm","explicit","BenchmarkCompileFullWorkers/many_funcs/p2","allocs/op",116,117,1,0.8620689655172376,7.39602301050679e-7,12
"confirm","explicit","BenchmarkCompileMultiModuleThroughput/json-as/auto","allocs/op",507,508,1,0.19723865877712132,0.01164429862774189,12
"confirm","signals","BenchmarkCompileFullWorkers/many_funcs/p2","allocs/op",116,117,1,0.8620689655172376,7.39602301050679e-7,12
"full","signals","BenchmarkValidateWorkers/ruby/p4","allocs/op",3982.5,3983,0.5,0.012554927809160787,0.18181818181818182,6
"full","signals","BenchmarkValidateWorkers/esbuild/p4","allocs/op",4215,4215.5,0.5,0.011862396204032066,0.645021645021645,6
"fixed-rss","signals","BenchmarkCompileCompact/isa_i64","allocs/op",43,43.5,0.5,1.1627906976744207,0.18181818181818182,6
"fixed-memory","explicit","BenchmarkCompileFullWorkers/esbuild/p4","B/op",186325204,188970520,2645316,1.4197306339726268,0.025974025974025976,6
"fixed-memory","explicit","BenchmarkCompileFullWorkers/esbuild/p2","B/op",177005064,178769620,1764556,0.9968957724282967,0.025974025974025976,6
"confirm","explicit","BenchmarkCompileFullWorkers/esbuild/p4","B/op",186916442,188011899.5,1095457.5,0.5860680249841321,0.05186461136117887,12
"confirm","signals","BenchmarkCompileWorkers/esbuild/p4","B/op",120640542.5,121705945,1065402.5,0.883121443191448,0.00182977609279938,12
"fixed-memory","signals","BenchmarkCompileFullWorkers/esbuild/p2","B/op",173743788,174519320,775532,0.4463653112018129,0.008658008658008658,6
"full","explicit","BenchmarkCompileFullWorkers/esbuild/p2","B/op",177939516,178700272,760756,0.4275362871055677,0.24025974025974026,6
"full","signals","BenchmarkCompileWorkers/esbuild/p4","B/op",121454328,122126450,672122,0.5533948530841881,0.3939393939393939,6
"confirm","signals","BenchmarkCompileFullWorkers/esbuild/auto","B/op",181417736,182087743.5,670007.5,0.36931752913067495,0.7125350756391273,12
"full","explicit","BenchmarkCompileWorkers/esbuild/p8","B/op",132350596,132946718,596122,0.4504112697762297,0.8181818181818182,6
"confirm","explicit","BenchmarkCompileFullWorkers/esbuild/p8","B/op",199848414,200418210,569796,0.28511409652718367,0.07802434474934139,12
"full","signals","BenchmarkCompileFullWorkers/esbuild/p8","B/op",192750816,193301664,550848,0.28578244773811434,0.5887445887445888,6
"full","explicit","BenchmarkCompileFullWorkers/esbuild/p4","B/op",186086064,186597388,511324,0.27477823379615796,0.5887445887445888,6
"confirm","signals","BenchmarkCompileFullWorkers/esbuild/p4","B/op",181508968,181961058.5,452090.5,0.24907336809936176,0.629725504001988,12
"fixed-memory","explicit","BenchmarkCompileFullWorkers/esbuild/auto","B/op",187674900,188103980,429080,0.22862940116126218,0.6991341991341992,6
"fixed-memory","signals","BenchmarkCompileFullWorkers/sqlite3/p2","B/op",14091412,14475448,384036,2.725319506661217,0.015151515151515152,6
"confirm","signals","BenchmarkCompileWorkers/esbuild/p2","B/op",112684800,113035687.5,350887.5,0.31138849250298417,0.6706595329559389,12
"full","signals","BenchmarkCompileWorkers/sqlite3/p4","B/op",14020988,14355969,334981,2.389139766755388,0.48484848484848486,6
"fixed-memory","signals","BenchmarkCompileWorkers/sqlite3/p8","B/op",16738160,17067404,329244,1.9670262442227804,0.8181818181818182,6
"full","explicit","BenchmarkCompileFullWorkers/sqlite3/p2","B/op",14459118,14762900,303782,2.1009718573428815,0.0021645021645021645,6
"full","signals","BenchmarkCompileFullWorkers/ruby/auto","B/op",158344660,158633176,288516,0.18220759702285427,0.5887445887445888,6
"full","signals","BenchmarkCompileFullWorkers/ruby/p8","B/op",163832292,164117860,285568,0.1743050753388653,0.24025974025974026,6
"confirm","explicit","BenchmarkCompileFullWorkers/esbuild/auto","B/op",187353614,187611022,257408,0.1373915317160579,0.2189208019063989,12
"confirm","explicit","BenchmarkCompileWorkers/ruby/p8","B/op",139534105,139775915,241810,0.17329813381465886,0.024184255642056153,12
"fixed-memory","signals","BenchmarkCompileWorkers/sqlite3/p4","B/op",13937788,14157564,219776,1.576835578213709,0.06493506493506493,6
"full","explicit","BenchmarkCompileWorkers/ruby/p8","B/op",139107480,139320162,212682,0.15289041250692303,0.5887445887445888,6
"full","signals","BenchmarkCompileFullWorkers/sqlite3/p4","B/op",15170354,15367515,197161,1.2996466661226336,0.30952380952380953,6
"full","signals","BenchmarkCompileWorkers/esbuild/p2","B/op",111884104,112076000,191896,0.17151319368835516,0.24025974025974026,6
"confirm","signals","BenchmarkCompileWorkers/sqlite3/p4","B/op",13887069,14078500.5,191431.5,1.378487425964403,0.0029140330661396752,12
"confirm","signals","BenchmarkCompileFullWorkers/sqlite3/p2","B/op",14104933.5,14293217.5,188284,1.3348804515810109,0.00002218806903152037,12
"full","explicit","BenchmarkCompileWorkers/ruby/p4","B/op",133448084,133629672,181588,0.13607389072742837,0.9372294372294372,6
"confirm","signals","BenchmarkCompileFullWorkers/sqlite3/p8","B/op",17012345,17193902.5,181557.5,1.0672103111005526,7.39602301050679e-7,12
"confirm","explicit","BenchmarkCompileFullWorkers/sqlite3/auto","B/op",16183094.5,16352736.5,169642,1.048266757634031,0.0045130532410112435,12
"full","signals","BenchmarkCompileFullWorkers/esbuild/p2","B/op",174216972,174382144,165172,0.09480821420773111,0.48484848484848486,6
"full","signals","BenchmarkCompileFullWorkers/sqlite3/p8","B/op",16983802.5,17145138.5,161336,0.9499403917350158,0.025974025974025976,6
"fixed-memory","signals","BenchmarkCompileWorkers/lua/p8","B/op",5293660,5451980,158320,2.9907474223882957,0.17965367965367965,6
"full","explicit","BenchmarkCompileWorkers/sqlite3/p4","B/op",14199640,14354244.5,154604.5,1.0887916876765935,0.8181818181818182,6
"fixed-memory","explicit","BenchmarkCompileWorkers/esbuild/p2","B/op",113374840,113520384,145544,0.12837416132185364,0.17965367965367965,6
"confirm","signals","BenchmarkCompileFullWorkers/sqlite3/p4","B/op",15379296,15524788.5,145492.5,0.9460283487618737,0.0000495533541703955,12
"fixed-memory","explicit","BenchmarkCompileWorkers/sqlite3/p4","B/op",14081896,14226856,144960,1.029406835556812,0.8181818181818182,6
"confirm","signals","BenchmarkCompileFullWorkers/esbuild/p2","B/op",173974416,174117184,142768,0.08206264075059089,0.14316777582358414,12
"full","signals","BenchmarkCompileWorkers/ruby/p4","B/op",133311860,133453648,141788,0.10635812897668018,0.5887445887445888,6
"full","signals","BenchmarkCompileFullWorkers/sqlite3/auto","B/op",15300644,15441426.5,140782.5,0.9201083300807378,0.13203463203463203,6
"full","signals","BenchmarkCompileWorkers/sqlite3/p2","B/op",12301688,12431616,129928,1.0561802575386414,0.13203463203463203,6
"confirm","explicit","BenchmarkCompileWorkers/esbuild/p2","B/op",112699122,112827359.5,128237.5,0.11378748806933903,1,12
"confirm","explicit","BenchmarkCompileFullWorkers/sqlite3/p2","B/op",14539264.5,14667083.5,127819,0.879129752402541,0.0002743924536898019,12
"confirm","explicit","BenchmarkCompileFullWorkers/sqlite3/p4","B/op",16285662,16413409.5,127747.5,0.7844169920756094,0.1978081146206062,12
"fixed-memory","signals","BenchmarkCompileFullWorkers/sqlite3/p8","B/op",17079408,17204896,125488,0.7347327260991632,0.30952380952380953,6
"confirm","signals","BenchmarkCompileFullWorkers/sqlite3/auto","B/op",15374864.5,15500036.5,125172,0.8141340042378875,0.00014422244870488242,12
"full","signals","BenchmarkCompileWorkers/ruby/p8","B/op",139513076,139634080,121004,0.08673308873212715,0.8181818181818182,6
"full","signals","BenchmarkValidateWorkers/esbuild/p4","B/op",4312014,4430734,118720,2.7532378141629454,0.6991341991341992,6
"full","explicit","BenchmarkCompileFullWorkers/esbuild/auto","B/op",188182324,188285044,102720,0.05458536052513896,0.9372294372294372,6
"fixed-memory","explicit","BenchmarkCompileWorkers/lua/p8","B/op",5258360,5352748,94388,1.7950083295932506,0.30952380952380953,6
"full","explicit","BenchmarkCompileWorkers/esbuild/p2","B/op",113454768,113541864,87096,0.07676715711057991,0.6991341991341992,6
"confirm","signals","BenchmarkCompileWorkers/esbuild/p8","B/op",132286507,132363129.5,76622.5,0.05792162914997068,0.5137225810936943,12
"full","signals","BenchmarkCompileFullWorkers/lua/p8","B/op",5448018,5511695,63677,1.1688103820508777,0.0021645021645021645,6
"fixed-memory","signals","BenchmarkCompileWorkers/lua/p4","B/op",4401296,4457940,56644,1.2869845609111419,0.06493506493506493,6
"confirm","signals","BenchmarkCompileFullWorkers/lua/p8","B/op",5464063.5,5513255,49191.5,0.9002732124178348,7.39602301050679e-7,12
"full","signals","BenchmarkCompileFullWorkers/lua/p4","B/op",4713884.5,4762253.5,48369,1.0260964179330312,0.004329004329004329,6
"full","explicit","BenchmarkCompileFullWorkers/lua/p4","B/op",4874037.5,4921931.5,47894,0.9826350330706335,0.025974025974025976,6
"full","explicit","BenchmarkCompileFullWorkers/lua/auto","B/op",4873426.5,4920285,46858.5,0.9615103459547303,0.025974025974025976,6
"confirm","signals","BenchmarkCompileFullWorkers/lua/auto","B/op",4716950,4761975.5,45025.5,0.9545469000095341,7.39602301050679e-7,12
"full","explicit","BenchmarkValidateWorkers/esbuild/p4","B/op",4352962,4396152,43190,0.9921979562422134,0.30952380952380953,6
"confirm","explicit","BenchmarkCompileWorkers/lua/p4","B/op",4387975,4428492.5,40517.5,0.9233758168631256,7.39602301050679e-7,12
"full","signals","BenchmarkCompileFullWorkers/lua/auto","B/op",4719686.5,4760034,40347.5,0.8548766957296783,0.015151515151515152,6
"confirm","explicit","BenchmarkCompileFullWorkers/lua/p4","B/op",4887657,4927667.5,40010.5,0.8186028602252593,0.0000495533541703955,12
"full","explicit","BenchmarkCompileWorkers/lua/p4","B/op",4386339.5,4422187,35847.5,0.8172532016730516,0.04112554112554113,6
"confirm","signals","BenchmarkCompileWorkers/lua/p8","B/op",5293317,5328858.5,35541.5,0.671440988703309,0.0002011718258857847,12
"full","signals","BenchmarkCompileFullWorkers/esbuild/p4","B/op",182043224,182078764,35540,0.01952283596120541,0.9372294372294372,6
"confirm","explicit","BenchmarkCompileFullWorkers/lua/auto","B/op",4895538,4926902.5,31364.5,0.64067524345639,7.39602301050679e-7,12
"confirm","signals","BenchmarkCompileFullWorkers/lua/p4","B/op",4725580.5,4755680.5,30100,0.6369587821009493,7.39602301050679e-7,12
"full","signals","BenchmarkCompileWorkers/lua/p8","B/op",5295758,5320964.5,25206.5,0.4759752994755395,0.24025974025974026,6
"fixed-memory","explicit","BenchmarkCompileWorkers/json-as/p4","B/op",544312,568588,24276,4.4599420920354405,0.015151515151515152,6
"full","signals","BenchmarkCompileWorkers/lua/p4","B/op",4400922.5,4425189,24266.5,0.551395758502915,0.13203463203463203,6
"full","explicit","BenchmarkCompileWorkers/lua/p8","B/op",5297014.5,5320044.5,23030,0.4347732104565738,0.09307359307359307,6
"fixed-memory","explicit","BenchmarkCompileWorkers/lua/p4","B/op",4423344,4444536,21192,0.4790945492821663,1,6
"full","explicit","BenchmarkCompileWorkers/lua/p2","B/op",3893632,3913606.5,19974.5,0.5130043106282178,0.04112554112554113,6
"confirm","explicit","BenchmarkCompileWorkers/lua/p2","B/op",3895022.5,3913410,18387.5,0.4720768622004101,7.39602301050679e-7,12
"full","signals","BenchmarkCompileWorkers/lua/p2","B/op",3895300.5,3913462,18161.5,0.46624130795558383,0.0021645021645021645,6
"confirm","signals","BenchmarkCompileWorkers/ruby/p8","B/op",139282710,139297570,14860,0.01066894806971419,0.629725504001988,12
"full","explicit","BenchmarkCompileFullWorkers/lua/p2","B/op",4394835,4409214.5,14379.5,0.32719089567641024,0.17965367965367965,6
"full","explicit","BenchmarkCompileFullWorkers/lua/p8","B/op",5852623.5,5866425,13801.5,0.2358173219240811,0.6991341991341992,6
"full","explicit","BenchmarkCompileCommuteSelfUpdate/sqlite3/on","B/op",4330740,4341100,10360,0.23922008709826859,0.0021645021645021645,6
"full","signals","BenchmarkCompileCommuteSelfUpdate/sqlite3/off","B/op",4264884,4275244,10360,0.24291399250249146,0.0021645021645021645,6
"full","signals","BenchmarkCompileCommuteSelfUpdate/sqlite3/on","B/op",4264884,4275244,10360,0.24291399250249146,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/sqlite3","B/op",4265028,4275388,10360,0.24290579100536558,0.0021645021645021645,6
"full","signals","BenchmarkCompileFullWorkers/sqlite3/p1","B/op",4265028,4275388,10360,0.24290579100536558,0.0021645021645021645,6
"full","explicit","BenchmarkCompileCommuteSelfUpdate/sqlite3/off","B/op",4330978,4341100,10122,0.23371164665348942,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/sqlite3","B/op",4331576,4341244,9668,0.22319820776548482,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFullWorkers/sqlite3/p1","B/op",4331720,4341244,9524,0.21986647336393883,0.0021645021645021645,6
"fixed-memory","explicit","BenchmarkCompileFullWorkers/json-as/p8","B/op",881180,890620,9440,1.071290769195854,0.30952380952380953,6
"full","signals","BenchmarkCompileFullWorkers/lua/p2","B/op",4229993.5,4239368.5,9375,0.22163154624232906,0.025974025974025976,6
"full","signals","BenchmarkCompileFullWorkers/json-as/p8","B/op",830438.5,838161,7722.5,0.9299303921964208,0.0021645021645021645,6
"full","signals","BenchmarkCompileMultiModuleThroughput/json-as/auto","B/op",631259,638729.5,7470.5,1.1834286719080378,0.0021645021645021645,6
"confirm","explicit","BenchmarkCompileFullWorkers/json-as/p8","B/op",877266.5,884678,7411.5,0.8448401939433525,7.39602301050679e-7,12
"confirm","signals","BenchmarkCompileFullWorkers/json-as/p8","B/op",831059,838449,7390,0.8892268779954193,7.39602301050679e-7,12
"full","explicit","BenchmarkCompileFullWorkers/json-as/p8","B/op",875632,882214.5,6582.5,0.7517427412429001,0.004329004329004329,6
"confirm","signals","BenchmarkCompileMultiModuleThroughput/json-as/auto","B/op",632030.5,638528,6497.5,1.028035830549312,7.39602301050679e-7,12
"full","explicit","BenchmarkCompileFull/regexmatch","B/op",2433516,2439632,6116,0.2513235992695373,0.0021645021645021645,6
"full","signals","BenchmarkCompileFullWorkers/json-as/auto","B/op",632731.5,638808,6076.5,0.9603599631123227,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/regexmatch","B/op",2397580,2403648,6068,0.25308853093535255,0.0021645021645021645,6
"full","signals","BenchmarkCompileFullWorkers/json-as/p4","B/op",633075,638950.5,5875.5,0.9280890889705073,0.0021645021645021645,6
"full","signals","BenchmarkCompileWorkers/json-as/p4","B/op",550640.5,556282.5,5642,1.0246249594790147,0.0021645021645021645,6
"confirm","signals","BenchmarkCompileFullWorkers/json-as/p4","B/op",633093,638728.5,5635.5,0.8901535793319537,7.39602301050679e-7,12
"fixed-memory","signals","BenchmarkCompileFullWorkers/json-as/p8","B/op",838080,843648,5568,0.6643757159221053,0.2554112554112554,6
"confirm","explicit","BenchmarkCompileMultiModuleThroughput/json-as/auto","B/op",713515,718924.5,5409.5,0.758148041737039,7.39602301050679e-7,12
"full","explicit","BenchmarkCompileMultiModuleThroughput/json-as/auto","B/op",714255,719503.5,5248.5,0.7348215973286942,0.0021645021645021645,6
"confirm","signals","BenchmarkCompileFullWorkers/json-as/auto","B/op",633606,638776,5170,0.8159644952857148,7.39602301050679e-7,12
"fixed-memory","signals","BenchmarkCompileWorkers/json-as/p2","B/op",433516,438532,5016,1.1570507201579705,0.13203463203463203,6
"full","explicit","BenchmarkCompileWorkers/json-as/p8","B/op",748800,753562,4762,0.6359508547008508,0.015151515151515152,6
"full","explicit","BenchmarkCompileFullWorkers/json-as/p2","B/op",527982,532514.5,4532.5,0.8584572958926673,0.0021645021645021645,6
"confirm","signals","BenchmarkCompileWorkers/json-as/p8","B/op",749154.5,753648,4493.5,0.5998095185973051,7.39602301050679e-7,12
"confirm","signals","BenchmarkCompileWorkers/json-as/p4","B/op",551711,556173,4462,0.8087567585203015,7.39602301050679e-7,12
"confirm","explicit","BenchmarkCompileWorkers/json-as/p4","B/op",551925,556319.5,4394.5,0.7962132536123656,7.39602301050679e-7,12
"full","explicit","BenchmarkCompileFullWorkers/json-as/p4","B/op",661774,666012.5,4238.5,0.640475449322575,0.0021645021645021645,6
"full","explicit","BenchmarkCompileWorkers/json-as/p4","B/op",551923.5,556159,4235.5,0.7674070772489383,0.0021645021645021645,6
"confirm","explicit","BenchmarkCompileFullWorkers/json-as/p4","B/op",662456.5,666691,4234.5,0.6392117822075827,7.39602301050679e-7,12
"full","explicit","BenchmarkCompileFull/wasm3","B/op",960099,964288,4189,0.4363091722832779,0.0021645021645021645,6
"full","signals","BenchmarkCompileWorkers/json-as/p8","B/op",747320,751505.5,4185.5,0.5600679762350902,0.004329004329004329,6
"full","signals","BenchmarkCompileFull/wasm3","B/op",947835,952008,4173,0.4402665020810659,0.0021645021645021645,6
"confirm","explicit","BenchmarkCompileFullWorkers/json-as/auto","B/op",661701.5,665838,4136.5,0.6251308180501347,0.000001479204602101358,12
"confirm","signals","BenchmarkCompileFullWorkers/json-as/p2","B/op",511720,515840.5,4120.5,0.8052255139529452,7.39602301050679e-7,12
"full","signals","BenchmarkCompileFullWorkers/json-as/p2","B/op",511700.5,515710.5,4010,0.7836615363870036,0.0021645021645021645,6
"confirm","explicit","BenchmarkCompileFullWorkers/json-as/p2","B/op",528250.5,532256.5,4006,0.7583523347351351,7.39602301050679e-7,12
"confirm","explicit","BenchmarkCompileWorkers/sqlite3/p4","B/op",14138048.5,14141970.5,3922,0.027740745124771315,0.9774021912936975,12
"full","explicit","BenchmarkCompileFullWorkers/json-as/auto","B/op",662716,666383,3667,0.5533290278188607,0.09307359307359307,6
"confirm","explicit","BenchmarkCompileWorkers/json-as/p8","B/op",749236,752627.5,3391.5,0.4526611107848577,0.000002958409204202716,12
"full","signals","BenchmarkCompileWorkers/json-as/p2","B/op",433431.5,436446,3014.5,0.6954962894944128,0.0021645021645021645,6
"confirm","signals","BenchmarkCompileWorkers/json-as/p2","B/op",433835,436669,2834,0.6532437447416717,7.39602301050679e-7,12
"confirm","explicit","BenchmarkCompileWorkers/json-as/p2","B/op",433619.5,436436,2816.5,0.6495325971272115,7.39602301050679e-7,12
"full","explicit","BenchmarkCompileWorkers/json-as/p2","B/op",433623.5,436379,2755.5,0.6354591021934919,0.0021645021645021645,6
"confirm","explicit","BenchmarkCompileMultiModuleThroughput/many_funcs/p1","B/op",158980,161476,2496,1.5700088061391337,7.39602301050679e-7,12
"fixed-memory","explicit","BenchmarkCompileFull/many_funcs","B/op",167064,169560,2496,1.4940382129004393,0.0021645021645021645,6
"fixed-memory","signals","BenchmarkCompileFull/many_funcs","B/op",167064,169560,2496,1.4940382129004393,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFullWorkers/many_funcs/p1","B/op",158979,161474,2495,1.5693896678177666,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/many_funcs","B/op",159122,161617,2495,1.567979286333765,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/many_funcs","B/op",159123,161617,2494,1.567340987789323,0.0021645021645021645,6
"full","signals","BenchmarkCompileFullWorkers/many_funcs/p1","B/op",158980,161474,2494,1.5687507862624184,0.0021645021645021645,6
"confirm","explicit","BenchmarkCompileFull/many_funcs","B/op",159139,161633,2494,1.567183405701944,7.39602301050679e-7,12
"confirm","signals","BenchmarkCompileMultiModuleThroughput/many_funcs/p1","B/op",158982,161476,2494,1.5687310513139874,7.39602301050679e-7,12
"full","explicit","BenchmarkCompileMultiModuleThroughput/many_funcs/p1","B/op",159017,161510.5,2493.5,1.5680713382845823,0.0021645021645021645,6
"confirm","explicit","BenchmarkCompileFullWorkers/many_funcs/p1","B/op",158995,161488,2493,1.567973835655212,7.39602301050679e-7,12
"confirm","signals","BenchmarkCompileFull/many_funcs","B/op",159139,161632,2493,1.5665550242241144,7.39602301050679e-7,12
"confirm","signals","BenchmarkCompileFullWorkers/many_funcs/p1","B/op",158995,161488,2493,1.567973835655212,7.39602301050679e-7,12
"full","signals","BenchmarkCompileMultiModuleThroughput/many_funcs/p1","B/op",159015.5,161505,2489.5,1.5655706519175805,0.0021645021645021645,6
"full","explicit","BenchmarkValidateWorkers/sqlite3/p2","B/op",144413.5,146599.5,2186,1.5137088984063185,0.06493506493506493,6
"full","signals","BenchmarkCompileFull/lua","B/op",1184737,1186845,2108,0.17792978526036674,0.0021645021645021645,6
"full","signals","BenchmarkCompileFullWorkers/lua/p1","B/op",1184651,1186742,2091,0.17650768032104747,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/lua","B/op",1224278,1226350,2072,0.16924260666286717,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFullWorkers/lua/p1","B/op",1224206,1226254,2048,0.16729210606711842,0.0021645021645021645,6
"confirm","explicit","BenchmarkCompileFullWorkers/many_funcs/p2","B/op",236129,238170,2041,0.8643580415789609,7.39602301050679e-7,12
"full","explicit","BenchmarkCompileFullWorkers/many_funcs/p2","B/op",236099,238139.5,2040.5,0.8642560959597478,0.0021645021645021645,6
"full","signals","BenchmarkCompileFullWorkers/many_funcs/p2","B/op",236094,238134,2040,0.8640626191262823,0.0021645021645021645,6
"confirm","signals","BenchmarkCompileFullWorkers/many_funcs/p2","B/op",236130,238168.5,2038.5,0.8632956422309768,7.39602301050679e-7,12
"full","explicit","BenchmarkCompileFull/json-as-simd","B/op",228334,229514,1180,0.5167868123012731,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/json-as-simd","B/op",227071,228248,1177,0.5183400786538117,0.0021645021645021645,6
"confirm","explicit","BenchmarkCompileFull/json-as-simd","B/op",228353.5,229530,1176.5,0.5152099705062474,7.39602301050679e-7,12
"confirm","signals","BenchmarkCompileFull/json-as-simd","B/op",227093,228264,1171,0.5156477742598753,7.39602301050679e-7,12
"confirm","signals","BenchmarkCompileFullWorkers/many_funcs/p4","B/op",285091.5,286220.5,1129,0.39601320979405497,7.39602301050679e-7,12
"full","signals","BenchmarkCompileFullWorkers/many_funcs/auto","B/op",285011.5,286109,1097.5,0.38507218129795184,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFullWorkers/many_funcs/auto","B/op",285023,286117,1094,0.38382867347548366,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFullWorkers/many_funcs/p4","B/op",285077,286163,1086,0.38094970832440733,0.0021645021645021645,6
"confirm","explicit","BenchmarkCompileFullWorkers/many_funcs/p4","B/op",285085,286168.5,1083.5,0.380062086746058,7.39602301050679e-7,12
"confirm","explicit","BenchmarkCompileFullWorkers/many_funcs/auto","B/op",285088,286167,1079,0.37847962734314233,7.39602301050679e-7,12
"full","signals","BenchmarkCompileFullWorkers/many_funcs/p4","B/op",285091.5,286142,1050.5,0.3684781903353862,0.0021645021645021645,6
"confirm","signals","BenchmarkCompileFullWorkers/many_funcs/auto","B/op",285120.5,286165,1044.5,0.36633633849547653,7.39602301050679e-7,12
"full","signals","BenchmarkValidateWorkers/sqlite3/p2","B/op",144584.5,145578,993.5,0.6871414294063349,0.6991341991341992,6
"fixed-memory","explicit","BenchmarkCompileFull/json-as","B/op",225448,226408,960,0.42581881409460287,0.0021645021645021645,6
"fixed-memory","signals","BenchmarkCompileFull/json-as","B/op",222664,223624,960,0.43114288793877353,0.0021645021645021645,6
"full","explicit","BenchmarkCompileMultiModuleThroughput/json-as/p1","B/op",217340,218298,958,0.44078402502991665,0.0021645021645021645,6
"full","signals","BenchmarkCompileMultiModuleThroughput/json-as/p1","B/op",214573,215530,957,0.4460020599050152,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/json-as","B/op",217492.5,218446.5,954,0.4386358150280989,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFullWorkers/json-as/p1","B/op",217353,218306.5,953.5,0.4386872967016897,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/json-as","B/op",214724,215677,953,0.4438255621169507,0.0021645021645021645,6
"full","signals","BenchmarkCompileFullWorkers/json-as/p1","B/op",214584,215537,953,0.44411512507922524,0.0021645021645021645,6
"confirm","explicit","BenchmarkCompileMultiModuleThroughput/many_funcs/auto","B/op",304056.5,304889,832.5,0.27379779744882704,7.39602301050679e-7,12
"full","explicit","BenchmarkCompileMultiModuleThroughput/many_funcs/auto","B/op",304116,304844,728,0.23938234094884603,0.0021645021645021645,6
"confirm","signals","BenchmarkCompileMultiModuleThroughput/many_funcs/auto","B/op",304086,304811,725,0.23841939451338945,7.39602301050679e-7,12
"full","explicit","BenchmarkCompile/json-as-simd","B/op",136976,137648,672,0.49059689288635244,0.0021645021645021645,6
"full","explicit","BenchmarkCompileCompact/json-as-simd","B/op",144488,145160,672,0.465090526548928,0.015151515151515152,6
"full","signals","BenchmarkCompile/json-as-simd","B/op",136976,137648,672,0.49059689288635244,0.0021645021645021645,6
"full","signals","BenchmarkCompileCompact/json-as-simd","B/op",144488,145160,672,0.465090526548928,0.0021645021645021645,6
"fixed-rss","explicit","BenchmarkCompileCompact/json-as-simd","B/op",144504,145176,672,0.46503903006145375,0.0021645021645021645,6
"fixed-rss","signals","BenchmarkCompileCompact/json-as-simd","B/op",144504,145176,672,0.46503903006145375,0.0021645021645021645,6
"full","signals","BenchmarkCompileMultiModuleThroughput/many_funcs/auto","B/op",304233,304869.5,636.5,0.20921464798362432,0.0021645021645021645,6
"full","explicit","BenchmarkCompile/json-as","B/op",133256,133800,544,0.4082367773308615,0.0021645021645021645,6
"full","explicit","BenchmarkCompileCompact/json-as","B/op",136288,136832,544,0.3991547311575472,0.14285714285714285,6
"full","explicit","BenchmarkCompileWorkers/json-as/p1","B/op",133256,133800,544,0.4082367773308615,0.0021645021645021645,6
"full","signals","BenchmarkCompile/json-as","B/op",133256,133800,544,0.4082367773308615,0.0021645021645021645,6
"full","signals","BenchmarkCompileCompact/json-as","B/op",136288,136832,544,0.3991547311575472,0.23376623376623376,6
"full","signals","BenchmarkCompileWorkers/json-as/p1","B/op",133256,133800,544,0.4082367773308615,0.0021645021645021645,6
"fixed-rss","explicit","BenchmarkCompileCompact/json-as","B/op",136288,136832,544,0.3991547311575472,0.0021645021645021645,6
"fixed-rss","signals","BenchmarkCompileCompact/json-as","B/op",136288,136832,544,0.3991547311575472,0.0021645021645021645,6
