bounds,benchmark,engine,unit,main_median,after_median,change_percent,p,main_samples,after_samples,measurement,status
explicit,BenchmarkCompileCommuteSelfUpdate/sqlite3/off,wago,ns/op,99890714.5,69706965,-30.21677205041916,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompileCommuteSelfUpdate/sqlite3/off,wago,code-B,3657033,3657033,0,1,6,6,reported,paired
explicit,BenchmarkCompileCommuteSelfUpdate/sqlite3/off,wago,B/op,4330978,4341100,0.23371164665348942,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompileCommuteSelfUpdate/sqlite3/off,wago,allocs/op,7913,7917,0.05054972829521276,0.012987012987012988,6,6,reported,paired
explicit,BenchmarkCompileCommuteSelfUpdate/sqlite3/on,wago,ns/op,98768803,69328611,-29.807177069868917,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompileCommuteSelfUpdate/sqlite3/on,wago,code-B,3648553,3648553,0,1,6,6,reported,paired
explicit,BenchmarkCompileCommuteSelfUpdate/sqlite3/on,wago,B/op,4330740,4341100,0.23922008709826859,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompileCommuteSelfUpdate/sqlite3/on,wago,allocs/op,7913,7917,0.05054972829521276,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompileCommuteSelfUpdate/esbuild/off,wago,ns/op,687540361.5,461620029,-32.85921018616447,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompileCommuteSelfUpdate/esbuild/off,wago,code-B,26630768,26630768,0,1,6,6,reported,paired
explicit,BenchmarkCompileCommuteSelfUpdate/esbuild/off,wago,B/op,83044320,82972912,-0.08598781951613121,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompileCommuteSelfUpdate/esbuild/off,wago,allocs/op,19631,19631,0,1,6,6,reported,paired
explicit,BenchmarkCompileCommuteSelfUpdate/esbuild/on,wago,ns/op,690291618.5,457354124.5,-33.74479535274845,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompileCommuteSelfUpdate/esbuild/on,wago,code-B,26629248,26629248,0,1,6,6,reported,paired
explicit,BenchmarkCompileCommuteSelfUpdate/esbuild/on,wago,B/op,83044336,82972912,-0.08600706976572559,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompileCommuteSelfUpdate/esbuild/on,wago,allocs/op,19632,19631,-0.005093724531379795,0.15151515151515152,6,6,reported,paired
explicit,BenchmarkCompileCompact/tiny,wago,ns/op,14241.5,14885,4.518484710177995,0.48484848484848486,6,6,reported,paired
explicit,BenchmarkCompileCompact/tiny,wago,B/op,10706,10715,0.08406501027460322,0.16666666666666666,6,6,reported,paired
explicit,BenchmarkCompileCompact/tiny,wago,allocs/op,27,27,0,1,6,6,reported,paired
explicit,BenchmarkCompileCompact/fib_iter,wago,ns/op,14864.5,14193,-4.517474519829124,0.04112554112554113,6,6,reported,paired
explicit,BenchmarkCompileCompact/fib_iter,wago,B/op,13398.5,12858.5,-4.03030189946636,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompileCompact/fib_iter,wago,allocs/op,28,28,0,1,6,6,reported,paired
explicit,BenchmarkCompileCompact/fib_rec,wago,ns/op,15635,14962.5,-4.301247201790859,0.015151515151515152,6,6,reported,paired
explicit,BenchmarkCompileCompact/fib_rec,wago,B/op,13479,12740,-5.4826025669560075,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompileCompact/fib_rec,wago,allocs/op,37,37,0,1,6,6,reported,paired
explicit,BenchmarkCompileCompact/arith,wago,ns/op,16365.5,14433.5,-11.805322171641564,0.004329004329004329,6,6,reported,paired
explicit,BenchmarkCompileCompact/arith,wago,B/op,27510,12961,-52.88622319156671,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompileCompact/arith,wago,allocs/op,27,27,0,1,6,6,reported,paired
explicit,BenchmarkCompileCompact/float,wago,ns/op,16676.5,15205.5,-8.820795730518993,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompileCompact/float,wago,B/op,28096,13520.5,-51.877491457858774,0.0021645021645021645,6,6,reported,paired
