bounds,benchmark,unit,main_median,after_median,change_percent,p,main_samples,after_samples,measurement
signals,BenchmarkCompileFullWorkers/lua/p4,ns/op,14888229.5,6838507.5,-54.06769152772666,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/p4,code-B,710077,710077,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/p4,B/op,4725580.5,4755680.5,0.6369587821009493,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/p4,allocs/op,3276.5,3239,-1.1445139630703483,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/auto,ns/op,14853568,6821742.5,-54.073374828189436,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/auto,code-B,710077,710077,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/auto,B/op,4716950,4761975.5,0.9545469000095341,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/auto,allocs/op,3276,3238.5,-1.1446886446886406,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/sqlite3/p2,ns/op,66950824,38159941.5,-43.003029357786545,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/sqlite3/p2,code-B,2628361,2628361,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/sqlite3/p2,B/op,14104933.5,14293217.5,1.3348804515810109,0.00002218806903152037,12,12,reported
signals,BenchmarkCompileFullWorkers/sqlite3/p2,allocs/op,8291.5,8263,-0.3437255020201424,0.0006027758753563034,12,12,reported
signals,BenchmarkCompileFullWorkers/sqlite3/p4,ns/op,53622427.5,24182344,-54.90255639769386,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/sqlite3/p4,code-B,2628361,2628361,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/sqlite3/p4,B/op,15379296,15524788.5,0.9460283487618737,0.0000495533541703955,12,12,reported
signals,BenchmarkCompileFullWorkers/sqlite3/p4,allocs/op,8897.5,8884,-0.15172801348692921,0.00015013926711328785,12,12,reported
signals,BenchmarkCompileFullWorkers/sqlite3/p8,ns/op,47627516.5,17566864.5,-63.11614421465792,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/sqlite3/p8,code-B,2628361,2628361,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/sqlite3/p8,B/op,17012345,17193902.5,1.0672103111005526,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/sqlite3/p8,allocs/op,9809,9774,-0.35681516974207517,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/sqlite3/auto,ns/op,53594677.5,24028596,-55.166077825545266,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/sqlite3/auto,code-B,2628361,2628361,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/sqlite3/auto,B/op,15374864.5,15500036.5,0.8141340042378875,0.00014422244870488242,12,12,reported
signals,BenchmarkCompileFullWorkers/sqlite3/auto,allocs/op,8897.5,8884.5,-0.1461084574318594,0.002198837641023669,12,12,reported
signals,BenchmarkCompileFullWorkers/esbuild/p2,ns/op,484201332,268074087,-44.635822067503106,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/esbuild/p2,code-B,20163867,20163867,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/esbuild/p2,B/op,173974416,174117184,0.08206264075059089,0.14316777582358414,12,12,reported
signals,BenchmarkCompileFullWorkers/esbuild/p2,allocs/op,23666.5,22836,-3.5091796421101606,0.02048920254600696,12,12,reported
signals,BenchmarkCompileFullWorkers/esbuild/p4,ns/op,389182139,177962160,-54.27278331496092,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/esbuild/p4,code-B,20163867,20163867,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/esbuild/p4,B/op,181508968,181961058.5,0.24907336809936176,0.629725504001988,12,12,reported
signals,BenchmarkCompileFullWorkers/esbuild/p4,allocs/op,27641,27585.5,-0.2007886834774375,0.9774021912936975,12,12,reported
signals,BenchmarkExecParallel/independent/isa_simd_i64x2.shl,ns/op,178.55,179.39999999999998,0.4760571268552116,0.7987453386564977,12,12,reported
signals,BenchmarkExecParallel/independent/isa_simd_i64x2.shl,B/op,0,0,0,1,12,12,reported
signals,BenchmarkExecParallel/independent/isa_simd_i64x2.shl,allocs/op,0,0,0,1,12,12,reported
signals,BenchmarkCompileMultiModuleThroughput/many_funcs/p1,ns/op,81456,73213.5,-10.118959929286975,0.000014052443719962901,12,12,reported
signals,BenchmarkCompileMultiModuleThroughput/many_funcs/p1,B/op,158982,161476,1.5687310513139874,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileMultiModuleThroughput/many_funcs/p1,allocs/op,83,85,2.4096385542168752,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileMultiModuleThroughput/many_funcs/auto,ns/op,77792,68292,-12.212052653229122,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileMultiModuleThroughput/many_funcs/auto,B/op,304086,304811,0.23841939451338945,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileMultiModuleThroughput/many_funcs/auto,allocs/op,134,141,5.223880597014929,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileMultiModuleThroughput/json-as/auto,ns/op,272273.5,198764.5,-26.99822053927393,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileMultiModuleThroughput/json-as/auto,B/op,632030.5,638528,1.028035830549312,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileMultiModuleThroughput/json-as/auto,allocs/op,498.5,498,-0.10030090270812808,0.10160952252754649,12,12,reported
signals,BenchmarkCompileWorkers/json-as/p2,ns/op,644416.5,493148.5,-23.47363855518907,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/json-as/p2,code-B,57638,57638,0,1,12,12,reported
signals,BenchmarkCompileWorkers/json-as/p2,B/op,433835,436669,0.6532437447416717,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/json-as/p2,allocs/op,264,244,-7.57575757575758,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/json-as/p4,ns/op,522983.5,345876.5,-33.86473951855078,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/json-as/p4,code-B,57638,57638,0,1,12,12,reported
signals,BenchmarkCompileWorkers/json-as/p4,B/op,551711,556173,0.8087567585203015,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/json-as/p4,allocs/op,402,379,-5.721393034825873,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/json-as/p8,ns/op,504795,331045,-34.419913034003905,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/json-as/p8,code-B,57638,57638,0,1,12,12,reported
signals,BenchmarkCompileWorkers/json-as/p8,B/op,749154.5,753648,0.5998095185973051,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/json-as/p8,allocs/op,629,596,-5.246422893481717,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/lua/p8,ns/op,6828364.5,3478925,-49.05185568227941,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/lua/p8,code-B,890004,890004,0,1,12,12,reported
signals,BenchmarkCompileWorkers/lua/p8,B/op,5293317,5328858.5,0.671440988703309,0.0002011718258857847,12,12,reported
signals,BenchmarkCompileWorkers/lua/p8,allocs/op,2214.5,2131,-3.770602844885984,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/sqlite3/p4,ns/op,27911372,15860624.5,-43.17504528261814,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/sqlite3/p4,code-B,3636329,3636329,0,1,12,12,reported
signals,BenchmarkCompileWorkers/sqlite3/p4,B/op,13887069,14078500.5,1.378487425964403,0.0029140330661396752,12,12,reported
signals,BenchmarkCompileWorkers/sqlite3/p4,allocs/op,3569,3552,-0.4763239002521735,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/ruby/p8,ns/op,227612920.5,93494975.5,-58.92369585407609,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/ruby/p8,code-B,35172218,35172218,0,1,12,12,reported
signals,BenchmarkCompileWorkers/ruby/p8,B/op,139282710,139297570,0.01066894806971419,0.629725504001988,12,12,reported
signals,BenchmarkCompileWorkers/ruby/p8,allocs/op,14302.5,14297.5,-0.03495892326516037,0.8095701579346753,12,12,reported
signals,BenchmarkCompileWorkers/esbuild/p2,ns/op,258259510.5,173290481.5,-32.90063890986892,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/esbuild/p2,code-B,26622496,26622496,0,1,12,12,reported
signals,BenchmarkCompileWorkers/esbuild/p2,B/op,112684800,113035687.5,0.31138849250298417,0.6706595329559389,12,12,reported
signals,BenchmarkCompileWorkers/esbuild/p2,allocs/op,14862.5,14651,-1.4230445752733356,1,12,12,reported
signals,BenchmarkPluginExec/wasm3,ns/op,23167829.5,23501930.5,1.442090205299551,0.7987453386564977,12,12,reported
signals,BenchmarkPluginExec/wasm3,B/op,0,0,0,1,12,12,unmeasured: allocation timer stopped
signals,BenchmarkPluginExec/wasm3,allocs/op,0,0,0,1,12,12,unmeasured: allocation timer stopped
signals,BenchmarkCompileWorkers/esbuild/p8,ns/op,151682824,63266265.5,-58.29042219045184,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/esbuild/p8,code-B,26622496,26622496,0,1,12,12,reported
signals,BenchmarkCompileWorkers/esbuild/p8,B/op,132286507,132363129.5,0.05792162914997068,0.5137225810936943,12,12,reported
signals,BenchmarkCompileWorkers/esbuild/p8,allocs/op,25594,25788.5,0.7599437368133177,0.2721551567291236,12,12,reported
signals,BenchmarkCompile/many_funcs,ns/op,318243.5,283747,-10.839655798154556,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompile/many_funcs,B/op,68487.5,68213.5,-0.400073006022994,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompile/many_funcs,allocs/op,34,34,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/p8,ns/op,14394819,5952458,-58.64860822494538,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/p8,code-B,710077,710077,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/p8,B/op,5464063.5,5513255,0.9002732124178348,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/lua/p8,allocs/op,3999,3922,-1.9254813703425855,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/ruby/p8,ns/op,522371186,188651176,-63.88560834593966,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/ruby/p8,code-B,28421203,28421203,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/ruby/p8,B/op,164058768,164015331.5,-0.026476183217472027,0.7552848282421576,12,12,reported
signals,BenchmarkCompileFullWorkers/ruby/p8,allocs/op,43782,43737,-0.10278196519117877,0.17332505964892558,12,12,reported
signals,BenchmarkCompileFullWorkers/ruby/auto,ns/op,568223765,247033164,-56.525372711224065,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/ruby/auto,code-B,28421203,28421203,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/ruby/auto,B/op,158594864,158296843.5,-0.18791308399495055,0.10053044277031355,12,12,reported
signals,BenchmarkCompileFullWorkers/ruby/auto,allocs/op,42132.5,42100.5,-0.07595086928143813,0.14728218342432908,12,12,reported
signals,BenchmarkCompileFullWorkers/esbuild/p8,ns/op,349229473,134675790,-61.43630466149116,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/esbuild/p8,code-B,20163867,20163867,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/esbuild/p8,B/op,192474086,192327949,-0.0759255456342367,0.8873859348351204,12,12,reported
signals,BenchmarkCompileFullWorkers/esbuild/p8,allocs/op,34330.5,34524.5,0.5650951777573798,0.9774021912936975,12,12,reported
signals,BenchmarkCompileFullWorkers/esbuild/auto,ns/op,391699216.5,179620536,-54.14324858625292,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileFullWorkers/esbuild/auto,code-B,20163867,20163867,0,1,12,12,reported
signals,BenchmarkCompileFullWorkers/esbuild/auto,B/op,181417736,182087743.5,0.36931752913067495,0.7125350756391273,12,12,reported
signals,BenchmarkCompileFullWorkers/esbuild/auto,allocs/op,27870.5,27220.5,-2.332215066109322,0.7552848282421576,12,12,reported
signals,BenchmarkCompileWorkers/ruby/p4,ns/op,300640391.5,159713667.5,-46.875512401000854,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/ruby/p4,code-B,35172218,35172218,0,1,12,12,reported
signals,BenchmarkCompileWorkers/ruby/p4,B/op,133767360,133245147,-0.3903889558708462,0.000033282103547280556,12,12,reported
signals,BenchmarkCompileWorkers/ruby/p4,allocs/op,12682,12674,-0.0630815328812484,0.17281991127730797,12,12,reported
signals,BenchmarkCompileWorkers/esbuild/p4,ns/op,186545959.5,99252012.5,-46.79487416075608,7.39602301050679e-7,12,12,reported
signals,BenchmarkCompileWorkers/esbuild/p4,code-B,26622496,26622496,0,1,12,12,reported
signals,BenchmarkCompileWorkers/esbuild/p4,B/op,120640542.5,121705945,0.883121443191448,0.00182977609279938,12,12,reported
signals,BenchmarkCompileWorkers/esbuild/p4,allocs/op,18910.5,19387.5,2.5224081859284597,0.05186461136117887,12,12,reported
explicit,BenchmarkExec/coremark.coremark_run,ns/op,33766523.5,33764954,-0.004648094732051522,0.37768531105453973,12,12,reported
explicit,BenchmarkExec/coremark.coremark_run,calls/batch,1,1,0,1,12,12,reported
explicit,BenchmarkExec/coremark.coremark_run,B/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/coremark.coremark_run,allocs/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/coremark.coremark_run,B/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/coremark.coremark_run,allocs/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExecParallel/independent/isa_mem.store_i32_stride,ns/op,1745.5,1737,-0.4869664852477751,0.5137225810936943,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_mem.store_i32_stride,B/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_mem.store_i32_stride,allocs/op,0,0,0,1,12,12,reported
explicit,BenchmarkExec/isa_simd_f32x4.max,ns/op,10348,10342.5,-0.053150367220722305,0.7439733506498886,12,12,reported
explicit,BenchmarkExec/isa_simd_f32x4.max,calls/batch,193,194,0.5181347150259086,0.6745964360044316,12,12,reported
explicit,BenchmarkExec/isa_simd_f32x4.max,B/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/isa_simd_f32x4.max,allocs/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/isa_simd_f32x4.max,B/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/isa_simd_f32x4.max,allocs/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/isa_simd_f32x4.le,ns/op,3445,3444.5,-0.014513788098691194,0.6594878401985684,12,12,reported
explicit,BenchmarkExec/isa_simd_f32x4.le,calls/batch,580,580.5,0.08620689655172153,0.9204957110462562,12,12,reported
explicit,BenchmarkExec/isa_simd_f32x4.le,B/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/isa_simd_f32x4.le,allocs/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/isa_simd_f32x4.le,B/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/isa_simd_f32x4.le,allocs/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/isa_simd_f64x2.ne,ns/op,3558.5,3550,-0.23886469017844192,0.283864540359358,12,12,reported
explicit,BenchmarkExec/isa_simd_f64x2.ne,calls/batch,562,565.5,0.6227758007117501,0.4494688915876155,12,12,reported
explicit,BenchmarkExec/isa_simd_f64x2.ne,B/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/isa_simd_f64x2.ne,allocs/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/isa_simd_f64x2.ne,B/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/isa_simd_f64x2.ne,allocs/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExecCommuteSelfUpdate/blake-as.hashN/off,ns/op,689029,689359,0.0478934848896051,0.9323005033733262,12,12,reported
explicit,BenchmarkExecCommuteSelfUpdate/blake-as.hashN/off,B/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecCommuteSelfUpdate/blake-as.hashN/off,allocs/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecMemoryLoad_wago,ns/op,76.85499999999999,76.605,-0.32528787977358364,0.5232249914575934,12,12,reported
explicit,BenchmarkExecMemoryLoad_wago,B/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecMemoryLoad_wago,allocs/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/process/isa_call.call_indirect,ns/op,5864,5804.5,-1.0146657571623474,0.629725504001988,12,12,reported
explicit,BenchmarkExecParallel/process/isa_call.call_indirect,B/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/process/isa_call.call_indirect,allocs/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_var.global_getset,ns/op,7965,7911,-0.6779661016949157,0.2189208019063989,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_var.global_getset,B/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_var.global_getset,allocs/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/process/isa_simd_i8x16.narrow_i16x8_s,ns/op,457,457.1,0.02188183807441124,0.7440510088914989,12,12,reported
explicit,BenchmarkExecParallel/process/isa_simd_i8x16.narrow_i16x8_s,B/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/process/isa_simd_i8x16.narrow_i16x8_s,allocs/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_simd_i32x4.le_u,ns/op,472.25,472.35,0.02117522498676916,0.7011895763410099,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_simd_i32x4.le_u,B/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_simd_i32x4.le_u,allocs/op,0,0,0,1,12,12,reported
explicit,BenchmarkValidateWorkers/tiny/p8,ns/op,3550,3573.5,0.661971830985908,0.2027582728215384,12,12,reported
explicit,BenchmarkValidateWorkers/tiny/p8,B/op,2560,2576,0.6250000000000089,7.39602301050679e-7,12,12,reported
explicit,BenchmarkValidateWorkers/tiny/p8,allocs/op,17,17,0,1,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_i64.rotl,ns/op,2267.5,2263.5,-0.17640573318632446,0.6191647227452854,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_i64.rotl,B/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_i64.rotl,allocs/op,0,0,0,1,12,12,reported
explicit,BenchmarkExec/tiny.add,ns/op,8.1115,8.530000000000001,5.159341675399154,7.39602301050679e-7,12,12,reported
explicit,BenchmarkExec/tiny.add,calls/batch,252526.5,243429,-3.6025922031945212,0.028420697622474442,12,12,reported
explicit,BenchmarkExec/tiny.add,B/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/tiny.add,allocs/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/tiny.add,B/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/tiny.add,allocs/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/memory_tree.run,ns/op,9213,9213.5,0.005427113860845267,0.9891870143586391,12,12,reported
explicit,BenchmarkExec/memory_tree.run,calls/batch,218.5,219,0.22883295194509046,0.9457368583765138,12,12,reported
explicit,BenchmarkExec/memory_tree.run,B/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/memory_tree.run,allocs/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/memory_tree.run,B/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/memory_tree.run,allocs/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/swar-pack-parse.pack,ns/op,8.221,8.498000000000001,3.3694197786157565,0.000001479204602101358,12,12,reported
explicit,BenchmarkExec/swar-pack-parse.pack,calls/batch,244729.5,244849,0.04882942187189876,0.5898757320213774,12,12,reported
explicit,BenchmarkExec/swar-pack-parse.pack,B/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/swar-pack-parse.pack,allocs/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/swar-pack-parse.pack,B/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/swar-pack-parse.pack,allocs/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/swar-pack-parse.parse4,ns/op,8.0785,8.559000000000001,5.94788636504302,7.39602301050679e-7,12,12,reported
explicit,BenchmarkExec/swar-pack-parse.parse4,calls/batch,250575,250610.5,0.014167414945620571,0.9323005033733262,12,12,reported
explicit,BenchmarkExec/swar-pack-parse.parse4,B/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/swar-pack-parse.parse4,allocs/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/swar-pack-parse.parse4,B/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/swar-pack-parse.parse4,allocs/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/utf-as-simd.convertN,ns/op,52852.5,53050.5,0.374627501064273,0.5898757320213774,12,12,reported
explicit,BenchmarkExec/utf-as-simd.convertN,calls/batch,38,38,0,0.25080061949088733,12,12,reported
explicit,BenchmarkExec/utf-as-simd.convertN,B/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/utf-as-simd.convertN,allocs/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/utf-as-simd.convertN,B/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/utf-as-simd.convertN,allocs/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/isa_i32.rotr,ns/op,13953.5,14018,0.46224961479199855,0.5898757320213774,12,12,reported
explicit,BenchmarkExec/isa_i32.rotr,calls/batch,144.5,144,-0.34602076124568004,0.6963865989979868,12,12,reported
explicit,BenchmarkExec/isa_i32.rotr,B/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/isa_i32.rotr,allocs/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/isa_i32.rotr,B/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/isa_i32.rotr,allocs/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/isa_f32.ceil,ns/op,41957.5,42006,0.11559315974498663,0.37768531105453973,12,12,reported
explicit,BenchmarkExec/isa_f32.ceil,calls/batch,48,48.5,1.041666666666674,0.3432753139981569,12,12,reported
explicit,BenchmarkExec/isa_f32.ceil,B/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/isa_f32.ceil,allocs/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/isa_f32.ceil,B/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/isa_f32.ceil,allocs/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/isa_simd_i16x8.abs,ns/op,1777,1782.5,0.3095104108047364,0.1633478246077519,12,12,reported
explicit,BenchmarkExec/isa_simd_i16x8.abs,calls/batch,1148,1141,-0.6097560975609762,0.9659427932412183,12,12,reported
explicit,BenchmarkExec/isa_simd_i16x8.abs,B/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/isa_simd_i16x8.abs,allocs/op,0,0,0,1,12,12,raw per batch; use per-call metric
explicit,BenchmarkExec/isa_simd_i16x8.abs,B/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExec/isa_simd_i16x8.abs,allocs/call,0,0,0,1,12,12,derived per sample from calls/batch
explicit,BenchmarkExecParallel/independent/utf-as-simd.validateN,ns/op,22564,23241,3.000354547066131,0.1135023275284414,12,12,reported
explicit,BenchmarkExecParallel/independent/utf-as-simd.validateN,B/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/independent/utf-as-simd.validateN,allocs/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_i64.rotr,ns/op,2247.5,2235,-0.5561735261401579,0.7870966024149494,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_i64.rotr,B/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_i64.rotr,allocs/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/process/float.run,ns/op,633.9000000000001,628,-0.930746174475483,0.9774021912936975,12,12,reported
explicit,BenchmarkExecParallel/process/float.run,B/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/process/float.run,allocs/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_f64.max,ns/op,4939,4949.5,0.2125936424377306,0.551167166391288,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_f64.max,B/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_f64.max,allocs/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/process/isa_f64.ceil,ns/op,5518.5,5546,0.49832381987859886,0.8873859348351204,12,12,reported
explicit,BenchmarkExecParallel/process/isa_f64.ceil,B/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/process/isa_f64.ceil,allocs/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_simd_i16x8.gt_u,ns/op,716.45,715.6500000000001,-0.1116616651545721,0.35458013516971654,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_simd_i16x8.gt_u,B/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_simd_i16x8.gt_u,allocs/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/process/isa_simd_i64x2.gt_s,ns/op,459.75,457.5,-0.4893964110929905,0.6196018277052063,12,12,reported
explicit,BenchmarkExecParallel/process/isa_simd_i64x2.gt_s,B/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/process/isa_simd_i64x2.gt_s,allocs/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_simd_f64x2.floor,ns/op,348.75,348.7,-0.014336917562729479,1,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_simd_f64x2.floor,B/op,0,0,0,1,12,12,reported
explicit,BenchmarkExecParallel/independent/isa_simd_f64x2.floor,allocs/op,0,0,0,1,12,12,reported
explicit,BenchmarkCompileCompact/fannkuch,ns/op,106035,89416.5,-15.672655255340217,7.39602301050679e-7,12,12,reported
explicit,BenchmarkCompileCompact/fannkuch,B/op,69459.5,69442,-0.025194537824202445,7.39602301050679e-7,12,12,reported
explicit,BenchmarkCompileCompact/fannkuch,allocs/op,71,71,0,1,12,12,reported
