run,bounds,benchmark,unit,main_median,after_median,change_percent,p,main_samples,after_samples,prior_median,after_vs_prior_percent,p_vs_prior,benchtime,note
compiler-fixed-signals,signals,BenchmarkCompileCompact/lua,allocs/op,756,756,0,1,6,6,756,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/sqlite3,ns/op,72492077,62361328,-13.974974120275242,0.0021645021645021645,6,6,63079123,-1.1379279956064026,0.30952380952380953,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/sqlite3,B/op,2208080,2193800,-0.6467156987065681,0.0021645021645021645,6,6,2193800,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/sqlite3,allocs/op,2144,2146,0.0932835820895539,0.0021645021645021645,6,6,2146,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/ruby,ns/op,833593189,659500972,-20.88455367645764,0.0021645021645021645,6,6,666114832,-0.9929008756856539,0.48484848484848486,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/ruby,B/op,15078760,13745608,-8.841257503932686,0.0021645021645021645,6,6,13745608,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/ruby,allocs/op,4479,4473,-0.13395847287340779,0.23376623376623376,6,6,4473,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/esbuild,ns/op,422653375.5,346706282.5,-17.969120182739438,0.0021645021645021645,6,6,344312291,0.6952965556492385,0.8181818181818182,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/esbuild,B/op,18384616,18272184,-0.6115547912450281,0.0021645021645021645,6,6,18272184,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/esbuild,allocs/op,9207,9205,-0.021722602367768573,0.0021645021645021645,6,6,9205,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_i32,ns/op,363150,304060,-16.27151314883657,0.09307359307359307,6,6,314123.5,-3.203676261088395,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_i32,B/op,30904,30840,-0.20709293295366749,0.0021645021645021645,6,6,30840,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_i32,allocs/op,43,43,0,1,6,6,43,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_i64,ns/op,322554.5,216275,-32.949315542024685,0.025974025974025976,6,6,294591.5,-26.584779262130787,0.04112554112554113,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_i64,B/op,30904,30840,-0.20709293295366749,0.0021645021645021645,6,6,30840,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_i64,allocs/op,43,43,0,1,6,6,43,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_f32,ns/op,312611,229670.5,-26.531535998413357,0.09307359307359307,6,6,215148,6.75000464796327,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_f32,B/op,34496,30376,-11.943413729128016,0.0021645021645021645,6,6,30368,0.026343519494198553,0.18181818181818182,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_f32,allocs/op,69,69.5,0.7246376811594235,1,6,6,69,0.7246376811594235,0.18181818181818182,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_f64,ns/op,267481,218279.5,-18.39439062961481,0.17965367965367965,6,6,202419.5,7.835213504627769,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_f64,B/op,34528,30400,-11.955514365152919,0.0021645021645021645,6,6,30400,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_f64,allocs/op,70,70,0,1,6,6,70,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_mem,ns/op,198011,153602.5,-22.427289393013517,0.09307359307359307,6,6,132117.5,16.262039472439316,0.24025974025974026,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_mem,B/op,28592,25760,-9.904868494683827,0.0021645021645021645,6,6,25760,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_mem,allocs/op,39,39,0,1,6,6,39,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_bulk_mem,ns/op,110021,84693.5,-23.02060515719726,0.015151515151515152,6,6,109430,-22.604861555332178,0.24025974025974026,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_bulk_mem,B/op,13984,13568,-2.9748283752860427,0.0021645021645021645,6,6,13568,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_bulk_mem,allocs/op,41,41,0,1,6,6,41,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_ctl,ns/op,155010.5,148478,-4.214230648891526,0.3939393939393939,6,6,188007,-21.025280973580774,0.24025974025974026,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_ctl,B/op,61712,61696,-0.025926886180971387,0.0021645021645021645,6,6,61696,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_ctl,allocs/op,43,43,0,1,6,6,43,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_call,ns/op,109810.5,69255,-36.932260576174414,0.025974025974025976,6,6,72020,-3.839211330186054,0.5887445887445888,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_call,B/op,20936,20296,-3.0569354222392042,0.0021645021645021645,6,6,20296,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_call,allocs/op,65,65,0,1,6,6,65,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_var,ns/op,65037,61009,-6.193397604440554,0.5887445887445888,6,6,53420.5,14.205220842186051,0.8181818181818182,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_var,B/op,25664,24896,-2.9925187032418976,0.0021645021645021645,6,6,24896,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_var,allocs/op,37,37,0,1,6,6,37,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_cvt,ns/op,137727.5,130224,-5.448076818355085,0.48484848484848486,6,6,159419,-18.313375444583148,0.17965367965367965,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_cvt,B/op,26232,23512,-10.369014943580357,0.0021645021645021645,6,6,23512,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_cvt,allocs/op,52,52,0,1,6,6,52,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_v128,ns/op,113232.5,105528,-6.804141920385054,0.5887445887445888,6,6,107797,-2.1048823251110904,0.8181818181818182,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_v128,B/op,33080,33064,-0.04836759371221744,0.0021645021645021645,6,6,33064,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_v128,allocs/op,57,57,0,1,6,6,57,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_i8x16,ns/op,330279,302687,-8.354149067909255,0.09307359307359307,6,6,266580,13.544526971265668,0.24025974025974026,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_i8x16,B/op,46328,39288,-15.195993783457084,0.0021645021645021645,6,6,39288,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_i8x16,allocs/op,66,66,0,1,6,6,66,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_i16x8,ns/op,530649.5,345522.5,-34.88686976997057,0.0021645021645021645,6,6,350221,-1.3415814585647334,0.5887445887445888,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_i16x8,B/op,42816,36544,-14.648729446935727,0.0021645021645021645,6,6,36544,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_i16x8,allocs/op,51,51,0,1,6,6,51,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_i32x4,ns/op,408255.5,325104.5,-20.367392478484668,0.0021645021645021645,6,6,339355.5,-4.199430980196284,0.3939393939393939,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_i32x4,B/op,37288,31016,-16.820424801544732,0.0021645021645021645,6,6,31016,0,0.45454545454545453,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_i32x4,allocs/op,51,51,0,0.45454545454545453,6,6,51,0,0.45454545454545453,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_i64x2,ns/op,304671,226549.5,-25.6412654962238,0.04112554112554113,6,6,245335,-7.657081133959687,0.9372294372294372,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_i64x2,B/op,40368,34160,-15.378517637732859,0.0021645021645021645,6,6,34160,0,0.45454545454545453,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_i64x2,allocs/op,50,50,0,0.45454545454545453,6,6,50,0,0.45454545454545453,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_f32x4,ns/op,343413.5,248380,-27.673198636629014,0.0021645021645021645,6,6,295383.5,-15.912703316197419,0.015151515151515152,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_f32x4,B/op,35752,29544,-17.36406354889237,0.0021645021645021645,6,6,29544,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_f32x4,allocs/op,50,50,0,1,6,6,50,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_f64x2,ns/op,310422,261034.5,-15.909793764617197,0.04112554112554113,6,6,284808.5,-8.34736322827444,0.06493506493506493,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_f64x2,B/op,35704,29496,-17.387407573381132,0.0021645021645021645,6,6,29496,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_f64x2,allocs/op,49,49,0,1,6,6,49,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_reduce,ns/op,129793.5,96971,-25.288246329746865,0.0021645021645021645,6,6,106339.5,-8.809990643175869,0.48484848484848486,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_reduce,B/op,28552,25704,-9.974782852339592,0.0021645021645021645,6,6,25704,0,1,1x,single-operation memory check; not a timing claim
compiler-fixed-signals,signals,BenchmarkCompileCompact/isa_simd_reduce,allocs/op,38,38,0,1,6,6,38,0,1,1x,single-operation memory check; not a timing claim
instantiate-fixed-explicit,explicit,BenchmarkPluginInstantiate/ruby,ns/op,1794804,1652666,-7.9194162705231275,0.06493506493506493,6,6,1753386.5,-5.744341022358734,0.04112554112554113,128x,equal operation counts; separate from warm repeats
instantiate-fixed-explicit,explicit,BenchmarkPluginInstantiate/ruby,B/op,302069,86629,-71.32145304549623,0.0021645021645021645,6,6,302061,-71.32069350230583,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-explicit,explicit,BenchmarkPluginInstantiate/ruby,allocs/op,9405,779,-91.71717171717172,0.0021645021645021645,6,6,9404,-91.71629094002553,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-explicit,explicit,BenchmarkPluginInstantiate/esbuild,ns/op,1263088.5,1127365,-10.745367406955253,0.015151515151515152,6,6,1190668,-5.316595390150736,0.06493506493506493,128x,equal operation counts; separate from warm repeats
instantiate-fixed-explicit,explicit,BenchmarkPluginInstantiate/esbuild,B/op,89001,14967,-83.18333501870765,0.0021645021645021645,6,6,88991,-83.18144531469474,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-explicit,explicit,BenchmarkPluginInstantiate/esbuild,allocs/op,4397,251,-94.29156242892881,0.0021645021645021645,6,6,4396,-94.29026387625113,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-explicit,explicit,BenchmarkPluginInstantiate/sqlite3,ns/op,226357.5,200722,-11.325226687872059,0.0021645021645021645,6,6,220340.5,-8.903719470546722,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-explicit,explicit,BenchmarkPluginInstantiate/sqlite3,B/op,69942,38664,-44.719910783220385,0.0021645021645021645,6,6,69936,-44.71516815374056,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-explicit,explicit,BenchmarkPluginInstantiate/sqlite3,allocs/op,1246,312,-74.95987158908507,0.0021645021645021645,6,6,1245,-74.93975903614458,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-explicit,explicit,BenchmarkPluginInstantiate/wasm3,ns/op,144885.5,134049.5,-7.47900928664359,0.0021645021645021645,6,6,142329.5,-5.817486887820166,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-explicit,explicit,BenchmarkPluginInstantiate/wasm3,B/op,35086,23518,-32.97041555036196,0.0021645021645021645,6,6,35078,-32.95512857061406,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-explicit,explicit,BenchmarkPluginInstantiate/wasm3,allocs/op,844,234,-72.27488151658767,0.0021645021645021645,6,6,843,-72.24199288256227,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-explicit,explicit,BenchmarkPluginInstantiate/lua,ns/op,128232.5,120076.5,-6.360322071237789,0.0021645021645021645,6,6,128778.5,-6.757339152110021,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-explicit,explicit,BenchmarkPluginInstantiate/lua,B/op,30759,22271,-27.595175395819105,0.0021645021645021645,6,6,30751,-27.57633898084615,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-explicit,explicit,BenchmarkPluginInstantiate/lua,allocs/op,562,213,-62.09964412811389,0.0021645021645021645,6,6,561,-62.03208556149733,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-signals,signals,BenchmarkPluginInstantiate/ruby,ns/op,1717121.5,1540837.5,-10.266250815681943,0.025974025974025976,6,6,1687052.5,-8.66689092366717,0.06493506493506493,128x,equal operation counts; separate from warm repeats
instantiate-fixed-signals,signals,BenchmarkPluginInstantiate/ruby,B/op,302069,86626,-71.32244619606777,0.0021645021645021645,6,6,302060.5,-71.32163920803944,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-signals,signals,BenchmarkPluginInstantiate/ruby,allocs/op,9405,779,-91.71717171717172,0.0021645021645021645,6,6,9404,-91.71629094002553,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-signals,signals,BenchmarkPluginInstantiate/esbuild,ns/op,1330770.5,1175823,-11.64344265220788,0.015151515151515152,6,6,1255659.5,-6.35813291740317,0.04112554112554113,128x,equal operation counts; separate from warm repeats
instantiate-fixed-signals,signals,BenchmarkPluginInstantiate/esbuild,B/op,88997,14969,-83.18033192130072,0.0021645021645021645,6,6,88991,-83.1791978964165,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-signals,signals,BenchmarkPluginInstantiate/esbuild,allocs/op,4397,251,-94.29156242892881,0.0021645021645021645,6,6,4396,-94.29026387625113,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-signals,signals,BenchmarkPluginInstantiate/sqlite3,ns/op,246043.5,221933,-9.799283460038566,0.0021645021645021645,6,6,238903,-7.103301339874346,0.04112554112554113,128x,equal operation counts; separate from warm repeats
instantiate-fixed-signals,signals,BenchmarkPluginInstantiate/sqlite3,B/op,69944,38664,-44.7214914788974,0.0021645021645021645,6,6,69934,-44.713587096405185,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-signals,signals,BenchmarkPluginInstantiate/sqlite3,allocs/op,1246,312,-74.95987158908507,0.0021645021645021645,6,6,1245,-74.93975903614458,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-signals,signals,BenchmarkPluginInstantiate/wasm3,ns/op,93128.5,85016,-8.7110819996027,0.0021645021645021645,6,6,94200,-9.749469214437367,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-signals,signals,BenchmarkPluginInstantiate/wasm3,B/op,35086,23518,-32.97041555036196,0.0021645021645021645,6,6,35078,-32.95512857061406,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-signals,signals,BenchmarkPluginInstantiate/wasm3,allocs/op,844,234,-72.27488151658767,0.0021645021645021645,6,6,843,-72.24199288256227,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-signals,signals,BenchmarkPluginInstantiate/lua,ns/op,80257.5,74200.5,-7.546958228202971,0.06493506493506493,6,6,80022.5,-7.2754537786247635,0.06493506493506493,128x,equal operation counts; separate from warm repeats
instantiate-fixed-signals,signals,BenchmarkPluginInstantiate/lua,B/op,30759,22269,-27.601677557787962,0.0021645021645021645,6,6,30751,-27.582842834379374,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
instantiate-fixed-signals,signals,BenchmarkPluginInstantiate/lua,allocs/op,562,213,-62.09964412811389,0.0021645021645021645,6,6,561,-62.03208556149733,0.0021645021645021645,128x,equal operation counts; separate from warm repeats
resource-explicit-fixed,explicit,BenchmarkCompileFull/dispatch,ns/op,281738,291025,3.2963249543902506,1,6,6,313983,-7.311860833229822,0.13203463203463203,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/dispatch,code-B,475,475,0,1,6,6,475,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/dispatch,B/op,43600,43696,0.22018348623853434,0.0021645021645021645,6,6,43696,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/dispatch,allocs/op,136,138,1.4705882352941124,0.0021645021645021645,6,6,138,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/linked_list,ns/op,297543,308628.5,3.7256799857499523,0.8181818181818182,6,6,323180.5,-4.502746916970546,0.3939393939393939,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/linked_list,code-B,274,274,0,1,6,6,274,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/linked_list,B/op,29976,28120,-6.191619962636774,0.0021645021645021645,6,6,28120,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/linked_list,allocs/op,106,108,1.8867924528301883,0.0021645021645021645,6,6,108,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/p2,ns/op,267015.5,266224,-0.29642473938779057,0.8181818181818182,6,6,290619.5,-8.39430939768322,0.025974025974025976,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/p2,code-B,163,163,0,1,6,6,163,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/p2,B/op,26112,25424,-2.634803921568629,0.0021645021645021645,6,6,25424,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/p2,allocs/op,100,102,2.0000000000000018,0.0021645021645021645,6,6,102,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/p8,ns/op,260042,277460,6.698148760584832,0.025974025974025976,6,6,272946.5,1.6536207645087897,0.3939393939393939,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/p8,code-B,163,163,0,1,6,6,163,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/p8,B/op,26112,25424,-2.634803921568629,0.0021645021645021645,6,6,25424,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/p8,allocs/op,100,102,2.0000000000000018,0.0021645021645021645,6,6,102,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/auto,ns/op,266514,266139,-0.14070555392962092,0.9372294372294372,6,6,288586,-7.778270602177518,0.09307359307359307,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/auto,code-B,163,163,0,1,6,6,163,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/auto,B/op,26112,25424,-2.634803921568629,0.0021645021645021645,6,6,25424,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/auto,allocs/op,100,102,2.0000000000000018,0.0021645021645021645,6,6,102,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/p1,ns/op,262867.5,270041,2.7289413868203605,0.48484848484848486,6,6,294041,-8.162127050309309,0.04112554112554113,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/p1,code-B,163,163,0,1,6,6,163,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/p1,B/op,26112,25424,-2.634803921568629,0.0021645021645021645,6,6,25424,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/p1,allocs/op,100,102,2.0000000000000018,0.0021645021645021645,6,6,102,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/auto,ns/op,254762.5,253129,-0.6411854177910792,0.5887445887445888,6,6,280896,-9.885153223969013,0.24025974025974026,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/auto,code-B,96,96,0,1,6,6,96,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/auto,B/op,24304,24384,0.3291639236339794,0.0021645021645021645,6,6,24384,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/auto,allocs/op,91,93,2.19780219780219,0.0021645021645021645,6,6,93,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/tiny,ns/op,258619.5,260092.5,0.5695626199880621,0.7316017316017316,6,6,268188,-3.018591435858431,0.6991341991341992,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/tiny,code-B,96,96,0,1,6,6,96,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/tiny,B/op,24160,24240,0.3311258278145601,0.0021645021645021645,6,6,24240,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/tiny,allocs/op,90,92,2.2222222222222143,0.0021645021645021645,6,6,92,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileWorkers/sqlite3/p4,ns/op,25672566,14998248,-41.5786953279232,0.0021645021645021645,6,6,15742235.5,-4.726060031308766,0.04112554112554113,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileWorkers/sqlite3/p4,code-B,3634105,3634105,0,1,6,6,3634105,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileWorkers/sqlite3/p4,B/op,14099000,14037220,-0.4381871054684683,0.13203463203463203,6,6,13964708,0.5192518167941751,0.9372294372294372,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileWorkers/sqlite3/p4,allocs/op,3560,3639.5,2.2331460674157366,0.015151515151515152,6,6,3627.5,0.3308063404548589,0.48484848484848486,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/p1,ns/op,243486.5,256560.5,5.369496871489798,0.025974025974025976,6,6,280010,-8.37452233848791,0.06493506493506493,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/p1,code-B,96,96,0,1,6,6,96,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/p1,B/op,24304,24384,0.3291639236339794,0.0021645021645021645,6,6,24384,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/p1,allocs/op,91,93,2.19780219780219,0.0021645021645021645,6,6,93,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileWorkers/sqlite3/p8,ns/op,19408968,10043291.5,-48.254376533569435,0.0021645021645021645,6,6,9626947.5,4.324776882807346,0.3939393939393939,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileWorkers/sqlite3/p8,code-B,3634105,3634105,0,1,6,6,3634105,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileWorkers/sqlite3/p8,B/op,16922260,17359212,2.582113736581282,0.5887445887445888,6,6,17146520,1.2404382930180535,0.9372294372294372,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileWorkers/sqlite3/p8,allocs/op,4516.5,4635,2.6237130521421514,0.0021645021645021645,6,6,4677.5,-0.9086050240513122,0.16666666666666666,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/lua/p4,ns/op,15553388,7661382,-50.74139473663231,0.0021645021645021645,6,6,7791262.5,-1.6670019781774736,0.8181818181818182,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/lua/p4,code-B,897828,897828,0,1,6,6,897828,0,1,1x,single-operation memory check; not a timing claim
