goos: linux
goarch: amd64
pkg: wagobench
cpu: AMD Ryzen 7 8845HS w/ Radeon 780M Graphics
                                                                 │ /tmp/wago-pr564-HbN430/base-explicit.txt │ /tmp/wago-pr564-HbN430/candidate-explicit.txt │
                                                                 │                  sec/op                  │         sec/op          vs base               │
ExecParallel/process/dispatch.apply-8                                                         8.065n ±  31%            6.806n ±  17%        ~ (p=0.310 n=6)
ExecParallel/independent/branches.classify-8                                                  15.34n ±  16%            12.65n ±  24%  -17.54% (p=0.026 n=6)
ExecParallel/process/branches.classify-8                                                      17.97n ±  24%            15.03n ±  30%        ~ (p=0.180 n=6)
ExecParallel/independent/many_funcs.run-8                                                     15.35n ±  34%            15.82n ±  12%        ~ (p=0.818 n=6)
ExecParallel/process/many_funcs.run-8                                                         15.17n ±   6%            14.35n ±  26%        ~ (p=0.589 n=6)
ExecParallel/independent/linked_list.sum-8                                                    1.521µ ±  10%            1.436µ ±  35%        ~ (p=0.394 n=6)
ExecParallel/process/linked_list.sum-8                                                        1.498µ ±  22%            1.505µ ±  22%        ~ (p=0.699 n=6)
ExecParallel/independent/mandelbrot.render-8                                                  36.94µ ±  26%            38.56µ ±  12%        ~ (p=0.485 n=6)
ExecParallel/process/mandelbrot.render-8                                                      38.34µ ±   7%            37.67µ ±  14%        ~ (p=0.818 n=6)
ExecParallel/independent/sieve.count-8                                                        14.31µ ±  11%            15.17µ ±  29%   +6.05% (p=0.041 n=6)
ExecParallel/process/sieve.count-8                                                            14.48µ ±  29%            15.29µ ±  21%        ~ (p=0.240 n=6)
ExecParallel/independent/nbody.step-8                                                         347.1µ ±  42%            311.5µ ±  83%        ~ (p=0.589 n=6)
ExecParallel/process/nbody.step-8                                                             341.3µ ±  77%            335.5µ ±  57%        ~ (p=1.000 n=6)
ExecParallel/independent/spectralnorm.run-8                                                   782.6µ ±  57%            746.2µ ±  86%        ~ (p=0.699 n=6)
ExecParallel/process/spectralnorm.run-8                                                       781.8µ ± 120%            736.5µ ±  10%        ~ (p=0.394 n=6)
ExecParallel/independent/fannkuch.run-8                                                       1.273m ± 102%            1.370m ±  25%        ~ (p=0.818 n=6)
ExecParallel/process/fannkuch.run-8                                                           1.318m ±  10%            1.259m ±  40%        ~ (p=0.699 n=6)
ExecParallel/independent/matmul.run-8                                                         203.6µ ±  76%            177.3µ ±  69%        ~ (p=0.485 n=6)
ExecParallel/process/matmul.run-8                                                             176.5µ ±  68%            171.8µ ±  12%        ~ (p=0.394 n=6)
ExecParallel/independent/quicksort.sortN-8                                                    76.30µ ±  76%            74.99µ ±  64%        ~ (p=0.589 n=6)
ExecParallel/process/quicksort.sortN-8                                                        85.83µ ±  62%            73.45µ ±  35%        ~ (p=0.394 n=6)
ExecParallel/independent/crc32.hashN-8                                                        21.19µ ±  90%            19.92µ ±  15%        ~ (p=0.589 n=6)
ExecParallel/process/crc32.hashN-8                                                            22.08µ ±  75%            20.76µ ±  81%        ~ (p=0.699 n=6)
ExecParallel/independent/sha256.hashN-8                                                       47.66µ ±  10%            49.14µ ±  35%        ~ (p=0.818 n=6)
ExecParallel/process/sha256.hashN-8                                                           49.70µ ±  68%            48.10µ ±  32%        ~ (p=0.699 n=6)
ExecParallel/independent/raytrace.render-8                                                    451.9µ ±  16%            436.3µ ±  37%        ~ (p=0.818 n=6)
ExecParallel/process/raytrace.render-8                                                        439.5µ ±  12%            456.8µ ±  42%        ~ (p=0.394 n=6)
ExecParallel/independent/json-as.serializeN-8                                                 5.319µ ±  27%            5.143µ ±  16%        ~ (p=0.623 n=6)
ExecParallel/independent/json-as.deserializeN-8                                               9.203µ ±  33%            9.592µ ±  17%        ~ (p=0.937 n=6)
ExecParallel/process/json-as.serializeN-8                                                     31.93µ ±   9%            31.31µ ±  33%        ~ (p=0.937 n=6)
ExecParallel/process/json-as.deserializeN-8                                                   52.42µ ±  61%            54.54µ ±  17%        ~ (p=1.000 n=6)
ExecParallel/independent/blake-as.hashN-8                                                     798.5µ ±  68%            777.0µ ±  52%        ~ (p=0.485 n=6)
ExecParallel/process/blake-as.hashN-8                                                        1026.0µ ±  64%            787.7µ ±  97%        ~ (p=0.310 n=6)
ExecParallel/independent/utf-as.convertN-8                                                    223.5µ ±  19%            208.8µ ±  17%        ~ (p=0.240 n=6)
ExecParallel/process/utf-as.convertN-8                                                        225.2µ ±  27%            219.4µ ±  86%        ~ (p=0.937 n=6)
ExecParallel/independent/xjb-mulhi.mulhi-8                                                    14.00n ±  21%            13.57n ±  39%        ~ (p=0.589 n=6)
ExecParallel/independent/xjb-mulhi.runN-8                                                     379.7n ±  25%            389.0n ±  18%        ~ (p=0.937 n=6)
ExecParallel/process/xjb-mulhi.mulhi-8                                                        14.52n ±  20%            15.86n ±  16%        ~ (p=0.485 n=6)
ExecParallel/process/xjb-mulhi.runN-8                                                         374.4n ±  38%            409.6n ±  14%        ~ (p=0.485 n=6)
ExecParallel/independent/swar-pack-parse.pack-8                                               15.67n ±  18%            15.87n ±  14%        ~ (p=0.937 n=6)
ExecParallel/independent/swar-pack-parse.parse4-8                                             9.558n ±  24%            9.468n ±   9%        ~ (p=0.699 n=6)
ExecParallel/independent/swar-pack-parse.runN-8                                               374.5n ±  15%            350.4n ±  18%        ~ (p=0.699 n=6)
ExecParallel/process/swar-pack-parse.pack-8                                                   16.11n ±  18%            16.10n ±  43%        ~ (p=1.000 n=6)
ExecParallel/process/swar-pack-parse.parse4-8                                                 10.53n ±  75%            16.05n ±  44%        ~ (p=0.589 n=6)
ExecParallel/process/swar-pack-parse.runN-8                                                   345.0n ±  14%            357.2n ±  12%        ~ (p=0.937 n=6)
ExecParallel/independent/json-as-simd.serializeN-8                                            6.416µ ±  27%            6.538µ ±  19%        ~ (p=0.937 n=6)
ExecParallel/independent/json-as-simd.deserializeN-8                                          11.32µ ±  33%            10.70µ ±  30%        ~ (p=0.240 n=6)
ExecParallel/process/json-as-simd.serializeN-8                                                37.34µ ±  76%            36.39µ ±  22%        ~ (p=0.485 n=6)
ExecParallel/process/json-as-simd.deserializeN-8                                              78.52µ ±  80%            64.91µ ±   9%        ~ (p=0.485 n=6)
ExecParallel/independent/blake-as-simd.hashN-8                                                627.5µ ± 101%            652.2µ ±  57%        ~ (p=0.818 n=6)
ExecParallel/process/blake-as-simd.hashN-8                                                    682.7µ ±  24%            656.8µ ±  33%        ~ (p=0.818 n=6)
ExecParallel/independent/utf-as-simd.convertN-8                                               10.85µ ±  39%            10.49µ ±  32%        ~ (p=0.589 n=6)
ExecParallel/independent/utf-as-simd.validateN-8                                              38.06µ ±  28%            31.43µ ±  34%        ~ (p=0.180 n=6)
ExecParallel/process/utf-as-simd.convertN-8                                                   68.54µ ±  24%            71.37µ ±  19%        ~ (p=0.937 n=6)
ExecParallel/process/utf-as-simd.validateN-8                                                  183.0µ ±  17%            179.5µ ±  19%        ~ (p=0.589 n=6)
ExecParallel/independent/isa_i32.add-8                                                        1.913µ ±  15%            1.991µ ±  12%        ~ (p=0.394 n=6)
ExecParallel/independent/isa_i32.sub-8                                                        2.043µ ±  10%            2.073µ ±  14%        ~ (p=0.589 n=6)
ExecParallel/independent/isa_i32.mul-8                                                        5.943µ ±   8%            5.774µ ±   5%        ~ (p=0.485 n=6)
ExecParallel/independent/isa_i32.and-8                                                        2.024µ ±   9%            2.049µ ±  10%        ~ (p=0.699 n=6)
ExecParallel/independent/isa_i32.or-8                                                         2.005µ ±   8%            2.114µ ±  12%        ~ (p=0.240 n=6)
ExecParallel/independent/isa_i32.xor-8                                                        2.055µ ±  11%            2.041µ ±   9%        ~ (p=0.818 n=6)
ExecParallel/independent/isa_i32.shl-8                                                        2.560µ ±  24%            2.602µ ±  10%        ~ (p=0.818 n=6)
ExecParallel/independent/isa_i32.shr_s-8                                                      2.463µ ±  39%            2.515µ ±  32%        ~ (p=0.485 n=6)
ExecParallel/independent/isa_i32.shr_u-8                                                      2.660µ ±  23%            2.558µ ±  26%        ~ (p=0.699 n=6)
ExecParallel/independent/isa_i32.rotl-8                                                       2.439µ ±  45%            2.567µ ±  24%        ~ (p=0.937 n=6)
ExecParallel/independent/isa_i32.rotr-8                                                       2.441µ ±  20%            2.486µ ±  29%        ~ (p=0.699 n=6)
ExecParallel/independent/isa_i32.div_s-8                                                      25.45µ ±  10%            25.29µ ±  18%        ~ (p=0.970 n=6)
ExecParallel/independent/isa_i32.div_u-8                                                      22.66µ ±  10%            23.29µ ±  11%        ~ (p=0.589 n=6)
ExecParallel/independent/isa_i32.rem_s-8                                                      26.13µ ±  11%            24.97µ ±   5%        ~ (p=0.180 n=6)
ExecParallel/independent/isa_i32.rem_u-8                                                      23.55µ ±   6%            23.29µ ±   5%        ~ (p=0.937 n=6)
ExecParallel/independent/isa_i32.clz-8                                                        2.169µ ±   9%            2.106µ ±  13%        ~ (p=0.485 n=6)
ExecParallel/independent/isa_i32.ctz-8                                                        2.063µ ±   5%            2.172µ ±   9%        ~ (p=0.065 n=6)
ExecParallel/independent/isa_i32.popcnt-8                                                     2.158µ ±   7%            2.170µ ±  33%        ~ (p=0.485 n=6)
ExecParallel/process/isa_i32.add-8                                                            1.997µ ±   8%            1.973µ ±  67%        ~ (p=0.937 n=6)
ExecParallel/process/isa_i32.sub-8                                                            2.021µ ±  14%            1.949µ ±  69%        ~ (p=0.937 n=6)
ExecParallel/process/isa_i32.mul-8                                                            6.059µ ±  18%            5.973µ ±  17%        ~ (p=0.818 n=6)
ExecParallel/process/isa_i32.and-8                                                            1.986µ ±   7%            2.062µ ±  19%        ~ (p=0.394 n=6)
ExecParallel/process/isa_i32.or-8                                                             2.028µ ±   9%            1.998µ ±   6%        ~ (p=0.937 n=6)
ExecParallel/process/isa_i32.xor-8                                                            2.026µ ±   9%            1.951µ ±   4%        ~ (p=0.132 n=6)
ExecParallel/process/isa_i32.shl-8                                                            2.466µ ±  28%            2.338µ ±  10%        ~ (p=0.310 n=6)
ExecParallel/process/isa_i32.shr_s-8                                                          2.366µ ±  30%            2.385µ ±   6%        ~ (p=0.589 n=6)
ExecParallel/process/isa_i32.shr_u-8                                                          2.387µ ±  36%            2.423µ ±  19%        ~ (p=0.699 n=6)
ExecParallel/process/isa_i32.rotl-8                                                           2.416µ ±  45%            2.400µ ±  15%        ~ (p=0.818 n=6)
ExecParallel/process/isa_i32.rotr-8                                                           2.532µ ±  32%            2.401µ ±   9%        ~ (p=0.394 n=6)
ExecParallel/process/isa_i32.div_s-8                                                          24.90µ ±  12%            24.54µ ±  13%        ~ (p=0.699 n=6)
ExecParallel/process/isa_i32.div_u-8                                                          22.48µ ±   5%            22.26µ ±   5%        ~ (p=0.589 n=6)
ExecParallel/process/isa_i32.rem_s-8                                                          24.77µ ±   5%            25.04µ ±   3%        ~ (p=0.310 n=6)
ExecParallel/process/isa_i32.rem_u-8                                                          22.99µ ±   5%            23.38µ ±   5%        ~ (p=0.589 n=6)
ExecParallel/process/isa_i32.clz-8                                                            2.090µ ±  10%            2.122µ ±   3%        ~ (p=0.310 n=6)
ExecParallel/process/isa_i32.ctz-8                                                            2.075µ ±   4%            2.098µ ±   8%        ~ (p=0.589 n=6)
ExecParallel/process/isa_i32.popcnt-8                                                         2.103µ ±   5%            2.140µ ±   8%        ~ (p=0.485 n=6)
ExecParallel/independent/isa_i64.add-8                                                        2.012µ ±   8%            1.939µ ±   9%        ~ (p=0.937 n=6)
ExecParallel/independent/isa_i64.sub-8                                                        1.994µ ±   7%            1.960µ ±  12%        ~ (p=0.818 n=6)
ExecParallel/independent/isa_i64.mul-8                                                        5.860µ ±   7%            5.712µ ±   9%        ~ (p=0.699 n=6)
ExecParallel/independent/isa_i64.and-8                                                        1.964µ ±   8%            1.990µ ±  14%        ~ (p=0.589 n=6)
ExecParallel/independent/isa_i64.or-8                                                         1.998µ ±   9%            1.992µ ±  18%        ~ (p=0.818 n=6)
ExecParallel/independent/isa_i64.xor-8                                                        2.032µ ±  10%            2.020µ ±   9%        ~ (p=1.000 n=6)
ExecParallel/independent/isa_i64.shl-8                                                        2.353µ ±  35%            2.556µ ±  14%        ~ (p=0.589 n=6)
ExecParallel/independent/isa_i64.shr_s-8                                                      2.377µ ±  48%            2.394µ ±  16%        ~ (p=0.981 n=6)
ExecParallel/independent/isa_i64.shr_u-8                                                      2.484µ ±  21%            2.588µ ±  16%        ~ (p=0.394 n=6)
ExecParallel/independent/isa_i64.rotl-8                                                       2.620µ ±  11%            2.505µ ±  10%        ~ (p=0.221 n=6)
ExecParallel/independent/isa_i64.rotr-8                                                       2.384µ ±  29%            2.402µ ±  11%        ~ (p=0.699 n=6)
ExecParallel/independent/isa_i64.div_s-8                                                      25.64µ ±  13%            24.65µ ±   3%        ~ (p=0.394 n=6)
ExecParallel/independent/isa_i64.div_u-8                                                      23.31µ ±  22%            23.11µ ±   6%        ~ (p=1.000 n=6)
ExecParallel/independent/isa_i64.rem_s-8                                                      25.36µ ±   6%            25.16µ ±  10%        ~ (p=0.937 n=6)
ExecParallel/independent/isa_i64.rem_u-8                                                      23.49µ ±   6%            23.89µ ±  12%        ~ (p=0.589 n=6)
ExecParallel/independent/isa_i64.clz-8                                                        2.143µ ±   5%            2.117µ ±  10%        ~ (p=0.589 n=6)
ExecParallel/independent/isa_i64.ctz-8                                                        2.209µ ±   7%            2.070µ ±  25%        ~ (p=0.589 n=6)
ExecParallel/independent/isa_i64.popcnt-8                                                     2.197µ ±  12%            2.077µ ±  11%        ~ (p=0.180 n=6)
ExecParallel/process/isa_i64.add-8                                                            2.037µ ±  13%            1.989µ ±  12%        ~ (p=0.699 n=6)
ExecParallel/process/isa_i64.sub-8                                                            2.002µ ±   8%            1.978µ ±  17%        ~ (p=0.937 n=6)
ExecParallel/process/isa_i64.mul-8                                                            5.966µ ±   8%            5.912µ ±   7%        ~ (p=0.818 n=6)
ExecParallel/process/isa_i64.and-8                                                            2.058µ ±  17%            1.975µ ±   5%        ~ (p=0.394 n=6)
ExecParallel/process/isa_i64.or-8                                                             2.016µ ±  12%            2.000µ ±  17%        ~ (p=0.974 n=6)
ExecParallel/process/isa_i64.xor-8                                                            2.035µ ±  10%            2.064µ ±  17%        ~ (p=0.589 n=6)
ExecParallel/process/isa_i64.shl-8                                                            2.378µ ±  13%            2.548µ ±  14%        ~ (p=0.143 n=6)
ExecParallel/process/isa_i64.shr_s-8                                                          2.472µ ±  11%            2.274µ ±  22%        ~ (p=0.589 n=6)
ExecParallel/process/isa_i64.shr_u-8                                                          2.473µ ±  14%            2.410µ ±  15%        ~ (p=0.416 n=6)
ExecParallel/process/isa_i64.rotl-8                                                           2.381µ ±   5%            2.438µ ±  15%        ~ (p=0.851 n=6)
ExecParallel/process/isa_i64.rotr-8                                                           2.352µ ±  15%            2.413µ ±  30%        ~ (p=0.310 n=6)
ExecParallel/process/isa_i64.div_s-8                                                          25.44µ ±   9%            24.13µ ±  11%        ~ (p=0.394 n=6)
ExecParallel/process/isa_i64.div_u-8                                                          23.09µ ±   6%            22.89µ ±   4%        ~ (p=0.818 n=6)
ExecParallel/process/isa_i64.rem_s-8                                                          25.17µ ±   6%            25.57µ ±   7%        ~ (p=0.589 n=6)
ExecParallel/process/isa_i64.rem_u-8                                                          23.77µ ±   5%            23.54µ ±   6%        ~ (p=0.732 n=6)
ExecParallel/process/isa_i64.clz-8                                                            2.097µ ±   7%            2.094µ ±   4%        ~ (p=0.937 n=6)
ExecParallel/process/isa_i64.ctz-8                                                            2.149µ ±   5%            2.111µ ±   6%        ~ (p=0.699 n=6)
ExecParallel/process/isa_i64.popcnt-8                                                         2.128µ ±   5%            2.130µ ±   7%        ~ (p=0.818 n=6)
ExecParallel/independent/isa_f32.add-8                                                        5.900µ ±   4%            5.989µ ±   9%        ~ (p=0.288 n=6)
ExecParallel/independent/isa_f32.sub-8                                                        5.825µ ±   7%            6.076µ ±  10%        ~ (p=0.485 n=6)
ExecParallel/independent/isa_f32.mul-8                                                        5.955µ ±   8%            5.880µ ±   7%        ~ (p=0.589 n=6)
ExecParallel/independent/isa_f32.div-8                                                        21.33µ ±   7%            21.26µ ±   6%        ~ (p=0.937 n=6)
ExecParallel/independent/isa_f32.min-8                                                        5.679µ ±  16%            5.603µ ±  10%        ~ (p=0.699 n=6)
ExecParallel/independent/isa_f32.max-8                                                        5.444µ ±  19%            5.602µ ±   5%        ~ (p=0.485 n=6)
ExecParallel/independent/isa_f32.sqrt-8                                                       17.92µ ±  11%            18.02µ ±  10%        ~ (p=0.937 n=6)
ExecParallel/independent/isa_f32.abs-8                                                        6.152µ ±   4%            6.244µ ±   9%        ~ (p=0.699 n=6)
ExecParallel/independent/isa_f32.neg-8                                                        5.946µ ±  12%            6.177µ ±   8%        ~ (p=0.699 n=6)
ExecParallel/independent/isa_f32.ceil-8                                                       6.285µ ±  11%            6.031µ ±   5%        ~ (p=0.485 n=6)
ExecParallel/independent/isa_f32.floor-8                                                      6.119µ ±   8%            6.089µ ±   4%        ~ (p=1.000 n=6)
ExecParallel/independent/isa_f32.trunc-8                                                      5.978µ ±  10%            6.171µ ±   9%        ~ (p=0.240 n=6)
ExecParallel/independent/isa_f32.nearest-8                                                    6.154µ ±  10%            6.281µ ±   8%        ~ (p=0.699 n=6)
ExecParallel/process/isa_f32.add-8                                                            5.839µ ±   6%            6.026µ ±   9%        ~ (p=0.589 n=6)
ExecParallel/process/isa_f32.sub-8                                                            5.859µ ±  10%            6.067µ ±   8%        ~ (p=0.937 n=6)
ExecParallel/process/isa_f32.mul-8                                                            5.999µ ±  10%            6.053µ ±   8%        ~ (p=0.818 n=6)
ExecParallel/process/isa_f32.div-8                                                            21.14µ ±   7%            20.98µ ±   5%        ~ (p=0.589 n=6)
ExecParallel/process/isa_f32.min-8                                                            5.935µ ±  23%            5.952µ ±  14%        ~ (p=0.937 n=6)
ExecParallel/process/isa_f32.max-8                                                            5.615µ ±  29%            5.738µ ±  16%        ~ (p=0.818 n=6)
ExecParallel/process/isa_f32.sqrt-8                                                           17.31µ ±  31%            18.19µ ±  10%        ~ (p=0.937 n=6)
ExecParallel/process/isa_f32.abs-8                                                            6.086µ ±  15%            5.893µ ±  10%        ~ (p=0.818 n=6)
ExecParallel/process/isa_f32.neg-8                                                            5.996µ ±   4%            6.052µ ±  10%        ~ (p=0.589 n=6)
ExecParallel/process/isa_f32.ceil-8                                                           6.299µ ±  10%            5.927µ ±   7%        ~ (p=0.310 n=6)
ExecParallel/process/isa_f32.floor-8                                                          6.012µ ±   9%            5.970µ ±   5%        ~ (p=0.699 n=6)
ExecParallel/process/isa_f32.trunc-8                                                          6.099µ ±   7%            6.068µ ±   7%        ~ (p=0.818 n=6)
ExecParallel/process/isa_f32.nearest-8                                                        5.973µ ±   3%            6.208µ ±  10%        ~ (p=0.394 n=6)
ExecParallel/independent/isa_f64.add-8                                                        5.935µ ±  12%            5.934µ ±   9%        ~ (p=0.937 n=6)
ExecParallel/independent/isa_f64.sub-8                                                        5.867µ ±   6%            5.959µ ±  11%        ~ (p=0.589 n=6)
ExecParallel/independent/isa_f64.mul-8                                                        5.857µ ±  11%            5.740µ ±  15%        ~ (p=1.000 n=6)
ExecParallel/independent/isa_f64.div-8                                                        25.24µ ±  11%            26.13µ ±  21%        ~ (p=0.589 n=6)
ExecParallel/independent/isa_f64.min-8                                                        5.766µ ±  18%            5.822µ ±  15%        ~ (p=0.937 n=6)
ExecParallel/independent/isa_f64.max-8                                                        6.033µ ±  29%            5.827µ ±  10%        ~ (p=0.937 n=6)
ExecParallel/independent/isa_f64.sqrt-8                                                       25.67µ ±   8%            25.50µ ±  14%        ~ (p=0.699 n=6)
ExecParallel/independent/isa_f64.abs-8                                                        6.019µ ±   8%            6.166µ ±   8%        ~ (p=0.310 n=6)
ExecParallel/independent/isa_f64.neg-8                                                        6.349µ ±  11%            6.288µ ±   8%        ~ (p=0.818 n=6)
ExecParallel/independent/isa_f64.ceil-8                                                       6.239µ ±  12%            6.127µ ±   8%        ~ (p=1.000 n=6)
ExecParallel/independent/isa_f64.floor-8                                                      6.024µ ±   7%            6.091µ ±  13%        ~ (p=0.699 n=6)
ExecParallel/independent/isa_f64.trunc-8                                                      6.249µ ±   9%            6.157µ ±  13%        ~ (p=0.937 n=6)
ExecParallel/independent/isa_f64.nearest-8                                                    6.104µ ±   8%            6.206µ ±  12%        ~ (p=0.937 n=6)
ExecParallel/process/isa_f64.add-8                                                            5.766µ ±   5%            5.926µ ±   7%        ~ (p=0.240 n=6)
ExecParallel/process/isa_f64.sub-8                                                            5.927µ ±   8%            6.017µ ±   7%        ~ (p=0.485 n=6)
ExecParallel/process/isa_f64.mul-8                                                            5.934µ ±   8%            5.928µ ±   5%        ~ (p=0.818 n=6)
ExecParallel/process/isa_f64.div-8                                                            24.60µ ±  12%            25.11µ ±  13%        ~ (p=0.394 n=6)
ExecParallel/process/isa_f64.min-8                                                            5.604µ ±  13%            5.737µ ±  10%        ~ (p=0.310 n=6)
ExecParallel/process/isa_f64.max-8                                                            5.752µ ±  10%            5.809µ ±   6%        ~ (p=0.589 n=6)
ExecParallel/process/isa_f64.sqrt-8                                                           24.52µ ±  20%            25.68µ ±   9%        ~ (p=0.699 n=6)
ExecParallel/process/isa_f64.abs-8                                                            6.119µ ±   8%            5.997µ ±   7%        ~ (p=0.699 n=6)
ExecParallel/process/isa_f64.neg-8                                                            6.348µ ±  13%            6.017µ ±   7%        ~ (p=0.240 n=6)
ExecParallel/process/isa_f64.ceil-8                                                           6.083µ ±  13%            6.271µ ±  19%        ~ (p=0.699 n=6)
ExecParallel/process/isa_f64.floor-8                                                          6.213µ ±  21%            6.227µ ±  12%        ~ (p=0.818 n=6)
ExecParallel/process/isa_f64.trunc-8                                                          6.432µ ±  16%            6.383µ ±   6%        ~ (p=0.937 n=6)
ExecParallel/process/isa_f64.nearest-8                                                        6.119µ ±  23%            6.025µ ±   4%        ~ (p=0.818 n=6)
ExecParallel/independent/isa_mem.load_i32-8                                                   1.497µ ±   9%            1.511µ ±   7%        ~ (p=1.000 n=6)
ExecParallel/independent/isa_mem.load_i64-8                                                   1.582µ ±   9%            1.564µ ±   8%        ~ (p=0.818 n=6)
ExecParallel/independent/isa_mem.load_f64-8                                                   1.623µ ±   6%            1.599µ ±   6%        ~ (p=0.152 n=6)
ExecParallel/independent/isa_mem.load_i32_stride-8                                            1.878µ ±   7%            1.878µ ±   5%        ~ (p=0.937 n=6)
ExecParallel/independent/isa_mem.store_i32-8                                                  1.543µ ±   3%            1.575µ ±   5%        ~ (p=0.699 n=6)
ExecParallel/independent/isa_mem.store_i64-8                                                  1.558µ ±   8%            1.564µ ±  19%        ~ (p=0.699 n=6)
ExecParallel/independent/isa_mem.store_i32_stride-8                                           2.054µ ±  17%            2.045µ ±  26%        ~ (p=0.818 n=6)
ExecParallel/process/isa_mem.load_i32-8                                                       1.482µ ±  23%            1.525µ ±   9%        ~ (p=0.589 n=6)
ExecParallel/process/isa_mem.load_i64-8                                                       1.641µ ±  12%            1.570µ ±  12%        ~ (p=0.589 n=6)
ExecParallel/process/isa_mem.load_f64-8                                                       1.654µ ±   8%            1.674µ ±  19%        ~ (p=0.818 n=6)
ExecParallel/process/isa_mem.load_i32_stride-8                                                2.012µ ±  14%            1.847µ ±  20%        ~ (p=0.699 n=6)
ExecParallel/process/isa_mem.store_i32-8                                                      1.586µ ±  13%            1.564µ ±   6%        ~ (p=0.416 n=6)
ExecParallel/process/isa_mem.store_i64-8                                                      1.557µ ±  11%            1.461µ ±   6%        ~ (p=0.132 n=6)
ExecParallel/process/isa_mem.store_i32_stride-8                                               2.122µ ±  15%            2.041µ ±  14%        ~ (p=0.132 n=6)
ExecParallel/independent/isa_bulk_mem.copy_fwd_64-8                                           56.49n ±  19%            60.66n ±  11%        ~ (p=0.310 n=6)
ExecParallel/independent/isa_bulk_mem.copy_back_64-8                                          53.72n ±  36%            57.27n ±  16%        ~ (p=0.589 n=6)
ExecParallel/independent/isa_bulk_mem.fill_64-8                                               56.24n ±  11%            56.48n ±   7%        ~ (p=0.818 n=6)
ExecParallel/independent/isa_bulk_mem.copy_fwd_256-8                                          404.0n ±   6%            397.2n ±  11%        ~ (p=0.394 n=6)
ExecParallel/independent/isa_bulk_mem.copy_back_256-8                                         235.6n ±  23%            237.9n ±  18%        ~ (p=1.000 n=6)
ExecParallel/independent/isa_bulk_mem.fill_256-8                                              361.2n ±  11%            353.7n ±  10%        ~ (p=0.394 n=6)
ExecParallel/independent/isa_bulk_mem.copy_fwd_4096-8                                         1.747µ ±  14%            1.737µ ±   5%        ~ (p=0.485 n=6)
ExecParallel/independent/isa_bulk_mem.copy_back_4096-8                                        2.093µ ±  11%            2.135µ ±   8%        ~ (p=0.818 n=6)
ExecParallel/independent/isa_bulk_mem.fill_4096-8                                             1.389µ ±  17%            1.434µ ±   5%        ~ (p=0.240 n=6)
ExecParallel/process/isa_bulk_mem.copy_fwd_64-8                                               62.39n ±  25%            63.41n ±   7%        ~ (p=0.937 n=6)
ExecParallel/process/isa_bulk_mem.copy_back_64-8                                              56.38n ±  43%            54.24n ±  51%        ~ (p=0.699 n=6)
ExecParallel/process/isa_bulk_mem.fill_64-8                                                   62.10n ±  16%            58.75n ±   6%        ~ (p=0.180 n=6)
ExecParallel/process/isa_bulk_mem.copy_fwd_256-8                                              426.7n ±  12%            401.0n ±  17%        ~ (p=0.394 n=6)
ExecParallel/process/isa_bulk_mem.copy_back_256-8                                             298.8n ±  28%            254.5n ±  24%        ~ (p=0.240 n=6)
ExecParallel/process/isa_bulk_mem.fill_256-8                                                  406.5n ±  16%            363.7n ±   4%        ~ (p=0.065 n=6)
ExecParallel/process/isa_bulk_mem.copy_fwd_4096-8                                             1.872µ ±  23%            1.797µ ±   8%        ~ (p=0.240 n=6)
ExecParallel/process/isa_bulk_mem.copy_back_4096-8                                            2.220µ ±  25%            2.194µ ±   4%        ~ (p=1.000 n=6)
ExecParallel/process/isa_bulk_mem.fill_4096-8                                                 1.487µ ±  28%            1.464µ ±  10%        ~ (p=0.589 n=6)
ExecParallel/independent/isa_ctl.loop_baseline-8                                              986.0n ±  29%            999.4n ±  10%        ~ (p=0.818 n=6)
ExecParallel/independent/isa_ctl.br_if-8                                                      2.222µ ±   7%            2.143µ ±  24%        ~ (p=0.699 n=6)
ExecParallel/independent/isa_ctl.if_else-8                                                    2.132µ ±  23%            2.209µ ±  19%        ~ (p=0.937 n=6)
ExecParallel/independent/isa_ctl.br_table-8                                                   3.530µ ±  11%            3.746µ ±   6%        ~ (p=0.180 n=6)
ExecParallel/independent/isa_ctl.select-8                                                     3.128µ ±   8%            3.234µ ±  11%        ~ (p=0.699 n=6)
ExecParallel/process/isa_ctl.loop_baseline-8                                                  1.011µ ±   8%            1.019µ ±  10%        ~ (p=0.394 n=6)
ExecParallel/process/isa_ctl.br_if-8                                                          2.139µ ±   5%            2.188µ ±   8%        ~ (p=0.420 n=6)
ExecParallel/process/isa_ctl.if_else-8                                                        2.145µ ±   9%            2.148µ ±  12%        ~ (p=0.699 n=6)
ExecParallel/process/isa_ctl.br_table-8                                                       3.733µ ±  10%            3.833µ ±  25%        ~ (p=0.145 n=6)
ExecParallel/process/isa_ctl.select-8                                                         3.140µ ±  12%            3.344µ ±  14%        ~ (p=0.240 n=6)
ExecParallel/independent/isa_call.call_direct-8                                               2.738µ ±  15%            2.911µ ±  14%        ~ (p=0.394 n=6)
ExecParallel/independent/isa_call.call_indirect-8                                             6.959µ ±  25%            7.539µ ±  35%        ~ (p=0.699 n=6)
ExecParallel/process/isa_call.call_direct-8                                                   2.859µ ±  23%            2.707µ ±  15%        ~ (p=0.485 n=6)
ExecParallel/process/isa_call.call_indirect-8                                                 7.367µ ±  17%            7.230µ ±  15%        ~ (p=0.699 n=6)
