bounds	benchmark	unit	main	fixed	delta_percent	p
explicit	BenchmarkCompileFullWorkers/esbuild/auto	allocs/op	27875	28149	0.9829596412556096	0.5887445887445888
explicit	BenchmarkCompileFullWorkers/lua/p2	allocs/op	2852	2879.5	0.9642356241234218	0.0021645021645021645
explicit	BenchmarkCompileFullWorkers/many_funcs/p8	allocs/op	210	212	0.952380952380949	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/many_funcs/p8	allocs/op	210	212	0.952380952380949	0.0021645021645021645
signals	BenchmarkCompileWorkers/json-as/p2	B/op	433188.5	437311.5	0.9517796525069233	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/json-as/p2	B/op	511880	516698.5	0.9413339063843118	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/lua/p2	allocs/op	2836.5	2862.5	0.9166225982725207	0.0021645021645021645
explicit	BenchmarkCompileFullWorkers/many_funcs/p4	B/op	284716.5	287279	0.9000180881683972	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/many_funcs/auto	B/op	284668	287224	0.8978880660980515	0.06493506493506493
explicit	BenchmarkCompileCompact/zstd	allocs/op	223	225	0.8968609865470878	0.0021645021645021645
signals	BenchmarkCompileCompact/zstd	allocs/op	223	225	0.8968609865470878	0.0021645021645021645
signals	BenchmarkCompileFull/zstd	allocs/op	446	450	0.8968609865470878	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/sqlite3/p2	B/op	14099618	14225824	0.8951022644726914	0.8181818181818182
explicit	BenchmarkCompileFullWorkers/many_funcs/auto	B/op	284688	287223	0.8904484909795896	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/many_funcs/p4	B/op	284764.5	287286	0.8854685187233757	0.0021645021645021645
explicit	BenchmarkCompile/zstd	allocs/op	226	228	0.8849557522123908	0.0021645021645021645
signals	BenchmarkCompile/zstd	allocs/op	226	228	0.8849557522123908	0.0021645021645021645
explicit	BenchmarkCompileFull/zstd	allocs/op	461	465	0.8676789587852562	0.0021645021645021645
explicit	BenchmarkValidateWorkers/many_funcs/p8	B/op	7600	7664.5	0.848684210526307	0.0021645021645021645
explicit	BenchmarkValidateWorkers/ruby/p4	B/op	515186.5	519554.5	0.8478483034784601	0.17965367965367965
signals	BenchmarkValidateWorkers/many_funcs/p8	B/op	7600.5	7664	0.8354713505690503	0.0021645021645021645
signals	BenchmarkCompileFull/blake3	allocs/op	244	246	0.8196721311475308	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/sqlite3/p4	allocs/op	8880	8951.5	0.8051801801801872	0.0021645021645021645
explicit	BenchmarkCompileFull/blake3	allocs/op	253	255	0.7905138339920903	0.0021645021645021645
signals	BenchmarkCompileWorkers/sqlite3/p2	allocs/op	2948	2971	0.7801899592944306	0.24025974025974026
signals	BenchmarkValidateWorkers/many_funcs/p4	B/op	4235.5	4268.5	0.7791287923503809	0.0021645021645021645
signals	BenchmarkCompileMultiModuleThroughput/many_funcs/auto	B/op	303733.5	306061	0.7662967700303058	0.0021645021645021645
explicit	BenchmarkValidateWorkers/many_funcs/p4	B/op	4237.5	4269.5	0.7551622418878967	0.0021645021645021645
explicit	BenchmarkCompileFullWorkers/sqlite3/p4	allocs/op	8985	9052	0.7456872565386741	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/sqlite3/p4	B/op	15396560	15507181	0.7184786731581516	0.30952380952380953
explicit	BenchmarkCompileMultiModuleThroughput/many_funcs/auto	B/op	303666.5	305826	0.7111419929429097	0.0021645021645021645
explicit	BenchmarkCompileFullWorkers/many_funcs/p8	B/op	382521.5	385165	0.6910722665262048	0.0021645021645021645
signals	BenchmarkCompileCompact/json-as	B/op	136240	137181.5	0.6910598943041801	0.008658008658008658
explicit	BenchmarkCompileFullWorkers/lua/auto	B/op	4853023	4885918.5	0.67783523795375	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/many_funcs/p8	B/op	382677.5	385252.5	0.6728903580691226	0.06493506493506493
explicit	BenchmarkCompileFullWorkers/lua/p4	B/op	4856530.5	4888952.5	0.6675959308811041	0.04112554112554113
signals	BenchmarkCompileFull/zlib	allocs/op	300	302	0.6666666666666599	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/sqlite3/auto	allocs/op	8890.5	8949.5	0.6636297171137784	0.0021645021645021645
explicit	BenchmarkCompileFull/zlib	allocs/op	305	307	0.6557377049180246	0.0021645021645021645
explicit	BenchmarkCompileWorkers/lua/p2	B/op	3862950.5	3888214.5	0.6540078626428247	0.0021645021645021645
explicit	BenchmarkValidateWorkers/many_funcs/p2	B/op	2553	2569.5	0.6462984723854204	0.0021645021645021645
explicit	BenchmarkCompileFullWorkers/sqlite3/auto	allocs/op	8983	9040	0.6345318935767619	0.0021645021645021645
explicit	BenchmarkValidateWorkers/tiny/p4	B/op	2560	2576	0.6250000000000089	0.0021645021645021645
explicit	BenchmarkValidateWorkers/tiny/p8	B/op	2560	2576	0.6250000000000089	0.0021645021645021645
signals	BenchmarkValidateWorkers/tiny/p4	B/op	2560	2576	0.6250000000000089	0.0021645021645021645
signals	BenchmarkValidateWorkers/tiny/p8	B/op	2560	2576	0.6250000000000089	0.0021645021645021645
signals	BenchmarkCompileWorkers/lua/p8	B/op	5245057	5277390.5	0.6164565990417259	0.24025974025974026
explicit	BenchmarkValidateWorkers/tiny/p2	B/op	2561	2576	0.5857087075361145	0.0021645021645021645
signals	BenchmarkValidateWorkers/tiny/p2	B/op	2561	2576	0.5857087075361145	0.0021645021645021645
explicit	BenchmarkCompileWorkers/many_funcs/p4	allocs/op	86.5	87	0.5780346820809301	1
explicit	BenchmarkCompileWorkers/tiny/p1	B/op	8009	8055	0.574353851916598	0.06493506493506493
signals	BenchmarkValidateWorkers/many_funcs/p2	B/op	2555	2569.5	0.5675146771037198	0.0021645021645021645
explicit	BenchmarkCompileWorkers/ruby/p4	allocs/op	12689.5	12761	0.5634579770676496	0.0021645021645021645
signals	BenchmarkCompileFull/json-as-simd	B/op	227025.5	228200	0.5173427654602714	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/esbuild/p4	B/op	181413780	182352300	0.5173366653845157	0.6991341991341992
explicit	BenchmarkCompileFull/json-as-simd	B/op	228289	229466	0.5155745568117709	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/esbuild/p8	B/op	191136704	192116660	0.5126990156741451	0.5887445887445888
signals	BenchmarkCompileFullWorkers/sqlite3/p8	B/op	16992370	17077695	0.5021371356673576	0.30952380952380953
explicit	BenchmarkCompileFullWorkers/tiny/auto	B/op	16056	16136	0.49825610363727346	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/tiny/auto	B/op	16056	16136	0.49825610363727346	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/json-as/p1	allocs/op	403	405	0.496277915632759	0.0021645021645021645
signals	BenchmarkCompileMultiModuleThroughput/json-as/p1	allocs/op	403	405	0.496277915632759	0.0021645021645021645
explicit	BenchmarkCompileFullWorkers/json-as/p1	allocs/op	404	406	0.4950495049504955	0.0021645021645021645
explicit	BenchmarkCompileMultiModuleThroughput/json-as/p1	allocs/op	404	406	0.4950495049504955	0.0021645021645021645
signals	BenchmarkCompileFull/json-as	allocs/op	404	406	0.4950495049504955	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/tiny/p1	B/op	16097	16176.5	0.49388084736285975	0.0021645021645021645
explicit	BenchmarkCompileFull/json-as	allocs/op	405	407	0.49382716049382047	0.0021645021645021645
explicit	BenchmarkCompile/json-as-simd	B/op	136928	137600	0.49076887123160606	0.0021645021645021645
signals	BenchmarkCompile/json-as-simd	B/op	136928	137600	0.49076887123160606	0.0021645021645021645
signals	BenchmarkCompileFull/tiny	B/op	16244	16321.5	0.4770992366412319	0.0021645021645021645
explicit	BenchmarkCompileFull/tiny	B/op	16248	16324.5	0.4708271787296825	0.0021645021645021645
explicit	BenchmarkCompileCompact/json-as-simd	B/op	144440	145112	0.4652450844641276	0.14285714285714285
signals	BenchmarkCompileCompact/json-as-simd	B/op	144440	145112	0.4652450844641276	0.14285714285714285
explicit	BenchmarkCompileFullWorkers/tiny/p1	B/op	16096.5	16171	0.4628335352405699	0.0021645021645021645
signals	BenchmarkCompileFull/wasm3	B/op	913114	917304	0.4588693197125515	0.0021645021645021645
signals	BenchmarkCompileFull/json-as-simd	allocs/op	436	438	0.4587155963302836	0.0021645021645021645
explicit	BenchmarkCompileFull/json-as-simd	allocs/op	437	439	0.4576659038901587	0.0021645021645021645
explicit	BenchmarkCompileFull/wasm3	B/op	925412	929568	0.44909726694704055	0.0021645021645021645
explicit	BenchmarkCompileMultiModuleThroughput/esbuild/auto	allocs/op	27514.5	27637.5	0.4470370168456528	0.6991341991341992
signals	BenchmarkCompileMultiModuleThroughput/json-as/p1	B/op	214523.5	215482	0.4468041962768732	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/json-as/p1	B/op	214538.5	215492	0.4444423728142022	0.0021645021645021645
signals	BenchmarkCompileFull/json-as	B/op	214678.5	215630.5	0.44345381582227006	0.0021645021645021645
explicit	BenchmarkCompileMultiModuleThroughput/json-as/p1	B/op	217292	218250	0.44088139462106213	0.0021645021645021645
explicit	BenchmarkCompileFull/json-as	B/op	217447.5	218402	0.4389565297370668	0.0021645021645021645
explicit	BenchmarkCompileFullWorkers/json-as/p1	B/op	217307.5	218260.5	0.4385490606628961	0.0021645021645021645
explicit	BenchmarkCompileWorkers/sqlite3/p8	B/op	16929903.5	17001161.5	0.42090021363676566	0.8181818181818182
signals	BenchmarkCompileFullWorkers/lua/auto	B/op	4700399.5	4720067	0.4184218809486273	0.09307359307359307
explicit	BenchmarkCompileFullWorkers/tiny/p8	B/op	26710.5	26822	0.41743883491511813	0.0021645021645021645
explicit	BenchmarkCompileFullWorkers/tiny/p2	B/op	26715	26826.5	0.41736851955829213	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/tiny/p8	B/op	26708.5	26819.5	0.4155980305895035	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/tiny/p4	B/op	26712.5	26823	0.41366401497426875	0.0021645021645021645
explicit	BenchmarkCompileCommuteSelfUpdate/blake-as-simd/off	allocs/op	242	243	0.4132231404958775	0.0021645021645021645
explicit	BenchmarkCompileCommuteSelfUpdate/blake-as-simd/on	allocs/op	242	243	0.4132231404958775	0.0021645021645021645
signals	BenchmarkCompileCommuteSelfUpdate/blake-as-simd/off	allocs/op	242	243	0.4132231404958775	0.0021645021645021645
signals	BenchmarkCompileCommuteSelfUpdate/blake-as-simd/on	allocs/op	242	243	0.4132231404958775	0.0021645021645021645
explicit	BenchmarkCompileFull/blake-as-simd	allocs/op	243	244	0.4115226337448652	0.0021645021645021645
signals	BenchmarkCompileFull/blake-as-simd	allocs/op	243	244	0.4115226337448652	0.0021645021645021645
explicit	BenchmarkCompile/json-as	B/op	133208	133752	0.4083838808480067	0.23160173160173161
explicit	BenchmarkCompileWorkers/json-as/p1	B/op	133208	133752	0.4083838808480067	0.012987012987012988
signals	BenchmarkCompile/json-as	B/op	133208	133752	0.4083838808480067	0.015151515151515152
signals	BenchmarkCompileWorkers/json-as/p1	B/op	133208	133752	0.4083838808480067	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/tiny/p2	B/op	26715.5	26824.5	0.4080028447904782	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/lua/p8	B/op	5440202	5462186.5	0.4041118326121085	0.24025974025974026
explicit	BenchmarkCompileFullWorkers/tiny/p4	B/op	26714.5	26822	0.40240318927922125	0.0021645021645021645
signals	BenchmarkCompileWorkers/lua/p2	B/op	3874658	3890166.5	0.40025468054212254	0.015151515151515152
explicit	BenchmarkCompileCompact/json-as	B/op	136240	136784	0.39929536112741637	0.015151515151515152
signals	BenchmarkCompileFullWorkers/ruby/p8	allocs/op	43665.5	43838.5	0.3961937914371827	0.06493506493506493
explicit	BenchmarkCompileFullWorkers/lua/p2	B/op	4359010.5	4375100	0.3691089984756868	0.13203463203463203
signals	BenchmarkCompileCompact/raytrace	B/op	141122.5	141616	0.3496961859377423	0.49783549783549785
explicit	BenchmarkCompileFull/isa_i32	B/op	44661	44803	0.31795078480105765	0.0021645021645021645
explicit	BenchmarkCompileFull/isa_i64	B/op	44661	44803	0.31795078480105765	0.0021645021645021645
signals	BenchmarkCompileFull/isa_i32	B/op	44661	44803	0.31795078480105765	0.0021645021645021645
signals	BenchmarkCompileFull/isa_i64	B/op	44661	44803	0.31795078480105765	0.0021645021645021645
explicit	BenchmarkCompileWorkers/ruby/p2	allocs/op	11676.5	11713.5	0.31687577613155327	0.006493506493506494
signals	BenchmarkValidateWorkers/json-as/p2	B/op	10783.5	10814.5	0.28747623684333146	0.021645021645021644
signals	BenchmarkValidateWorkers/sqlite3/p4	B/op	185724.5	186250	0.2829459764328357	0.29004329004329005
signals	BenchmarkCompileFullWorkers/ruby/p4	allocs/op	42078.5	42196.5	0.28042824720462267	0.0021645021645021645
explicit	BenchmarkCompileCompact/tiny	B/op	10611	10640.5	0.2780133823390818	0.3939393939393939
signals	BenchmarkCompileCompact/dispatch	B/op	11306	11337	0.2741906952060891	0.5757575757575758
signals	BenchmarkCompileFull/isa_simd_v128	B/op	35866	35963	0.2704511236268248	0.0021645021645021645
explicit	BenchmarkCompileFull/dispatch	B/op	35625	35721	0.26947368421053053	0.0021645021645021645
signals	BenchmarkCompileFull/dispatch	B/op	35625	35721	0.26947368421053053	0.0021645021645021645
explicit	BenchmarkCompileFull/isa_simd_v128	B/op	35866	35962	0.2676629677131448	0.0021645021645021645
signals	BenchmarkCompileFull/regexmatch	B/op	2339676	2345744	0.2593521496138784	0.0021645021645021645
explicit	BenchmarkCompileFull/regexmatch	B/op	2375660	2381728	0.2554237559246664	0.0021645021645021645
explicit	BenchmarkCompileFullWorkers/ruby/p4	allocs/op	42262.5	42369.5	0.2531795326826458	0.015151515151515152
explicit	BenchmarkCompileFullWorkers/ruby/p8	allocs/op	43945	44056	0.25258846285129977	0.0021645021645021645
signals	BenchmarkCompileWorkers/lua/p4	B/op	4362833.5	4373735	0.24987201551469607	0.48484848484848486
signals	BenchmarkCompileCommuteSelfUpdate/sqlite3/off	B/op	4223696	4234112	0.2466086574412607	0.0021645021645021645
signals	BenchmarkCompileCommuteSelfUpdate/sqlite3/on	B/op	4223748	4234108	0.24527978468411593	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/sqlite3/p1	B/op	4223892	4234252	0.24527142265948765	0.0021645021645021645
explicit	BenchmarkCompileCompact/wasm3	allocs/op	831	833	0.24067388688326918	0.0021645021645021645
signals	BenchmarkCompileCompact/wasm3	allocs/op	831	833	0.24067388688326918	0.0021645021645021645
explicit	BenchmarkCompileCommuteSelfUpdate/sqlite3/on	B/op	4289954	4299964	0.23333583530267266	0.0021645021645021645
signals	BenchmarkCompileWorkers/ruby/p4	allocs/op	12699	12728.5	0.23230175604378456	0.24025974025974026
signals	BenchmarkCompileFull/sqlite3	B/op	4224584	4234252	0.22885093538203005	0.0021645021645021645
explicit	BenchmarkCompileFull/isa_call	B/op	38634	38722	0.22777864057565989	0.0021645021645021645
signals	BenchmarkCompileFull/isa_call	B/op	38634	38722	0.22777864057565989	0.0021645021645021645
signals	BenchmarkValidateWorkers/sqlite3/p8	B/op	217458	217952.5	0.2274002336083214	0.6991341991341992
explicit	BenchmarkCompileCommuteSelfUpdate/sqlite3/off	B/op	4290296	4299964	0.22534575702934934	0.0021645021645021645
explicit	BenchmarkCompileFull/sqlite3	B/op	4290440	4300108	0.22533819375170072	0.0021645021645021645
explicit	BenchmarkCompileFullWorkers/sqlite3/p1	B/op	4290584	4300108	0.22197444450451354	0.0021645021645021645
signals	BenchmarkCompileWorkers/ruby/p2	allocs/op	11699	11723.5	0.20941960851355024	0.04112554112554113
signals	BenchmarkCompileFullWorkers/ruby/auto	allocs/op	42071	42159	0.20917021226023458	0.008658008658008658
explicit	BenchmarkCompile/wasm3	allocs/op	969	971	0.20639834881321928	0.0021645021645021645
signals	BenchmarkCompile/wasm3	allocs/op	969	971	0.20639834881321928	0.0021645021645021645
explicit	BenchmarkCompileCompact/crc32	B/op	28592	28649.5	0.2011052042529382	0.18181818181818182
explicit	BenchmarkValidateWorkers/sqlite3/p4	B/op	185496	185860.5	0.19650019407426722	0.30952380952380953
explicit	BenchmarkValidateWorkers/json-as/p4	B/op	15673	15703	0.1914119823900995	0.08441558441558442
signals	BenchmarkCompileFull/quicksort	B/op	43226	43306	0.18507379817702674	0.0021645021645021645
explicit	BenchmarkCompileFull/quicksort	B/op	43602	43682	0.1834778221182498	0.0021645021645021645
signals	BenchmarkCompileWorkers/ruby/p8	B/op	139112280	139364784	0.18151093490812453	0.48484848484848486
signals	BenchmarkCompileFull/lua	B/op	1163190	1165262	0.17813082987301332	0.0021645021645021645
explicit	BenchmarkCompileFull/lua	B/op	1202614	1204734	0.17628266426301664	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/lua/p1	B/op	1163118	1165166	0.17607843744142926	0.0021645021645021645
explicit	BenchmarkCompileCompact/utf-as	B/op	121896	122108.5	0.17432893614228728	0.16233766233766234
explicit	BenchmarkCompileWorkers/esbuild/p2	B/op	111751944	111942272	0.17031292090989858	0.13203463203463203
explicit	BenchmarkCompileFullWorkers/lua/p1	B/op	1202590	1204638	0.17029910443293605	0.0021645021645021645
signals	BenchmarkCompileFull/crc32	B/op	37722	37786	0.16966226605164003	0.0021645021645021645
explicit	BenchmarkCompileFull/crc32	B/op	38441.5	38506	0.1677874172443916	0.0021645021645021645
explicit	BenchmarkCompileFullWorkers/ruby/auto	allocs/op	42275.5	42340.5	0.15375335596268247	0.13203463203463203
signals	BenchmarkCompileFullWorkers/lua/p2	B/op	4208643.5	4214988.5	0.1507611656820007	0.17965367965367965
explicit	BenchmarkCompileFullWorkers/sqlite3/p2	allocs/op	8379.5	8392	0.14917357837580525	0.7857142857142857
explicit	BenchmarkCompileFullWorkers/sqlite3/p4	B/op	16201304	16223683	0.1381308566273498	0.9372294372294372
explicit	BenchmarkCompileFull/isa_ctl	B/op	69100.5	69195.5	0.13748091547818309	0.0021645021645021645
signals	BenchmarkCompileFull/isa_ctl	B/op	69101	69195.5	0.13675634216581134	0.0021645021645021645
explicit	BenchmarkCompileWorkers/ruby/p4	B/op	133565580	133739068	0.129889751536294	1
explicit	BenchmarkValidateWorkers/lua/p4	B/op	88168.5	88271.5	0.11682176741125705	0.06493506493506493
explicit	BenchmarkCompileFull/wasm3	allocs/op	3466	3470	0.11540680900172795	0.0021645021645021645
signals	BenchmarkCompileFull/wasm3	allocs/op	3472	3476	0.11520737327188613	0.0021645021645021645
explicit	BenchmarkCompileCommuteSelfUpdate/blake-as-simd/on	B/op	262802	263104.5	0.11510566890662322	0.0021645021645021645
explicit	BenchmarkCompileCommuteSelfUpdate/blake-as-simd/off	B/op	262801.5	263102.5	0.11453511490611135	0.0021645021645021645
signals	BenchmarkCompileCommuteSelfUpdate/blake-as-simd/off	B/op	262658	262958.5	0.11440732816057064	0.0021645021645021645
signals	BenchmarkCompileFull/matmul	B/op	71219.5	71300	0.11303084127241014	0.0021645021645021645
signals	BenchmarkCompileCompact/tiny	B/op	10631.5	10643.5	0.1128721252880549	0.6991341991341992
explicit	BenchmarkCompileFull/blake-as-simd	B/op	262946	263242.5	0.11276079499211722	0.0021645021645021645
signals	BenchmarkCompileFull/blake-as-simd	B/op	262803	263099	0.11263189537409346	0.0021645021645021645
signals	BenchmarkCompileFull/spectralnorm	B/op	70548	70627	0.11198049554912437	0.0021645021645021645
signals	BenchmarkCompileCommuteSelfUpdate/blake-as-simd/on	B/op	262658	262951	0.11155190399683157	0.0021645021645021645
explicit	BenchmarkCompileFull/matmul	B/op	71892	71971.5	0.11058254047737748	0.0021645021645021645
explicit	BenchmarkCompileFull/spectralnorm	B/op	71268.5	71347	0.11014683906633849	0.0021645021645021645
signals	BenchmarkCompileFull/nbody	B/op	72323.5	72403	0.10992277752044366	0.0021645021645021645
explicit	BenchmarkCompileFull/nbody	B/op	73851	73931.5	0.10900326332750065	0.0021645021645021645
explicit	BenchmarkCompileFull/sha256	B/op	74523	74604	0.10869127651866872	0.0021645021645021645
explicit	BenchmarkCompileFullWorkers/ruby/p8	B/op	165693916	165873400	0.10832262543665205	0.8181818181818182
signals	BenchmarkCompileFull/sha256	B/op	73037	73116	0.10816435505291988	0.0021645021645021645
signals	BenchmarkCompileFull/fannkuch	B/op	74884	74964	0.10683190000533305	0.0021645021645021645
signals	BenchmarkCompileFull/lz4	B/op	73941.5	74019.5	0.1054887985772579	0.0021645021645021645
explicit	BenchmarkCompileCompact/regexmatch	allocs/op	1940	1942	0.10309278350515427	0.0021645021645021645
signals	BenchmarkCompileCompact/regexmatch	allocs/op	1940	1942	0.10309278350515427	0.0021645021645021645
explicit	BenchmarkCompile/regexmatch	allocs/op	1944	1946	0.10288065843622185	0.0021645021645021645
signals	BenchmarkCompile/regexmatch	allocs/op	1944	1946	0.10288065843622185	0.0021645021645021645
explicit	BenchmarkCompileFull/fannkuch	B/op	77860	77940	0.10274852298999271	0.0021645021645021645
explicit	BenchmarkCompileFull/lz4	B/op	75430	75507.5	0.10274426620708876	0.0021645021645021645
signals	BenchmarkCompileFull/qoi	B/op	79478	79556	0.09814036588742248	0.0021645021645021645
explicit	BenchmarkCompileFullWorkers/esbuild/p2	B/op	178433056	178608044	0.09806927254556452	0.9372294372294372
explicit	BenchmarkCompileWorkers/tiny/p8	B/op	17458	17475	0.09737656088899538	0.0021645021645021645
signals	BenchmarkValidateWorkers/lua/p4	B/op	88180.5	88264.5	0.09525915593584511	0.13203463203463203
explicit	BenchmarkCompileFull/qoi	B/op	81023	81100	0.09503474322105632	0.0021645021645021645
explicit	BenchmarkCompileWorkers/tiny/p4	B/op	17459	17475.5	0.09450713099261598	0.0021645021645021645
explicit	BenchmarkCompileCompact/sqlite3	allocs/op	2144	2146	0.0932835820895539	0.0021645021645021645
signals	BenchmarkCompileCompact/sqlite3	allocs/op	2144	2146	0.0932835820895539	0.0021645021645021645
signals	BenchmarkCompileWorkers/tiny/p4	B/op	17459	17473.5	0.08305172117533122	0.008658008658008658
signals	BenchmarkCompileFull/blake3	B/op	148360	148483	0.08290644378539103	0.0021645021645021645
explicit	BenchmarkCompileFull/blake3	B/op	151286	151410	0.08196396229658287	0.0021645021645021645
signals	BenchmarkCompileWorkers/tiny/p2	B/op	17464	17478	0.08016491067337483	0.0021645021645021645
explicit	BenchmarkCompile/sqlite3	allocs/op	2522	2524	0.07930214115781098	0.0021645021645021645
explicit	BenchmarkCompileWorkers/sqlite3/p1	allocs/op	2522	2524	0.07930214115781098	0.0021645021645021645
signals	BenchmarkCompile/sqlite3	allocs/op	2522	2524	0.07930214115781098	0.0021645021645021645
signals	BenchmarkCompileWorkers/sqlite3/p1	allocs/op	2522	2524	0.07930214115781098	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/lua/p1	allocs/op	2523	2525	0.07927070947284509	0.0021645021645021645
explicit	BenchmarkCompileFull/lua	allocs/op	2532	2534	0.07898894154818592	0.0021645021645021645
explicit	BenchmarkCompileFullWorkers/lua/p1	allocs/op	2532	2534	0.07898894154818592	0.0021645021645021645
explicit	BenchmarkCompileWorkers/tiny/p2	B/op	17465.5	17479	0.07729523918582615	0.0021645021645021645
explicit	BenchmarkValidateWorkers/lua/p8	B/op	111174	111258.5	0.0760069800492813	0.9372294372294372
signals	BenchmarkValidateWorkers/sqlite3/p4	allocs/op	684	684.5	0.07309941520468044	0.18181818181818182
signals	BenchmarkCompileWorkers/tiny/p8	B/op	17463	17475.5	0.07157991181354628	0.0021645021645021645
explicit	BenchmarkCompileFullWorkers/esbuild/p4	B/op	188731848	188865432	0.07077978699174814	0.48484848484848486
explicit	BenchmarkCompileCompact/quicksort	B/op	30024	30044.5	0.06827871036503286	0.18181818181818182
signals	BenchmarkCompileCompact/utf-as	B/op	122360	122438.5	0.06415495259888271	0.9372294372294372
explicit	BenchmarkCompile/blake-as-simd	B/op	239168	239320	0.06355365266257351	0.015151515151515152
signals	BenchmarkCompile/blake-as-simd	B/op	239168	239320	0.06355365266257351	0.0021645021645021645
signals	BenchmarkCompileCommuteSelfUpdate/sqlite3/off	allocs/op	7880	7885	0.06345177664974777	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/ruby/p2	allocs/op	41134	41159	0.06077697282054206	0.030303030303030304
signals	BenchmarkCompileFull/regexmatch	allocs/op	5053	5056	0.059370670888569954	0.0021645021645021645
explicit	BenchmarkCompileFull/regexmatch	allocs/op	5054	5057	0.05935892362485262	0.0021645021645021645
explicit	BenchmarkCompileFull/raytrace	B/op	138936	139017	0.05830022456383421	0.0021645021645021645
signals	BenchmarkCompileFull/raytrace	B/op	137408.5	137488	0.05785668281075296	0.0021645021645021645
explicit	BenchmarkCompileFullWorkers/ruby/p2	allocs/op	41252.5	41275.5	0.05575419671535187	0.17965367965367965
signals	BenchmarkCompileCommuteSelfUpdate/sqlite3/on	allocs/op	7881	7885	0.050754980332445854	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/sqlite3/p1	allocs/op	7882	7886	0.05074854097943948	0.015151515151515152
signals	BenchmarkCompileCompact/lz4	B/op	64048	64080.5	0.050743192605540166	0.3722943722943723
signals	BenchmarkCompileFull/zlib	B/op	284656	284775	0.041804845146420355	0.0021645021645021645
explicit	BenchmarkCompileCompact/sha256	B/op	62808	62834	0.0413960005094971	0.18181818181818182
signals	BenchmarkCompileFull/coremark	B/op	251701	251805	0.04131886643279348	0.0021645021645021645
explicit	BenchmarkCompileFull/coremark	B/op	257821	257926.5	0.040919863005739465	0.0021645021645021645
explicit	BenchmarkCompileFull/zlib	B/op	296642.5	296761	0.03994707434031852	0.0021645021645021645
signals	BenchmarkCompileFull/lua	allocs/op	2524	2525	0.03961965134706702	0.0021645021645021645
signals	BenchmarkCompileFullWorkers/ruby/auto	B/op	158279704	158340056	0.038129967693145694	0.6991341991341992
explicit	BenchmarkValidateWorkers/lua/p2	B/op	74422.5	74450.5	0.037623030669498014	0.0021645021645021645
signals	BenchmarkCompileFull/utf-as	B/op	213098	213177.5	0.03730677904063562	0.0021645021645021645
explicit	BenchmarkValidateWorkers/esbuild/p4	allocs/op	4214	4215.5	0.03559563360227003	0.021645021645021644
explicit	BenchmarkCompileFull/utf-as	B/op	214628	214704	0.03541010492573715	0.0021645021645021645
explicit	BenchmarkCompileCommuteSelfUpdate/sqlite3/on	allocs/op	7908.5	7911	0.03161155718529596	0.0021645021645021645
signals	BenchmarkValidateWorkers/lua/p2	B/op	74427	74450.5	0.03157456299460737	0.0021645021645021645
signals	BenchmarkCompileWorkers/tiny/p1	B/op	8036	8038	0.02488800398208202	0.4199134199134199
signals	BenchmarkValidateWorkers/lua/p8	B/op	111259	111286.5	0.02471710153786333	0.6991341991341992
explicit	BenchmarkValidateWorkers/esbuild/p8	allocs/op	4279	4280	0.02336994624911881	0.18398268398268397
explicit	BenchmarkCompileFull/zstd	B/op	1058270	1058516.5	0.023292732478474854	0.0021645021645021645
signals	BenchmarkCompileFull/zstd	B/op	997785	998002	0.021748172201419003	0.0021645021645021645
signals	BenchmarkCompileFull/utf-as-simd	B/op	233058.5	233103	0.01909391847969566	0.0021645021645021645
explicit	BenchmarkCompileFull/utf-as-simd	B/op	234514.5	234559	0.018975372524931977	0.0021645021645021645
signals	BenchmarkCompileFull/sqlite3	allocs/op	7885	7886	0.01268230818007865	0.0021645021645021645
explicit	BenchmarkCompileCommuteSelfUpdate/sqlite3/off	allocs/op	7910	7911	0.01264222503161161	0.14285714285714285
explicit	BenchmarkCompileFull/sqlite3	allocs/op	7911	7912	0.012640626975102265	0.08441558441558442
signals	BenchmarkCompile/tiny	B/op	8042.5	8043.5	0.012433944668943653	0.6233766233766234
