variant,run,bounds,benchmark,unit,main_median,prior_pr_median,after_median,change_vs_main_percent,p_vs_main,change_vs_prior_percent,p_vs_prior,samples_each,benchtime,note
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileWorkers/json-as/p4,B/op,558936,568804,551296,-1.3668827915897297,0.6991341991341992,-3.078037425897151,0.48484848484848486,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileWorkers/json-as/p4,allocs/op,400.5,397.5,386.5,-3.495630461922594,0.0021645021645021645,-2.767295597484276,0.0021645021645021645,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileWorkers/json-as/p8,ns/op,916775,702169,689524.5,-24.788034141419647,0.004329004329004329,-1.8007773057483356,1,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileWorkers/json-as/p8,code-B,57638,57638,57638,0,1,0,1,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileWorkers/json-as/p8,B/op,760512,762548,752652,-1.0335142640747308,0.8181818181818182,-1.2977543708723949,0.9372294372294372,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileWorkers/json-as/p8,allocs/op,573,626,581,1.3961605584642323,0.6212121212121212,-7.1884984025559095,0.025974025974025976,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileFullWorkers/json-as/p8,ns/op,1933341,1178730,1091366.5,-43.550232473216056,0.0021645021645021645,-7.411663400439461,0.5887445887445888,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileFullWorkers/json-as/p8,code-B,66502,66502,66502,0,1,0,1,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileFullWorkers/json-as/p8,B/op,903168,906936,892356,-1.197119472789121,0.9372294372294372,-1.6076106803567192,0.3939393939393939,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileFullWorkers/json-as/p8,allocs/op,986.5,1001.5,978.5,-0.8109477952356836,0.18398268398268397,-2.296555167249126,0.04112554112554113,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileWorkers/lua/p8,ns/op,6861093.5,3433297.5,3303308.5,-51.85448937549096,0.0021645021645021645,-3.7861268940428294,0.30952380952380953,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileWorkers/lua/p8,code-B,890004,890004,890004,0,1,0,1,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileWorkers/lua/p8,B/op,5266820,5361832,5242364,-0.46434091159370805,0.8181818181818182,-2.2281190458783517,0.17965367965367965,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileWorkers/lua/p8,allocs/op,2231,2194.5,2175,-2.51008516360377,0.0021645021645021645,-0.8885850991114164,0.22077922077922077,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileFullWorkers/esbuild/p4,ns/op,393303861.5,185974997,183797138.5,-53.268412418066234,0.0021645021645021645,-1.1710490846250643,0.5887445887445888,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileFullWorkers/esbuild/p4,code-B,26629248,26629248,26629248,0,1,0,1,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileFullWorkers/esbuild/p4,B/op,188652584,188474244,187180104,-0.7805246918854869,0.9372294372294372,-0.686640239289138,0.8181818181818182,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileFullWorkers/esbuild/p4,allocs/op,27978.5,28013.5,27857.5,-0.43247493611165977,0.9372294372294372,-0.556874364145854,1,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileWorkers/sqlite3/p8,ns/op,21094026,9095273.5,9042244,-57.133626364165856,0.0021645021645021645,-0.5830445890384728,0.17965367965367965,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileWorkers/sqlite3/p8,code-B,3636329,3636329,3636329,0,1,0,1,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileWorkers/sqlite3/p8,B/op,15576600,15816004,15852820,1.7733009771066843,0.48484848484848486,0.23277687587839324,0.9372294372294372,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-explicit,explicit,BenchmarkCompileWorkers/sqlite3/p8,allocs/op,4492.5,4564.5,4503.5,0.24485253199777457,0.5887445887445888,-1.3364004819805042,0.025974025974025976,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileWorkers/json-as/p4,ns/op,500973.5,335837.5,331116,-33.905486018721554,0.0021645021645021645,-1.4058882644135906,0.13203463203463203,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileWorkers/json-as/p4,code-B,57638,57638,57638,0,1,0,1,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileWorkers/json-as/p4,B/op,552228,558874.5,556910.5,0.8479287540653413,0.0021645021645021645,-0.3514205783230362,0.0021645021645021645,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileWorkers/json-as/p4,allocs/op,402.5,392,379,-5.838509316770191,0.0021645021645021645,-3.316326530612246,0.0021645021645021645,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileWorkers/json-as/p8,ns/op,468357,298425,299814.5,-35.98590391517582,0.0021645021645021645,0.4656111250733064,0.6991341991341992,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileWorkers/json-as/p8,code-B,57638,57638,57638,0,1,0,1,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileWorkers/json-as/p8,B/op,748493.5,756196,751586.5,0.4132300414098511,0.025974025974025976,-0.6095641870626167,0.0021645021645021645,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileWorkers/json-as/p8,allocs/op,629,620,595.5,-5.325914149443555,0.0021645021645021645,-3.9516129032258096,0.0021645021645021645,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileFullWorkers/json-as/p8,ns/op,1216191,612120.5,607873.5,-50.018253711793626,0.0021645021645021645,-0.6938176388472495,0.13203463203463203,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileFullWorkers/json-as/p8,code-B,66502,66502,66502,0,1,0,1,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileFullWorkers/json-as/p8,B/op,876557,888659,883114,0.7480403442103656,0.0021645021645021645,-0.6239738752434887,0.0021645021645021645,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileFullWorkers/json-as/p8,allocs/op,965.5,960.5,937,-2.9518384256861707,0.0021645021645021645,-2.4466423737636633,0.0021645021645021645,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileWorkers/lua/p8,ns/op,6431737.5,3161276,3166931.5,-50.760871381955496,0.0021645021645021645,0.17889927991101562,0.8181818181818182,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileWorkers/lua/p8,code-B,890004,890004,890004,0,1,0,1,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileWorkers/lua/p8,B/op,5303335,5334430,5330765.5,0.5172311385194472,0.004329004329004329,-0.06869524953931894,0.3939393939393939,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileWorkers/lua/p8,allocs/op,2212,2176,2131,-3.6618444846292952,0.0021645021645021645,-2.0680147058823484,0.0021645021645021645,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileFullWorkers/esbuild/p4,ns/op,398317910,187354416,187771592,-52.85886291178823,0.0021645021645021645,0.22266675582389706,0.8181818181818182,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileFullWorkers/esbuild/p4,code-B,26629248,26629248,26629248,0,1,0,1,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileFullWorkers/esbuild/p4,B/op,187621150,188216218.5,188041929,0.22427055798346363,0.3939393939393939,-0.09260068095566787,1,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileFullWorkers/esbuild/p4,allocs/op,27908.5,27959,27972,0.22752924736191282,0.9372294372294372,0.04649665581744067,0.9372294372294372,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileWorkers/sqlite3/p8,ns/op,22343903.5,10086929.5,10008074,-55.20892757167519,0.0021645021645021645,-0.7817592063075307,0.8181818181818182,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileWorkers/sqlite3/p8,code-B,3636329,3636329,3636329,0,1,0,1,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileWorkers/sqlite3/p8,B/op,16629531,16569903.5,16375151.5,-1.5296853531227117,0.13203463203463203,-1.1753357525588481,0.24025974025974026,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-explicit,explicit,BenchmarkCompileWorkers/sqlite3/p8,allocs/op,4501.5,4515,4471,-0.6775519271354002,0.0021645021645021645,-0.9745293466223659,0.0021645021645021645,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-esbuild-fixed-explicit,explicit,BenchmarkCompileFullWorkers/esbuild/p4,ns/op,396955369,186627486,186304848.5,-53.06655028515309,7.39602301050679e-7,-0.17287780429083854,0.7552848282421576,12,3x,retained-span and closure reuse
hintscratch,hintscratch-esbuild-fixed-explicit,explicit,BenchmarkCompileFullWorkers/esbuild/p4,code-B,26629248,26629248,26629248,0,1,0,1,12,3x,retained-span and closure reuse
hintscratch,hintscratch-esbuild-fixed-explicit,explicit,BenchmarkCompileFullWorkers/esbuild/p4,B/op,188157100,187099078,187841637,-0.16765936549829608,0.6706595329559389,0.39688009579608163,0.1135023275284414,12,3x,retained-span and closure reuse
hintscratch,hintscratch-esbuild-fixed-explicit,explicit,BenchmarkCompileFullWorkers/esbuild/p4,allocs/op,28106.5,28031,27605,-1.784284773984668,0.2913426592252814,-1.519745995504973,0.4517653567323779,12,3x,retained-span and closure reuse
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileWorkers/json-as/p4,ns/op,871721,571784.5,605222.5,-30.571536076336347,0.0021645021645021645,5.848007422376789,0.3939393939393939,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileWorkers/json-as/p4,code-B,57638,57638,57638,0,1,0,1,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileWorkers/json-as/p4,B/op,557816,566992,564984,1.285011545025605,0.13203463203463203,-0.35414961763129416,0.48484848484848486,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileWorkers/json-as/p4,allocs/op,408.5,400,384,-5.997552019583841,0.0021645021645021645,-4.0000000000000036,0.004329004329004329,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileWorkers/json-as/p8,ns/op,1004133.5,674461.5,750543.5,-25.254610069278637,0.04112554112554113,11.280406665169185,0.17965367965367965,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileWorkers/json-as/p8,code-B,57638,57638,57638,0,1,0,1,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileWorkers/json-as/p8,B/op,765392,773300,754048,-1.482116353450258,0.24025974025974026,-2.4895900685374395,0.17965367965367965,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileWorkers/json-as/p8,allocs/op,542.5,632,583.5,7.557603686635939,0.02813852813852814,-7.6740506329113884,0.012987012987012988,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileFullWorkers/json-as/p8,ns/op,1823497,1182121.5,1239879.5,-32.00539951532687,0.0021645021645021645,4.885961383834059,0.24025974025974026,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileFullWorkers/json-as/p8,code-B,55941,55941,55941,0,1,0,1,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileFullWorkers/json-as/p8,B/op,845692,870156,857800,1.4317269171282287,0.8181818181818182,-1.419975268802376,0.48484848484848486,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileFullWorkers/json-as/p8,allocs/op,926.5,942.5,918,-0.917431192660545,0.2878787878787879,-2.599469496021223,0.008658008658008658,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileWorkers/lua/p8,ns/op,6668605.5,3232252,3538043.5,-46.944777285146046,0.0021645021645021645,9.460633019950171,0.06493506493506493,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileWorkers/lua/p8,code-B,890004,890004,890004,0,1,0,1,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileWorkers/lua/p8,B/op,5361044,5313624,5347532,-0.25204046077592634,0.6991341991341992,0.6381332213193813,0.5887445887445888,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileWorkers/lua/p8,allocs/op,2228,2191.5,2151.5,-3.433572710951527,0.0021645021645021645,-1.8252338580880711,0.008658008658008658,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileFullWorkers/esbuild/p4,ns/op,388773428,174588002.5,179978796,-53.70599350735462,0.0021645021645021645,3.087722766058909,0.48484848484848486,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileFullWorkers/esbuild/p4,code-B,20163867,20163867,20163867,0,1,0,1,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileFullWorkers/esbuild/p4,B/op,182048064,182018580,182424752,0.20691678434987537,0.3939393939393939,0.22314864779189314,0.3939393939393939,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileFullWorkers/esbuild/p4,allocs/op,27919.5,28124.5,27629,-1.0404914128118392,1,-1.7618090988284263,0.5887445887445888,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileWorkers/sqlite3/p8,ns/op,22091951.5,9378735,9338719,-57.72795807559147,0.0021645021645021645,-0.4266673490614714,0.9372294372294372,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileWorkers/sqlite3/p8,code-B,3636329,3636329,3636329,0,1,0,1,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileWorkers/sqlite3/p8,B/op,16892864,16387984,15841072,-6.226250326765193,0.17965367965367965,-3.3372744322913706,0.30952380952380953,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-cold-signals,signals,BenchmarkCompileWorkers/sqlite3/p8,allocs/op,4510,4554,4514,0.08869179600887733,0.9415584415584416,-0.8783487044356608,0.006493506493506494,6,1x,"memory check, not a timing claim"
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileWorkers/json-as/p4,ns/op,497160,338079.5,336359,-32.343913428272586,0.0021645021645021645,-0.5089039708116028,0.5887445887445888,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileWorkers/json-as/p4,code-B,57638,57638,57638,0,1,0,1,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileWorkers/json-as/p4,B/op,552596,559047,556770.5,0.7554343498686222,0.0021645021645021645,-0.40721084273772634,0.0021645021645021645,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileWorkers/json-as/p4,allocs/op,403,392,379,-5.955334987593053,0.0021645021645021645,-3.316326530612246,0.0021645021645021645,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileWorkers/json-as/p8,ns/op,467918.5,304577,298698,-36.16452437764269,0.0021645021645021645,-1.9302179744366765,0.06493506493506493,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileWorkers/json-as/p8,code-B,57638,57638,57638,0,1,0,1,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileWorkers/json-as/p8,B/op,747149,757647,751058,0.5231888150823982,0.0021645021645021645,-0.8696662165889935,0.0021645021645021645,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileWorkers/json-as/p8,allocs/op,629,620,596,-5.246422893481717,0.0021645021645021645,-3.8709677419354827,0.0021645021645021645,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileFullWorkers/json-as/p8,ns/op,1223990,584277,584343.5,-52.25912793405174,0.0021645021645021645,0.01138158784275145,1,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileFullWorkers/json-as/p8,code-B,55941,55941,55941,0,1,0,1,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileFullWorkers/json-as/p8,B/op,830707.5,845568.5,839840,1.0993640962673412,0.0021645021645021645,-0.6774732029397934,0.0021645021645021645,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileFullWorkers/json-as/p8,allocs/op,911,906,882,-3.183315038419321,0.0021645021645021645,-2.6490066225165587,0.0021645021645021645,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileWorkers/lua/p8,ns/op,6496963,3161112.5,3181724.5,-51.027510853917434,0.0021645021645021645,0.6520489226498505,0.6991341991341992,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileWorkers/lua/p8,code-B,890004,890004,890004,0,1,0,1,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileWorkers/lua/p8,B/op,5304493.5,5341119.5,5339091,0.6522300385512825,0.0021645021645021645,-0.03797892932371205,0.8181818181818182,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileWorkers/lua/p8,allocs/op,2210,2175.5,2132.5,-3.5067873303167407,0.0021645021645021645,-1.9765571133072868,0.0021645021645021645,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileFullWorkers/esbuild/p4,ns/op,389187017,175198593,177214829,-54.46538007201818,0.0021645021645021645,1.1508288768049546,0.13203463203463203,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileFullWorkers/esbuild/p4,code-B,20163867,20163867,20163867,0,1,0,1,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileFullWorkers/esbuild/p4,B/op,180832136,181876661,182092601,0.6970359516186964,0.09307359307359307,0.11872881259900048,0.9372294372294372,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileFullWorkers/esbuild/p4,allocs/op,27354,27574.5,28253.5,3.28836733201725,0.04112554112554113,2.4624199894830445,0.025974025974025976,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileWorkers/sqlite3/p8,ns/op,22386442,10110668,10114397.5,-54.81909318148905,0.0021645021645021645,0.03688678136795076,0.9372294372294372,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileWorkers/sqlite3/p8,code-B,3636329,3636329,3636329,0,1,0,1,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileWorkers/sqlite3/p8,B/op,16638113,16391815,16467852.5,-1.023316165721433,0.30952380952380953,0.4638748058100939,0.6991341991341992,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-warm-signals,signals,BenchmarkCompileWorkers/sqlite3/p8,allocs/op,4507.5,4512.5,4470,-0.8319467554076532,0.0021645021645021645,-0.9418282548476431,0.0021645021645021645,6,500ms,retained-span and closure reuse
hintscratch,hintscratch-esbuild-fixed-signals,signals,BenchmarkCompileFullWorkers/esbuild/p4,ns/op,389389037,175449586,176267936,-54.732178040235894,7.39602301050679e-7,0.4664302827138034,0.2656695841512102,12,3x,retained-span and closure reuse
hintscratch,hintscratch-esbuild-fixed-signals,signals,BenchmarkCompileFullWorkers/esbuild/p4,code-B,20163867,20163867,20163867,0,1,0,1,12,3x,retained-span and closure reuse
hintscratch,hintscratch-esbuild-fixed-signals,signals,BenchmarkCompileFullWorkers/esbuild/p4,B/op,181870775.5,182311414.5,182363494.5,0.27091708310222895,0.06836144068611426,0.028566505362714878,0.5898757320213774,12,3x,retained-span and closure reuse
hintscratch,hintscratch-esbuild-fixed-signals,signals,BenchmarkCompileFullWorkers/esbuild/p4,allocs/op,27862,27991,28091.5,0.82370253391717,0.3185851703821821,0.35904397842163593,0.5137225810936943,12,3x,retained-span and closure reuse
